Time frequency,Decision,Unit of measure,Geopolitical entity (reporting)\Time,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,Geneva Convention status,Percentage,Austria,17.4,12.7,14.9,18.7,16.9,19.0,60.1,59.7,58.2,39.4,30.8,40.5,47.6,50.6,29.4,39.4
Annual,Geneva Convention status,Percentage,Belgium,23.4,16.9,16.7,19.2,16.3,18.3,31.8,45.4,47.1,40.2,41.3,32.4,28.9,39.4,43.7,43.2
Annual,Geneva Convention status,Percentage,Bulgaria,4.0,6.1,3.9,1.7,2.8,6.4,69.5,76.2,25.0,16.9,15.0,11.1,4.8,4.4,2.1,1.2
Annual,Geneva Convention status,Percentage,Switzerland,27.7,23.5,22.5,25.8,14.8,18.8,28.2,28.8,25.9,38.5,36.4,43.8,46.6,52.9,41.1,38.8
Annual,Geneva Convention status,Percentage,Cyprus,:,1.3,1.3,2.0,6.0,4.1,4.1,9.5,10.5,9.1,8.0,4.5,4.4,2.5,3.7,7.1
Annual,Geneva Convention status,Percentage,Czechia,8.7,11.7,15.3,15.3,6.8,10.1,7.3,4.1,10.9,2.1,3.0,3.5,4.0,20.4,6.4,4.8
Annual,Geneva Convention status,Percentage,Germany,38.0,30.5,17.1,17.6,15.0,14.3,34.2,55.0,40.6,23.6,23.1,29.2,29.4,24.2,20.7,19.6
Annual,Geneva Convention status,Percentage,Denmark,16.2,21.3,20.1,20.6,22.1,23.0,46.7,61.8,41.0,18.6,31.4,21.3,17.4,23.5,40.3,53.1
Annual,Geneva Convention status,Percentage,Estonia,33.3,13.0,26.2,13.6,14.0,13.0,36.4,11.7,33.7,31.6,21.1,43.2,31.0,61.0,2.7,1.5
Annual,Geneva Convention status,Percentage,Greece,0.0,0.3,1.7,0.5,0.3,2.0,9.5,38.0,21.6,38.4,39.1,41.3,42.4,35.0,48.5,60.5
Annual,Geneva Convention status,Percentage,Spain,2.9,4.0,8.8,9.9,8.9,8.6,10.6,6.7,3.5,4.8,4.8,2.8,3.5,7.5,8.2,8.1
Annual,Geneva Convention status,Percentage,European Union - 27 countries (from 2020),:,:,:,:,12.1,14.4,25.3,38.9,33.3,22.6 b,20.6,20.0,20.2,21.3,22.5,22.4
Annual,Geneva Convention status,Percentage,Finland,5.6,2.9,3.9,6.1,17.7,17.7,20.9,35.8,20.8,33.4,39.8,26.8,27.9,37.2,37.0,46.2
Annual,Geneva Convention status,Percentage,France,14.1,11.1,10.8,7.9,11.8,14.8,17.5,21.5,21.4,17.1,18.4,15.2,13.8,15.6,22.7,23.8
Annual,Geneva Convention status,Percentage,Croatia,:,:,:,:,6.4,3.7,6.8,18.4,29.2,25.4,26.0,17.2,11.9,15.6,20.8,31.9
Annual,Geneva Convention status,Percentage,Hungary,19.0,9.5,7.1,5.2,6.2,3.8,4.4,4.3,3.0,2.5,7.1,3.1,17.5,35.6,27.0,33.3
Annual,Geneva Convention status,Percentage,Ireland,8.2,3.3,1.5,4.5,7.1,15.3,12.4,15.2,20.8,72.0 b,53.4,31.4,48.8,51.8,32.2,64.0
Annual,Geneva Convention status,Percentage,Iceland,7.8,6.5,25.0,27.0,10.6,2.3,31.5,15.5,9.6,12.4,22.2,13.0,13.7,9.3,6.0,5.8
Annual,Geneva Convention status,Percentage,Italy,8.9,9.8,14.3,7.5,7.5,13.1,10.3,5.0,5.3,7.5,6.8,10.8,11.2,16.9,14.3,10.7
Annual,Geneva Convention status,Percentage,Liechtenstein,0.0,0.0,1.2,2.2,26.8,2.3,11.1,7.1,26.0,40.0,5.0,15.2,7.7,13.3,12.5,0.0
Annual,Geneva Convention status,Percentage,Lithuania,13.6,7.7,0.5,2.3,3.4,8.6,8.7,9.4,64.2,74.0,43.4,24.4,23.0,12.4,39.0,73.6
Annual,Geneva Convention status,Percentage,Luxembourg,13.8,23.1,11.6,3.0,2.1,8.7,11.7,21.9,59.1,63.2,67.5,53.8,61.8,59.3,59.1,48.1
Annual,Geneva Convention status,Percentage,Latvia,16.7,4.8,11.8,3.4,4.1,7.5,3.2,3.6,17.6,9.2,18.4,18.5,5.9,31.3,52.8,29.9
Annual,Geneva Convention status,Percentage,Malta,0.8,0.8,12.4,4.4,2.2,2.3,11.0,17.6,11.6,15.1,10.0,4.6,8.5,2.2,1.0,1.8
Annual,Geneva Convention status,Percentage,Netherlands,4.7,4.0,4.6,4.5,4.6,9.4,13.2,32.5,33.7,19.0,17.1,19.0,36.6,47.4,53.1,18.4
Annual,Geneva Convention status,Percentage,Norway,12.0,11.9,19.2,29.4,34.6,38.1,47.0,57.1,59.9,57.2,63.0,67.0,64.7,70.3,74.0,68.4
Annual,Geneva Convention status,Percentage,Poland,4.4,2.0,1.9,4.8,3.5,6.8,9.6,9.9,3.9,5.8,6.7,6.6,6.7,28.2,5.8,9.2
Annual,Geneva Convention status,Percentage,Portugal,8.5,3.2,4.6,23.9,6.1,6.2,8.8,8.9,17.4,12.5,21.3,7.9,18.3,45.0,70.7,67.2
Annual,Geneva Convention status,Percentage,Romania,12.6,9.1,9.2,6.3,9.1,26.7,23.4,18.3,46.4,42.0,23.6,24.3,8.3,12.5,12.0,8.5
Annual,Geneva Convention status,Percentage,Sweden,5.8,6.2,7.0,9.8,14.8,18.8,25.7,26.2,17.6,22.0,17.6,14.4,14.1,16.3,18.7,17.1
Annual,Geneva Convention status,Percentage,Slovenia,1.3,13.1,18.4,7.7,9.1,11.7,33.7,25.8,51.9,57.7,41.8,38.0,27.9,9.8,11.3,24.9
Annual,Geneva Convention status,Percentage,Slovakia,5.7,4.4,2.4,2.3,1.8,1.6,0.4,3.1,1.2,1.1,0.0,3.4,7.6,12.5,10.8,14.5
Annual,Humanitarian status,Percentage,Austria,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.7,0.8,0.9,2.3,5.2,7.4,2.5,0.7,0.7
Annual,Humanitarian status,Percentage,Switzerland,26.7,26.1,21.9,12.6,7.9,14.5,30.4,23.3,24.5,45.0,46.6,35.9,35.0,30.6,39.5,43.7
Annual,Humanitarian status,Percentage,Cyprus,:,1.1,1.0,0.6,1.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Annual,Humanitarian status,Percentage,Czechia,1.8,3.8,3.8,1.8,0.4,1.9,1.5,1.3,0.2,0.3,0.2,0.5,0.3,0.3,0.1,0.0
Annual,Humanitarian status,Percentage,Germany,2.3,4.5,4.7,4.7,2.4,2.9,2.1,0.8,3.8,7.6,5.3,3.8,4.4,3.6,15.2,9.9
Annual,Humanitarian status,Percentage,Denmark,17.0,5.8,5.1,5.3,2.5,1.1,1.1,9.2,24.2,12.0,16.5,11.7,12.1,10.4,6.0,8.8
Annual,Humanitarian status,Percentage,Estonia,0.0,0.0,0.0,0.0,0.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Annual,Humanitarian status,Percentage,Greece,0.1,0.2,0.8,0.5,0.2,0.5,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Annual,Humanitarian status,Percentage,Spain,0.3,0.2,0.5,0.6,0.5,0.2,0.1,0.0,0.0,0.0,0.0,60.7,36.3,18.4,25.1,46.2
Annual,Humanitarian status,Percentage,European Union - 27 countries (from 2020),:,:,:,:,7.9,4.0,4.3,3.9,4.6,6.7 b,5.8,8.2,10.5,5.3,10.3,11.3
Annual,Humanitarian status,Percentage,Finland,8.6,3.0,4.4,7.3,7.7,9.2,12.9,5.3,5.0,5.3,5.5,3.4,5.3,5.6,6.4,5.1
Annual,Humanitarian status,Percentage,Hungary,17.5,8.6,6.6,1.2,3.8,0.1,0.3,0.2,0.1,1.8,1.9,1.0,0.8,3.4,0.0,6.1
Annual,Humanitarian status,Percentage,Ireland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9 b,16.7,14.2,15.7,38.3,46.6,13.8
Annual,Humanitarian status,Percentage,Iceland,0.0,12.9,6.3,0.0,3.0,0.8,5.6,2.7,1.1,1.0,0.0,1.1,3.6,0.7,3.1,2.0
Annual,Humanitarian status,Percentage,Italy,8.0,6.4,10.8,12.8,56.7,24.4,26.5,22.1,20.6,24.9,21.0,1.5,5.0,16.3,20.5,22.8
Annual,Humanitarian status,Percentage,Liechtenstein,0.0,2.6,0.0,0.0,0.0,0.0,0.0,7.1,19.5,0.0,7.5,12.1,3.8,13.3,37.5,41.7
Annual,Humanitarian status,Percentage,Lithuania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Annual,Humanitarian status,Percentage,Malta,0.0,0.4,4.0,7.8,10.2,6.1,9.6,5.0,3.8,1.1,1.5,1.3,0.7,0.7,0.7,0.9
Annual,Humanitarian status,Percentage,Netherlands,32.5,24.4,18.1,13.0,11.3,12.0,4.1,1.9,1.3,4.0,3.7,4.3,6.0,8.3,5.1,4.1
