Time frequency,Unit of measure,Geopolitical entity (reporting)\Time,1990.0,1991.0,1992.0,1993.0,1994.0,1995.0,1996.0,1997.0,1998.0,1999.0,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,Percentage,Albania,76.59,69.82,56.08,53.49,54.88,49.57,45.49,41.5,45.36,59.42,59.93,62.16,64.46,65.74,66.7,67.73,65.55,65.76,64.61,63.89,63.72,61.9,58.34,57.6,62.06,60.6,58.89,62.8,60.76,60.33,58.08,57.16,56.48,:
Annual,Percentage,Austria,80.28,80.29,78.63,78.2,78.8,79.2,79.63,79.77,79.8,77.89,77.9,78.33,78.89,80.08,79.79,78.49,76.22,74.15,73.62,71.76,72.18,71.14,68.8,68.18,67.0,67.65,67.96,68.55,68.31,69.24,66.96,66.42,65.76,64.35
Annual,Percentage,Bosnia and Herzegovina,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,88.1,86.13,89.21,90.62,81.84,79.61,80.54,80.0,78.9,:
Annual,Percentage,Belgium,78.84,79.32,78.94,79.01,80.38,80.11,80.4,79.13,80.3,78.97,79.26,79.04,78.65,79.57,79.28,78.83,78.4,77.86,78.54,77.82,78.22,76.15,76.38,75.91,77.19,79.63,75.52,76.04,79.65,76.46,76.49,73.62,73.89,75.41
Annual,Percentage,Bulgaria,84.35,82.9,83.16,82.67,80.57,79.46,78.03,77.3,76.52,74.96,72.75,73.52,70.95,74.64,74.51,73.68,73.24,78.26,76.41,74.0,74.1,75.83,72.84,70.49,71.4,72.71,69.86,71.23,67.87,66.24,62.61,66.32,69.16,62.35
Annual,Percentage,Cyprus,99.63,99.68,99.71,99.72,99.38,97.82,97.98,97.98,98.05,98.11,98.25,98.28,98.17,98.2,97.94,98.11,98.1,97.59,96.89,96.53,96.28,95.68,95.04,94.27,94.49,93.86,94.1,93.68,91.79,91.52,89.13,88.83,89.29,88.88
Annual,Percentage,Czechia,91.34,91.06,89.65,88.95,88.14,88.96,88.98,89.21,88.63,87.67,89.69,88.85,86.47,84.13,83.61,83.6,82.93,83.24,81.37,79.69,80.09,78.83,76.97,75.97,75.0,76.24,77.25,75.97,75.15,73.55,70.82,71.47,71.36,68.7
Annual,Percentage,Germany,87.43,87.72,86.64,86.77,86.78,86.62,86.74,85.54,85.9,84.85,84.62,84.73,84.39,83.84,83.15,82.69,82.05,82.1,81.5,81.13,80.59,81.48,81.51,82.01,81.32,81.46,82.26,82.22,81.4,80.02,78.35,78.77,80.39,79.97
Annual,Percentage,Denmark,91.05,95.11,92.1,93.24,95.92,94.02,99.5,95.86,94.35,92.92,90.69,90.62,90.33,91.93,88.13,85.21,89.26,85.23,83.73,82.91,81.42,78.4,74.6,75.91,72.8,69.64,69.54,66.66,66.74,64.16,59.02,57.23,58.18,55.4
Annual,Percentage,Euro area – 20 countries (from 2023),81.36,81.14,80.36,79.64,79.8,79.96,79.73,79.47,79.85,79.36,78.94,78.9,78.78,78.59,78.44,78.25,77.83,77.66,76.8,75.93,75.29,75.09,74.24,73.46,72.34,72.78,73.21,73.46,72.59,71.77,70.04,69.93,71.28,69.15
Annual,Percentage,Estonia,103.79,102.19,100.96,98.77,95.9,92.52,91.05,91.01,91.13,90.74,91.0,90.4,89.71,91.86,91.98,91.98,91.74,94.04,90.25,84.39,90.64,91.1,88.22,91.38,89.47,83.37,86.88,86.52,83.52,73.24,65.91,68.51,72.75,62.5
Annual,Percentage,Greece,95.29,94.78,95.25,95.16,95.37,94.99,94.54,94.46,94.99,95.07,95.37,95.07,94.73,94.63,94.44,94.02,93.55,93.8,93.51,93.02,91.37,91.82,90.99,89.16,87.38,85.83,86.36,86.99,85.86,84.56,81.37,82.18,83.37,80.97
Annual,Percentage,Spain,78.09,78.69,79.98,78.45,79.28,80.92,79.62,81.82,81.31,82.58,82.13,81.43,82.87,82.27,83.23,84.83,84.05,84.73,83.51,81.54,78.01,78.76,77.34,75.06,74.06,75.54,74.58,76.29,75.52,74.5,70.77,72.38,74.11,71.12
Annual,Percentage,European Union - 27 countries (from 2020),82.37,81.94,81.29,80.56,80.49,80.61,80.46,79.98,80.07,79.56,79.24,79.13,79.0,78.95,78.58,78.32,78.13,77.87,76.95,76.02,75.43,75.17,74.05,73.3,72.2,72.52,72.95,73.17,72.29,71.36,69.75,69.88,70.83,68.7
Annual,Percentage,Finland,61.1,62.87,60.44,60.92,63.47,60.03,63.83,61.28,59.09,57.71,56.12,58.13,59.24,62.46,60.58,55.64,59.21,58.03,55.17,55.94,57.07,55.04,50.06,49.46,48.72,46.49,47.23,44.84,45.04,42.79,41.42,38.26,38.35,35.67
Annual,Percentage,France,59.69,59.45,57.78,55.85,55.03,55.31,55.55,54.74,56.62,56.01,54.89,55.33,54.78,54.96,54.78,54.56,54.21,54.06,53.15,52.86,51.78,51.47,51.41,50.92,48.95,49.21,50.23,50.84,49.14,49.55,47.85,48.15,50.97,47.89
Annual,Percentage,Georgia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,71.5,73.03,75.91,75.55,74.89,75.12,77.7,78.24,76.31,79.38,:
Annual,Percentage,Croatia,81.44,73.93,77.59,77.86,76.77,76.41,75.23,76.99,77.73,78.56,78.19,78.16,79.93,79.65,78.22,77.26,77.86,79.84,78.28,76.26,74.46,74.86,72.49,71.61,71.1,69.93,70.95,71.78,69.57,69.78,68.86,67.28,69.16,71.16
Annual,Percentage,Hungary,82.0,82.13,81.36,82.25,81.6,81.98,82.22,82.17,82.44,82.02,80.87,81.29,81.07,83.34,82.18,79.51,79.29,78.08,77.22,73.32,72.97,71.52,69.22,66.55,66.63,67.5,67.99,69.37,69.9,69.98,69.31,69.43,67.61,65.83
Annual,Percentage,Ireland,98.37,98.39,98.43,98.49,98.42,98.6,98.67,98.59,98.22,98.26,98.32,98.61,98.04,97.74,97.24,96.48,96.27,96.27,96.07,95.11,95.25,93.82,93.91,91.92,91.17,91.59,92.83,91.39,90.13,88.69,87.09,87.67,87.43,84.32
Annual,Percentage,Iceland,33.08,31.71,34.13,34.24,34.39,34.11,35.39,35.35,34.57,31.12,29.45,29.18,29.54,29.41,31.05,30.69,26.64,22.73,21.41,19.68,14.49,13.35,13.53,13.25,14.03,15.83,18.49,18.1,17.93,16.48,12.06,14.24,:,:
Annual,Percentage,Italy,93.73,93.19,92.86,92.56,92.38,93.32,92.91,92.76,92.64,92.24,92.1,91.79,91.44,90.74,91.02,90.44,89.91,88.99,87.66,85.77,85.73,85.63,83.47,81.32,80.05,80.81,81.34,80.18,79.3,79.26,77.7,78.32,78.84,76.73
Annual,Percentage,Lithuania,75.76,77.94,65.76,61.33,66.94,60.37,58.92,60.13,59.21,60.3,59.25,57.65,53.68,52.48,53.72,60.19,61.42,61.21,60.22,55.4,74.62,74.29,73.4,70.8,68.42,68.13,67.44,66.4,66.07,66.31,67.16,64.46,63.96,63.9
Annual,Percentage,Luxembourg,89.85,89.96,89.96,89.95,88.73,86.02,86.67,85.67,84.64,85.13,85.52,87.11,91.62,91.39,92.77,92.68,91.92,89.87,89.07,90.41,89.69,88.79,88.97,86.64,85.56,83.49,81.78,81.6,81.68,81.78,78.09,78.69,77.25,75.95
Annual,Percentage,Latvia,83.94,81.51,78.88,76.16,73.95,69.65,68.28,67.8,66.81,64.63,65.28,66.25,66.06,66.17,65.17,65.75,66.82,67.12,67.46,64.27,69.07,66.8,62.4,63.28,61.3,63.45,63.61,59.89,59.83,61.2,57.34,57.06,52.9,53.77
Annual,Percentage,Moldova,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,69.3,68.4,66.02,65.83,64.31,63.85,63.54,62.81,64.03,66.24,66.45,67.92,67.13,:
Annual,Percentage,Montenegro,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,56.03,60.31,57.57,64.51,55.6,64.78,63.7,61.94,64.49,65.37,66.36,64.49,65.62,69.46,69.93,69.97,68.61,72.61,:
Annual,Percentage,North Macedonia,97.99,96.75,89.47,89.13,89.38,88.95,90.65,89.25,90.92,88.87,87.46,89.9,88.54,86.2,85.1,83.5,82.69,83.79,83.21,84.37,81.4,81.62,81.47,79.25,77.55,76.31,79.25,80.9,78.89,82.71,78.54,78.03,82.35,:
Annual,Percentage,Malta,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.98,99.98,99.98,99.97,99.96,99.96,99.95,99.95,99.79,99.64,99.45,99.39,99.12,95.13,93.69,96.18,96.77,96.72,96.84,96.28,96.08,96.17
Annual,Percentage,Netherlands,96.94,97.1,96.96,96.73,96.71,96.63,96.68,96.84,96.47,95.75,95.64,95.84,95.83,95.86,95.79,95.09,94.82,94.86,94.54,95.05,95.53,94.5,93.63,93.78,93.49,93.71,94.07,93.98,92.89,92.37,90.41,89.13,87.52,86.81
Annual,Percentage,Norway,52.91,53.34,54.08,55.15,54.14,53.5,53.48,55.7,55.22,56.26,54.99,57.78,55.44,60.34,60.21,60.02,61.05,57.5,60.39,62.04,61.17,57.48,58.18,60.18,58.11,51.98,54.86,55.84,55.3,52.97,51.84,50.6,47.28,:
Annual,Percentage,Poland,98.56,98.89,98.84,96.33,96.26,96.31,96.54,96.42,96.22,96.44,96.36,96.13,96.03,96.42,96.14,96.18,96.14,95.49,94.39,93.54,92.9,92.56,91.36,91.58,90.57,90.5,90.97,91.21,88.39,87.18,86.33,88.0,87.11,85.37
Annual,Percentage,Portugal,81.63,81.81,84.55,82.95,81.79,83.99,81.52,81.94,84.21,87.33,85.26,84.52,86.29,83.08,84.1,85.5,82.5,80.8,80.32,79.74,77.11,77.88,78.07,75.95,73.47,76.21,76.15,79.44,76.33,74.45,70.59,68.27,68.59,64.75
Annual,Percentage,Romania,96.21,95.04,95.33,94.75,94.61,93.97,91.09,86.07,85.34,84.43,85.34,87.25,87.14,87.26,85.01,84.17,85.37,83.54,80.16,76.87,75.48,77.96,76.5,73.99,73.31,73.89,73.07,74.08,74.13,72.96,71.75,72.47,71.79,71.13
Annual,Percentage,Serbia,91.67,90.16,90.17,89.55,88.36,88.61,88.56,90.15,90.38,85.2,85.96,86.48,87.07,89.2,90.65,89.93,90.49,90.3,90.28,87.89,87.0,89.21,87.15,88.55,84.0,87.51,88.12,87.6,86.94,86.75,84.67,82.62,83.21,:
Annual,Percentage,Sweden,39.7,38.19,40.07,40.29,40.33,40.29,40.11,39.32,39.15,38.97,39.0,38.1,41.14,40.82,39.53,38.86,38.77,37.71,38.66,38.52,40.04,38.65,35.62,34.95,34.28,30.3,32.5,32.0,32.94,31.63,31.45,31.39,30.4,30.37
Annual,Percentage,Slovenia,71.61,69.83,72.37,73.78,72.07,73.19,74.25,74.58,73.82,74.49,69.28,68.65,69.03,68.67,68.44,66.98,68.41,67.58,68.11,68.87,68.16,66.55,66.78,65.53,61.89,62.75,64.56,63.82,64.85,63.8,60.98,60.93,60.58,59.92
Annual,Percentage,Slovakia,81.77,80.88,80.99,79.94,78.01,79.94,79.85,79.9,80.11,77.95,74.56,72.9,72.35,71.94,71.94,71.87,70.62,70.76,70.24,69.88,67.53,66.13,64.21,64.34,63.16,62.04,62.6,63.79,64.94,62.43,62.18,63.78,61.65,59.79
Annual,Percentage,Türkiye,81.52,81.23,81.33,81.37,81.55,82.54,83.28,83.84,83.58,84.57,86.63,86.34,86.38,87.45,87.06,88.38,89.23,90.74,90.73,90.15,89.07,90.0,89.5,88.17,89.86,87.99,87.51,88.31,87.21,84.58,83.83,85.24,84.2,:
Annual,Percentage,Ukraine,92.73,92.35,91.11,89.47,88.55,88.36,85.77,84.97,84.55,85.36,84.42,84.58,84.57,84.65,83.62,83.36,82.08,81.44,80.93,79.05,80.54,79.64,79.33,78.28,75.36,71.76,72.52,70.42,71.69,70.4,71.33,:,:,:
Annual,Percentage,United Kingdom,91.14,90.67,89.77,88.44,88.7,88.41,88.28,87.53,87.64,88.07,89.2,88.82,88.87,89.13,89.58,89.16,89.6,90.61,90.91,89.36,90.01,87.89,87.73,86.34,85.21,82.88,82.49,81.72,80.93,79.97,:,:,:,:
Annual,Percentage,Kosovo*,:,:,:,:,:,:,:,:,:,:,83.95,86.42,86.3,86.97,86.79,87.23,87.33,88.11,87.59,88.3,88.47,88.7,88.71,90.02,86.16,88.63,87.29,83.72,83.88,84.85,85.89,83.81,86.32,:
