Time frequency,Unit of measure,Classification of health care financing schemes - SHA 2011,Geopolitical entity (reporting)\Time,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0
Annual,Purchasing power standard (PPS) per inhabitant,Government schemes and compulsory contributory health care financing schemes,Austria,2630.83,2681.4,2720.4,2770.6,2873.99,2977.29,3128.59,3705.2,3684.33
Annual,Purchasing power standard (PPS) per inhabitant,Government schemes and compulsory contributory health care financing schemes,Bosnia and Herzegovina,486.43,528.25,578.18,569.3,596.47,:,:,:,:
Annual,Purchasing power standard (PPS) per inhabitant,Government schemes and compulsory contributory health care financing schemes,Belgium,2556.16,2691.96,2721.4,2777.15,2855.72,2876.96,3021.91,3203.12,3259.49
Annual,Purchasing power standard (PPS) per inhabitant,Government schemes and compulsory contributory health care financing schemes,Bulgaria,602.52,590.54,626.39,671.67,728.07,766.57,927.55,1109.01,1134.86
Annual,Purchasing power standard (PPS) per inhabitant,Government schemes and compulsory contributory health care financing schemes,Switzerland,3010.7,3165.74,3224.76,3230.31,3214.33,3328.76,3453.22,3691.57,3854.91
Annual,Purchasing power standard (PPS) per inhabitant,Government schemes and compulsory contributory health care financing schemes,Cyprus,638.76,643.46,678.44,705.95,766.56,1072.02,1655.76,2283.09,2308.24
Annual,Purchasing power standard (PPS) per inhabitant,Government schemes and compulsory contributory health care financing schemes,Czechia,1581.75,1609.26,1669.1,1764.69,1852.08,1971.78,2352.36,2621.12,2470.7
Annual,Purchasing power standard (PPS) per inhabitant,Government schemes and compulsory contributory health care financing schemes,Germany,3175.17,3267.29,3388.13,3551.49,3691.27,3821.77,4103.58,4397.23,4608.32
Annual,Purchasing power standard (PPS) per inhabitant,Government schemes and compulsory contributory health care financing schemes,Denmark,2840.52,2916.83,2920.76,3022.92,3099.78,3151.2,3372.35,3754.01,3513.67
Annual,Purchasing power standard (PPS) per inhabitant,Government schemes and compulsory contributory health care financing schemes,Euro area - 18 countries (2014),2281.03,2343.23,2446.47,2520.25,2593.33,2692.81,2874.83 p,:,:
Annual,Purchasing power standard (PPS) per inhabitant,Government schemes and compulsory contributory health care financing schemes,Euro area - 19 countries  (2015-2022),2270.49,2332.17,2437.13,2511.32,2583.55,2683.38,2865.78 p,3108.48 p,3219.63 p
Annual,Purchasing power standard (PPS) per inhabitant,Government schemes and compulsory contributory health care financing schemes,Euro area – 20 countries (from 2023),2255.38,2317.03,2421.74,2495.87,2568.08,2667.68,2849.55 p,3093.40 p,3204.61 p
Annual,Purchasing power standard (PPS) per inhabitant,Government schemes and compulsory contributory health care financing schemes,Estonia,996.92,1061.51,1107.92,1140.6,1214.79,1294.91,1465.41,1566.88,1507.22
Annual,Purchasing power standard (PPS) per inhabitant,Government schemes and compulsory contributory health care financing schemes,Greece,846.93,908.42,981.41,959.86,955.99,1016.24,1067.17,1159.34,1230.69
Annual,Purchasing power standard (PPS) per inhabitant,Government schemes and compulsory contributory health care financing schemes,Spain,1469.55,1577.59,1595.39,1647.85,1679.12,1765.67,1873.64,2007.52,2082.85 p
Annual,Purchasing power standard (PPS) per inhabitant,Government schemes and compulsory contributory health care financing schemes,European Union - 27 countries (2007-2013),2177.69,2274.16,2323.87,2368.83,2444.36,:,:,:,:
Annual,Purchasing power standard (PPS) per inhabitant,Government schemes and compulsory contributory health care financing schemes,European Union - 27 countries (from 2020),2071.25,2132.53,2228.22,2301.64,2376.83,2475.58,2657.66 p,2895.63 p,2995.68 p
Annual,Purchasing power standard (PPS) per inhabitant,Government schemes and compulsory contributory health care financing schemes,European Union - 28 countries (2013-2020),2079.41,2132.19,2219.79,2289.16,2360.04,2456.25,:,:,:
Annual,Purchasing power standard (PPS) per inhabitant,Government schemes and compulsory contributory health care financing schemes,Finland,2258.01,2249.84,2214.46,2268.44,2324.32,2414.89,2554.21,2731.95 p,2901.15 p
Annual,Purchasing power standard (PPS) per inhabitant,Government schemes and compulsory contributory health care financing schemes,France,2577.05,2606.57,2887.44,2925.39,2954.86,3050.66,3217.45,3552.21,3645.25
Annual,Purchasing power standard (PPS) per inhabitant,Government schemes and compulsory contributory health care financing schemes,Croatia,874.92,921.58,978.76,1024.59,1076.49,1137.44,1225.8,1540.98,1585.42
Annual,Purchasing power standard (PPS) per inhabitant,Government schemes and compulsory contributory health care financing schemes,Hungary,914.67,944.22,963.77,969.76,1022.05,1018.2,1196.31,1351.78,1355.44
Annual,Purchasing power standard (PPS) per inhabitant,Government schemes and compulsory contributory health care financing schemes,Ireland,2180.62,2265.84,2336.01,2407.15,2518.21,2591.75,2867.3,3011.95,3199.42
Annual,Purchasing power standard (PPS) per inhabitant,Government schemes and compulsory contributory health care financing schemes,Iceland,2139.68,2230.43,2289.1,2392.14,2454.81,2557.57,2719.36,2967.6,3173.53
Annual,Purchasing power standard (PPS) per inhabitant,Government schemes and compulsory contributory health care financing schemes,Italy,1675.92,1683.99,1724.5,1753.03,1800.91,1865.13 b,1991.13,2101.67,2191.94
Annual,Purchasing power standard (PPS) per inhabitant,Government schemes and compulsory contributory health care financing schemes,Lithuania,880.72,942.71,989.04,1039.04,1122.95,1267.78,1419.19,1594.31,1541.87
Annual,Purchasing power standard (PPS) per inhabitant,Government schemes and compulsory contributory health care financing schemes,Luxembourg,2874.9,2875.1,2886.31,2949.51,3103.28,3178.0,3296.19,3594.81,3716.35
Annual,Purchasing power standard (PPS) per inhabitant,Government schemes and compulsory contributory health care financing schemes,Latvia,561.68,603.41,638.27,676.8,777.22,863.5,994.43,1465.77,1251.66
