Annual,Total,Above 60% of median equivalised income,Percentage,Latvia,:,:,23.6,28.0,27.9,29.3,24.9 b,24.3,19.4,17.4,12.3,13.2,12.4,10.5,7.9,9.0,6.4,5.0,5.8
Annual,Total,Above 60% of median equivalised income,Percentage,Montenegro,:,:,:,:,:,:,:,:,:,:,6.9,6.2,7.3,5.2,3.1,5.6,5.7,2.5,:
Annual,Total,Above 60% of median equivalised income,Percentage,North Macedonia,:,:,:,:,:,:,:,6.6,6.6,5.5,8.1,5.9,6.1,4.7,4.7,5.8,6.5,6.0,:
Annual,Total,Above 60% of median equivalised income,Percentage,Malta,:,:,13.8,12.5,10.1,10.0,10.4,10.4,12.7,13.0,13.0,12.1,10.8,10.3,9.5,12.2,13.7,11.2,7.8
Annual,Total,Above 60% of median equivalised income,Percentage,Netherlands,:,:,18.4,16.3,17.6,14.5,21.3 b,16.5,18.2,17.9,18.0,18.1,17.4,16.0 b,14.5,16.8,15.7,14.7,16.1
Annual,Total,Above 60% of median equivalised income,Percentage,Norway,5.7,5.6,4.8,3.4,4.6,4.8,5.1,5.2,4.6,5.7,4.2,3.7,5.6,4.3,3.5,3.9,3.8,3.8,5.7
Annual,Total,Above 60% of median equivalised income,Percentage,Poland,:,:,10.6,9.2,7.8,7.1,6.3,6.4 b,6.3,6.1,6.2,6.2,5.8,5.8,5.4,4.8,4.4,:,2.9
Annual,Total,Above 60% of median equivalised income,Percentage,Portugal,:,14.1,14.5,12.4,12.4,12.0,14.6,11.2,10.3,11.6,13.2,11.7,10.3,7.9,7.7,6.3,6.6,5.9,6.8
Annual,Total,Above 60% of median equivalised income,Percentage,Romania,:,:,:,:,15.0,13.1,16.6,15.6,16.5,13.7,15.8,14.0,12.8,13.7,10.4,11.3,9.1,8.5,5.9
Annual,Total,Above 60% of median equivalised income,Percentage,Serbia,:,:,:,:,:,:,:,:,:,:,20.4,22.0,18.3,19.2,14.9,14.8,11.5,9.9,:
Annual,Total,Above 60% of median equivalised income,Percentage,Sweden,:,9.3,9.6,13.1,12.7,12.8 b,12.5,9.2,9.9,9.7,9.2,9.7,9.6,12.0,12.5,14.2,12.9,13.8,9.1
Annual,Total,Above 60% of median equivalised income,Percentage,Slovenia,:,:,10.7,9.7,10.2,8.7,12.6 b,9.6,8.9,8.2,9.3,10.4,9.4,8.6,8.3,8.1,8.2,7.3,6.8
Annual,Total,Above 60% of median equivalised income,Percentage,Slovakia,:,:,9.5,8.4,8.3,9.0,12.4 b,10.3,9.9,9.6,8.5,8.5,6.9,6.4,5.8,4.3,5.0,3.9,2.4
Annual,Total,Above 60% of median equivalised income,Percentage,Türkiye,:,:,:,23.5,18.3,12.2,13.2,:,10.7,8.8,10.0,10.6,11.1,10.3,11.4,11.5,11.1,10.2,11.0
Annual,Total,Above 60% of median equivalised income,Percentage,United Kingdom,:,:,29.5,26.4,26.5,24.2,24.4,22.2,20.1,18.5 b,16.8,15.4,15.1,16.1,19.7 bu,23.8 u,:,:,:
Annual,Total,Above 60% of median equivalised income,Percentage,Kosovo*,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,2.7,:,:,:
Annual,Total,Below 60% of median equivalised income,Percentage,Albania,:,:,:,:,:,:,:,:,:,:,:,:,:,:,0.9,1.4,0.5,0.4,:
Annual,Total,Below 60% of median equivalised income,Percentage,Austria,:,12.1,9.7,10.9,11.6,12.0 b,12.8,12.4,11.9,10.2,11.1,10.5,10.5,10.4,9.3,7.1,8.6,7.1,6.8
Annual,Total,Below 60% of median equivalised income,Percentage,Belgium,22.3,20.9,23.2,22.6,20.8,19.7,24.9,22.7,22.5,22.4,26.1,21.4,21.5,19.5,18.7,20.8,17.9 b,15.3,19.5
Annual,Total,Below 60% of median equivalised income,Percentage,Bulgaria,:,:,26.4,26.4,32.4,27.6,29.0 b,31.4,29.0,25.9,28.9,31.6,28.0,25.3 b,27.7,23.4,20.2,22.2,19.3
Annual,Total,Below 60% of median equivalised income,Percentage,Switzerland,:,:,:,:,12.0,12.2,12.7,14.3,13.4,17.3,15.7,15.2 b,13.3,14.2,11.9,9.5,9.0,6.4,7.4
Annual,Total,Below 60% of median equivalised income,Percentage,Cyprus,:,:,7.3,11.2,13.4,8.4 b,6.4,9.5,13.0,12.8,11.9,7.8,11.1,8.5,11.7,7.5,9.4,7.2,7.2
Annual,Total,Below 60% of median equivalised income,Percentage,Czechia,:,:,22.4,24.3,17.6,20.7,21.3 b,17.4,16.4,14.3,17.4,15.8,18.8,18.2,13.4,10.5,11.9,7.9,7.7
Annual,Total,Below 60% of median equivalised income,Percentage,Germany,:,:,14.1,16.7,18.3,20.8,21.0,19.1,19.8,18.6,19.5,18.4,19.7,19.5,19.2,19.8,18.6,11.1 bu,12.6 u
Annual,Total,Below 60% of median equivalised income,Percentage,Denmark,8.6,16.7,18.2,15.6,17.6,15.2,18.9,15.7,18.5,10.5,9.5,14.6,13.1,13.8,11.3,12.4,10.5,9.4,9.7
Annual,Total,Below 60% of median equivalised income,Percentage,Euro area - 19 countries  (2015-2022),:,:,16.5,17.0,17.6,17.2,18.6,17.5,16.5,16.2,17.6,16.6,16.4,16.0,14.7,15.1,14.5,15.2,:
Annual,Total,Below 60% of median equivalised income,Percentage,Euro area – 20 countries (from 2023),:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,13.8 e
Annual,Total,Below 60% of median equivalised income,Percentage,Estonia,:,28.0,19.3,21.1,22.6,18.5,16.9,18.7,17.3,17.5,14.9,13.1 b,12.4,9.8,7.4,7.6,7.2,5.7,3.7
Annual,Total,Below 60% of median equivalised income,Percentage,Greece,7.3,5.9,4.9,6.3,8.7,9.4,13.4 b,15.5,19.8,18.4,18.5,13.6,11.6,10.3,13.5,14.8,16.1,17.4,23.7
Annual,Total,Below 60% of median equivalised income,Percentage,Spain,:,17.6,18.5,18.5,17.3,13.8,15.4 b,13.3,10.2,11.8,13.9,12.8,11.2,14.1,10.7,13.0,13.0,16.9,16.7
Annual,Total,Below 60% of median equivalised income,Percentage,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",:,:,:,:,:,:,:,:,16.8,16.6,17.1,16.8,16.6,15.8,14.6 e,15.4 e,14.7 e,:,:
Annual,Total,Below 60% of median equivalised income,Percentage,European Union - 27 countries (2007-2013),:,:,:,:,18.6,17.9,19.1,18.0,16.9,16.7,17.2,16.9,16.7,15.9,14.7 e,15.5 e,14.8 e,:,:
Annual,Total,Below 60% of median equivalised income,Percentage,European Union - 27 countries (from 2020),:,:,:,:,:,:,:,16.4 e,15.8 e,15.3 e,16.6 e,16.0 e,15.6 e,15.1 e,14.1 e,14.1 e,13.4 e,13.7 e,12.3 e
Annual,Total,Below 60% of median equivalised income,Percentage,European Union - 28 countries (2013-2020),:,:,:,:,:,:,:,17.8,16.8,16.6,17.1,16.8,16.6,15.8,14.6 e,15.4 e,14.7 e,:,:
Annual,Total,Below 60% of median equivalised income,Percentage,Finland,:,19.9,16.7,17.3,16.4,16.6,19.6,13.3,11.5,12.8,11.7,9.1,10.0,9.1,8.2,8.3,8.6,12.9,16.4
Annual,Total,Below 60% of median equivalised income,Percentage,France,:,25.5,21.7,21.0,21.6,20.7,20.2,25.4,24.4,18.8,23.2,18.9,19.0,20.9,18.6,18.7,21.8,27.0 b,19.4
Annual,Total,Below 60% of median equivalised income,Percentage,Croatia,:,:,:,:,:,:,:,3.9,3.5,4.4,3.0,1.5,2.3,2.5,2.4,2.4,1.9,2.2,1.2
Annual,Total,Below 60% of median equivalised income,Percentage,Hungary,:,:,13.0,12.7,18.4,16.7,18.9,16.7,17.1,17.3,20.3,23.9,20.1,16.0,12.5,11.8,9.9,8.5,12.8
Annual,Total,Below 60% of median equivalised income,Percentage,Ireland,14.5,19.1,18.2,18.5,20.8,12.8,16.6,14.2,12.5,12.8,13.9,11.9,15.0,12.6,11.8,13.6,12.7 b,13.8 b,:
Annual,Total,Below 60% of median equivalised income,Percentage,Iceland,:,5.2,2.9,2.8,3.6,4.6,5.8,3.7,2.5,6.8,2.0,3.6,5.6,3.8,2.9,6.4,6.6,:,:
Annual,Total,Below 60% of median equivalised income,Percentage,Italy,:,18.2,16.4,16.9,17.8,17.7,19.5,16.3,13.5,16.4,16.2,18.8,18.6,14.0,12.9,11.5,8.5,9.3,6.9
Annual,Total,Below 60% of median equivalised income,Percentage,Lithuania,:,:,6.6,6.7,4.0,4.2,6.4,5.2,5.5,4.9,6.9,4.2,3.9,3.7,9.2,4.5,2.7,4.0,3.6
Annual,Total,Below 60% of median equivalised income,Percentage,Luxembourg,17.8,16.4,17.1,15.7,9.7,10.7,11.6,13.6,16.0,15.7,13.0,19.9,14.3,16.9 b,12.6,14.2,11.6,12.7 b,7.3
Annual,Total,Below 60% of median equivalised income,Percentage,Latvia,:,:,18.4,24.7,24.4,27.0,26.2 b,22.2,17.0,15.5,10.8,12.3,9.8,8.3,8.2,7.4,5.2,6.4,4.4
Annual,Total,Below 60% of median equivalised income,Percentage,Montenegro,:,:,:,:,:,:,:,:,:,:,5.5,8.6,7.2,5.2,7.3,8.1,10.6,7.9,:
Annual,Total,Below 60% of median equivalised income,Percentage,North Macedonia,:,:,:,:,:,:,:,8.1,7.5,3.3,5.0,5.0,4.5,5.4,2.4,3.6,6.4,3.7,:
Annual,Total,Below 60% of median equivalised income,Percentage,Malta,:,:,10.8,13.1,10.7,7.7,12.1,10.6,13.1,10.5,12.1,13.2,12.0,11.0,12.5,13.7,12.9,12.5,5.6
Annual,Total,Below 60% of median equivalised income,Percentage,Netherlands,:,:,24.4,20.3,18.4,17.4,24.6 b,19.6,22.5,21.9,18.9,21.9,18.0,22.9 b,18.3,21.6,20.0,22.1,21.1
Annual,Total,Below 60% of median equivalised income,Percentage,Norway,6.8,6.7,5.3,7.7,5.5,8.2,7.4,7.3,7.3,9.1,8.3,6.5,6.3,6.7,5.7,6.5,5.4,6.0,7.8
Annual,Total,Below 60% of median equivalised income,Percentage,Poland,:,:,9.7,8.1,8.5,8.4,8.9,6.9 b,6.3,7.3,7.3,7.0,6.0,4.9,5.7,4.6,4.2,:,2.4
Annual,Total,Below 60% of median equivalised income,Percentage,Portugal,:,11.6,10.9,9.6,13.5,10.8,11.0,11.4,8.9,7.9,13.6,11.3,11.4,7.3,8.8,7.4,7.0,10.0,7.3
Annual,Total,Below 60% of median equivalised income,Percentage,Romania,:,:,:,:,16.8,13.3,14.4,14.3,15.4,13.8,15.5,15.9,14.2,15.2,14.2,12.3,11.0,9.7,6.1
Annual,Total,Below 60% of median equivalised income,Percentage,Serbia,:,:,:,:,:,:,:,:,:,:,19.6,18.5,13.0,15.4,11.6,14.5,8.3,7.9,:
Annual,Total,Below 60% of median equivalised income,Percentage,Sweden,:,15.4,11.0,16.3,16.3,19.1 b,17.0,17.4,19.4,15.6,14.7,16.3,17.8,16.8,15.6,15.9,13.6,14.1,10.9
Annual,Total,Below 60% of median equivalised income,Percentage,Slovenia,:,:,8.6,8.0,10.0,8.3,11.6 b,7.9,7.2,7.3,7.7,8.6,8.0,7.6,6.3,6.4,6.3,7.6,6.7
Annual,Total,Below 60% of median equivalised income,Percentage,Slovakia,:,:,8.9,7.9,7.5,11.5,11.4 b,8.9,10.7,9.4,11.7,10.6,10.2,9.8,8.8,8.6,10.2,7.2,9.3
Annual,Total,Below 60% of median equivalised income,Percentage,Türkiye,:,:,:,15.5,12.8,8.6,10.1,:,10.4,7.5,8.9,10.5,11.9,12.0,11.1,9.8,10.2,8.6,9.9
Annual,Total,Below 60% of median equivalised income,Percentage,United Kingdom,:,:,32.3,32.7,28.4,27.4,28.3,27.5,24.4,26.2 b,20.8,22.2,23.8,20.9,23.4 bu,25.7 u,:,:,:
Annual,Total,Below 60% of median equivalised income,Percentage,Kosovo*,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,1.7,:,:,:
Annual,Total,Total,Percentage,Albania,:,:,:,:,:,:,:,:,:,:,:,:,:,:,0.6,1.1,0.7,0.7,:
Annual,Total,Total,Percentage,Austria,:,9.8,12.4,12.1,11.4,11.0 b,15.1,13.4,12.1,11.7,11.3,13.4,12.9,12.4,10.9,9.7,8.4,5.7,7.0
Annual,Total,Total,Percentage,Belgium,20.1,19.6,17.5,18.0,17.3,15.8,16.9,17.5,15.6,14.5,19.4,16.2,16.1,13.3,12.4,12.3,13.3 b,10.8,12.5
Annual,Total,Total,Percentage,Bulgaria,:,:,24.5,24.5,27.6,24.7,28.6 b,27.7,27.2,26.9,25.8,26.8,26.3,25.0 b,23.6,21.8,20.2,19.1,15.6
Annual,Total,Total,Percentage,Switzerland,:,:,:,:,12.7,12.2,12.0,13.6,12.3,16.5,14.5,14.7 b,11.9,10.9,9.1,7.9,7.1,7.2,8.5
Annual,Total,Total,Percentage,Cyprus,:,:,8.9,12.9,13.6,10.1 b,8.3,12.7,15.0,15.5,15.3,11.9,12.0,9.8,12.5,13.9,12.7,10.4,9.7
Annual,Total,Total,Percentage,Czechia,:,:,16.5,14.3,13.1,13.9,17.9 b,15.4,15.0,13.2,13.9,13.5,12.0,11.7,9.3,7.9,7.8,6.1,6.6
Annual,Total,Total,Percentage,Germany,:,:,9.8,12.6,12.4,13.0,12.7,12.0,12.9,12.5,13.5,13.1,13.8,14.1,14.2,13.3,13.1,8.2 bu,10.7 u
Annual,Total,Total,Percentage,Denmark,10.0,14.2,14.0,13.6,14.0,16.2,16.5,14.2,15.7,9.9,9.2,9.1,7.7,8.4,7.8,7.4,7.5,7.3,6.3
Annual,Total,Total,Percentage,Euro area - 19 countries  (2015-2022),:,:,14.4,14.8,14.9,13.8,15.1,13.5,13.5,13.4,14.9,14.4,14.1,13.1,12.3,12.3,12.0,11.8,:
Annual,Total,Total,Percentage,Euro area – 20 countries (from 2023),:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,11.3 e
Annual,Total,Total,Percentage,Estonia,:,27.8,23.2,20.1,21.4,17.2,19.3,18.0,14.5,15.7,12.3,12.3 b,11.8,9.2,7.3,7.4,7.4,5.5,4.3
Annual,Total,Total,Percentage,Greece,9.7,7.8,8.2,8.5,10.4,12.0,16.3 b,19.1,20.1,20.1,19.0,16.1,12.8,11.8,13.8,13.5,16.9,18.1,20.9
Annual,Total,Total,Percentage,Spain,:,18.4,18.9,19.3,17.5,14.7,16.4 b,13.0,10.8,10.1,14.2,11.9,10.0,10.3,8.7,10.9,11.6,14.1,13.6
Annual,Total,Total,Percentage,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",:,:,:,:,:,:,:,:,14.1,13.6,14.5,14.0,13.6,13.0,12.0 e,12.7 e,12.3 e,:,:
Annual,Total,Total,Percentage,European Union - 27 countries (2007-2013),:,:,:,:,15.9,14.7,16.0,14.4,14.2,13.7,14.6,14.1,13.7,13.1,12.0 e,12.7 e,12.4 e,:,:
Annual,Total,Total,Percentage,European Union - 27 countries (from 2020),:,:,:,:,:,:,:,13.1 e,13.2 e,12.8 e,14.1 e,13.6 e,13.2 e,12.5 e,11.5 e,11.5 e,11.0 e,10.7 e,10.0 e
Annual,Total,Total,Percentage,European Union - 28 countries (2013-2020),:,:,:,:,:,:,:,14.4,14.1,13.6,14.5,14.0,13.6,13.0,12.0 e,12.7 e,12.3 e,:,:
Annual,Total,Total,Percentage,Finland,:,16.8,17.3,15.3,12.9,13.1,13.7,8.7,8.3,8.6,9.0,7.0,7.3,6.5,6.2,7.0,6.4,7.0,11.5
Annual,Total,Total,Percentage,France,:,22.3,17.5,16.1,16.3,14.8,15.3,15.6,14.8,14.7,16.8,15.3,14.2,14.8,13.9,14.9,14.7,17.7 b,14.7
Annual,Total,Total,Percentage,Croatia,:,:,:,:,:,:,:,4.6,3.6,3.2,2.9,2.5,2.8,3.0,3.0,2.6,2.7,2.4,1.4
Annual,Total,Total,Percentage,Hungary,:,:,12.4,10.0,12.9,13.1,11.6,11.7,10.9,10.4,12.6,13.9,10.6,9.7,7.2,4.8,5.3,5.3,6.1
Annual,Total,Total,Percentage,Ireland,15.4,14.7,14.5,16.5,15.3,12.2,14.5,10.2,10.4,10.7,11.9,10.9,10.9,9.7,9.7,10.0,8.3 b,10.8 b,:
Annual,Total,Total,Percentage,Iceland,:,3.9,3.7,2.4,3.5,3.3,4.2,3.7,2.3,3.4,2.2,2.1,2.2,2.2,2.0,2.8,2.7,:,:
Annual,Total,Total,Percentage,Italy,:,15.3,14.3,14.8,16.0,14.2,15.9,12.7,14.5,14.9,16.0,18.0,19.4,14.7,12.5,11.3,9.4,8.4,6.4
Annual,Total,Total,Percentage,Lithuania,:,:,9.0,7.8,7.1,5.1,6.5,5.3,4.8,5.0,6.4,4.8,4.6,3.4,8.2,3.7,3.2,3.3,2.7
Annual,Total,Total,Percentage,Luxembourg,18.3,15.3,15.4,11.1,9.7,10.6,10.6,10.2,10.7,14.4,12.9,16.8,14.9,12.2 b,12.0,11.3,11.2,11.0 b,7.4
Annual,Total,Total,Percentage,Latvia,:,:,22.6,27.2,27.2,28.7,25.3 b,23.8,19.0,17.0,12.0,13.0,11.8,10.0,8.0,8.6,6.1,5.3,5.4
Annual,Total,Total,Percentage,Montenegro,:,:,:,:,:,:,:,:,:,:,6.5,6.8,7.3,5.2,4.1,6.2,6.9,3.7,:
Annual,Total,Total,Percentage,North Macedonia,:,:,:,:,:,:,:,7.0,6.9,4.9,7.3,5.7,5.7,4.8,4.2,5.3,6.5,5.5,:
Annual,Total,Total,Percentage,Malta,:,:,13.4,12.5,10.2,9.7,10.7,10.4,12.7,12.6,12.9,12.2,11.0,10.4,10.0,12.5,13.6,11.4,7.4
Annual,Total,Total,Percentage,Netherlands,:,:,19.0,16.7,17.7,14.8,21.7 b,16.8,18.6,18.3,18.1,18.5,17.4,16.9 b,15.0,17.5,16.3,15.7,16.7
Annual,Total,Total,Percentage,Norway,5.8,5.7,4.8,3.9,4.7,5.2,5.3,5.5,4.9,6.0,4.6,4.0,5.7,4.6,3.8,4.2,4.0,4.1,5.9
Annual,Total,Total,Percentage,Poland,:,:,10.4,9.0,8.0,7.3,6.7,6.5 b,6.3,6.3,6.4,6.4,5.8,5.6,5.4,4.8,4.4,:,2.8
Annual,Total,Total,Percentage,Portugal,:,13.6,13.8,11.9,12.6,11.7,14.0,11.3,10.1,10.9,13.3,11.6,10.5,7.8,7.9,6.5,6.7,6.6,6.9
Annual,Total,Total,Percentage,Romania,:,:,:,:,15.4,13.1,16.1,15.4,16.3,13.7,15.7,14.5,13.1,14.1,11.3,11.5,9.6,8.8,5.9
Annual,Total,Total,Percentage,Serbia,:,:,:,:,:,:,:,:,:,:,20.2,21.1,16.8,18.2,14.0,14.7,10.7,9.5,:
Annual,Total,Total,Percentage,Sweden,:,10.0,9.7,13.5,13.0,13.6 b,13.2,10.4,11.3,10.6,10.1,10.7,10.9,12.7,13.0,14.4,13.0,13.8,9.4
Annual,Total,Total,Percentage,Slovenia,:,:,10.5,9.5,10.2,8.7,12.5 b,9.3,8.6,8.1,9.1,10.1,9.2,8.5,8.0,7.9,8.0,7.3,6.8
Annual,Total,Total,Percentage,Slovakia,:,:,9.5,8.4,8.2,9.3,12.3 b,10.2,10.0,9.6,8.9,8.7,7.3,6.9,6.2,4.8,5.6,4.3,3.4
Annual,Total,Total,Percentage,Türkiye,:,:,:,21.4,17.0,11.3,12.4,:,10.7,8.5,9.7,10.6,11.2,10.7,11.3,11.1,10.9,9.8,10.7
Annual,Total,Total,Percentage,United Kingdom,:,:,30.0,27.6,26.9,24.8,25.1,23.1,20.7,19.7 b,17.4,16.5,16.6,16.8,20.3 bu,24.2 u,:,:,:
Annual,Total,Total,Percentage,Kosovo*,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,2.4,:,:,:
