Annual,Inhabitants per ...,Norway,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,107.24,109.42,110.91,112.69,113.46,114.25,115.36,117.57,118.39,119.99,120.26,122.57,124.35,127.49,129.31,130.61,132.38,133.82,135.79,137.6,138.73
Annual,Inhabitants per ...,Poland,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,444.14,437.78,429.94,431.32,431.73,600.85 b,602.09,595.01,577.79,570.21,556.71,540.88,530.14,524.01,511.94,504.98,498.95,509.14,486.45,468.28
Annual,Inhabitants per ...,Romania,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,1042.45,1143.01,1086.98,1078.92,1000.06,969.35,1051.53,1043.92,991.12,972.81,1004.36,784.12 b,733.68,737.29,731.98,709.79,525.24 b,513.64,503.54,497.17,485.46,472.23,471.88,437.81
Annual,Inhabitants per ...,Serbia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,508.48,506.42,511.07,509.03,491.23,488.2,481.8,478.76,362.81 b,358.44,354.12,343.08,343.73,296.78,294.13,279.61,271.03
Annual,Inhabitants per ...,Sweden,:,:,:,:,:,:,:,:,:,:,95.72,93.57,71.18 b,66.94,65.37,57.95,59.09,57.7,62.35,60.05,58.78,58.46,59.5,61.3,63.73,65.73,66.92,67.96,68.19,69.37,70.40 b,71.74,73.99,75.46 b,78.33 b,78.15,78.36,72.05,72.18,74.18,77.35,78.1,76.96
Annual,Inhabitants per ...,Slovenia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,110.92,107.7,107.11,106.22,103.0,101.89,101.96,100.48,100.24,99.74,98.46,98.74,98.61,97.72,89.56 b
Annual,Inhabitants per ...,Slovakia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,181.83,183.3,178.02,175.83,176.09,169.49,164.13,164.54,151.7,150.66,144.36,134.91,133.51,132.7,129.22,128.37,128.64,126.64,127.72 b
Annual,Inhabitants per ...,Türkiye,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,1912.29,1745.64,1683.75,1652.96,1577.37,1511.44,1395.55,1308.48,1212.25,1147.13,1118.73,1098.64
Annual,Number,Albania,:,:,:,:,:,550.0,308.0,314.0,299.0,414.0,324.0,292.0,248.0,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
Annual,Number,Austria,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,53186.0,:,:,55779.0,:,56686.0,:,62519.0,65587 bd,66045 d,66461 d,66690 d,67265 d,76108 bd,76349 d,76560 d,77867 d,78456 d,78898 d
Annual,Number,Belgium,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,106525.0,112219.0,113384.0,117586.0,121978.0,123585.0,125923.0,125922.0,126771.0,127368.0,127614.0,128200.0,129807.0,131550.0,132837.0,133370.0,135374.0,137069.0,134765 b,137140.0,139782.0,143178.0,144817.0,146591.0,148132.0,147967.0,147594.0,149827.0
Annual,Number,Bulgaria,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,4726.0,4720.0,4206.0,4250.0,4345.0,4332.0,4369.0,4280.0,4282.0,4518.0,4570.0,4546.0,4426.0,3125 b,3158.0,2394 b,2193.0,2177.0,2084.0,1912.0,1933.0,1775.0,1679.0
Annual,Number,Switzerland,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,84031.0,84421.0,85454.0,85208.0,85983.0,86798.0,88122.0,89908.0,90717.0,91931.0,91781.0,92848.0,93558.0,94600.0,95669.0,96563.0,97127.0,99242.0,99622.0,100356.0,100694.0,100856.0,100354.0
Annual,Number,Cyprus,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3535.0,3294.0,3243.0,2609.0
Annual,Number,Czechia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,65102.0,:,:,:,:,68887.0,69507.0,69880 b,68811.0,68321.0,65288 b,65657.0,66417.0,68012.0,68995.0,69964.0,72013.0,72834.0,73427.0,74208.0,75174.0,75324.0,76795.0
Annual,Number,Germany,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,645456.0,:,674292.0,:,713195.0,:,757186.0,:,799059.0,:,845007.0,:,875549.0,:,902882.0,:,928939.0,:,952367.0,:,969553.0,:,984688.0,993097 e
Annual,Number,Denmark,:,:,:,:,:,:,:,:,:,:,51162.0,48134.0,46235.0,44636.0,46994 b,46843.0,48094.0,46791.0,48410.0,46068.0,46066.0,46322.0,46065.0,44036.0,44277.0,44280.0,45008.0,44738 b,44087.0,44552.0,47170 b,47234.0,48827.0,49527.0,49896.0,50367.0,51001.0,43292 b,43334.0,43456.0,43521.0,43665 b,43928.0
Annual,Number,Estonia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,5917.0,5961.0,6036.0,6046.0,6215.0,6266.0,6437.0,6769.0,7078.0,7378.0,7787.0,8146.0,8459.0,8722.0,9252.0,10375 b,8054 b,8540.0,8742.0,8967.0,9244.0,10295.0,10580.0,11198.0,11582.0
Annual,Number,Greece,1400.0,1620.0,1830.0,2040.0,2250.0,2500.0,2700.0,2900.0,3100.0,3100.0,3045.0,3045.0,:,2710.0,2710.0,2710.0,2630.0,2580.0,2414.0,2535.0,2490.0,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,2698 p
Annual,Number,Spain,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,62169 d,70449 d,138354 d,137621 d,156973 d,193422 d,199304 d,225369 d,245927 d,372628 bd,374518 d,371064 d,377920 d,381333 d,383995 d,386873 d,391475 d,399417 d,399046 d,407085 d,407947 dp
Annual,Number,Finland,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,28375.0,30715.0,31548.0,33279.0,34165.0,36140.0,38315.0,39203.0,40795.0,42883.0,48447.0,51487.0,53884.0,55963.0,58342.0,60486.0,60437.0,61575.0,63111.0,64705.0,66140.0,65547.0,65983.0,65287.0,67427.0,64298.0,63027.0
Annual,Number,France,:,:,:,:,:,:,:,:,:,:,:,:,:,401800.0,414039.0,425959.0,425539.0,436095.0,444077.0,445397.0,449218.0,449162.0,454435.0,462449.0,472596.0,483946.0,494697.0,501170.0,516971.0,543402.0,584673.0,610962.0,623469.0,634523.0,642168.0,649554.0,653013.0,656307.0,658713.0,660608.0,659416.0,664169.0,665058.0
Annual,Number,Croatia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,6435.0,7161.0,7778.0,7710.0,8147.0,8188.0,8479.0,8938.0,8747.0,8978.0,8846.0,9503.0,8067 b,8916.0,8038.0,8439.0,8575.0,9251.0,9240.0,9213.0
Annual,Number,Hungary,:,:,:,:,:,:,:,:,:,:,:,:,:,:,60140.0,63570.0,66471.0,68721.0,71566.0,64997 b,66597.0,68659.0,70651.0,72604.0,74185.0,76548.0,77204.0,80931.0,81501.0,83024.0,83184.0,83472.0,83565.0,83896.0,84016.0,84455.0,84155.0,84209.0,84598.0,84766.0,85369.0,84853.0,84630.0
Annual,Number,Ireland,:,:,:,:,:,:,:,9400.0,9450.0,11443.0,11195.0,11600.0,12000.0,12600.0,12890.0,13379.0,14040.0,14591.0,15190.0,15390.0,16078.0,16894.0,17625.0,18809.0,19285.0,19519.0,21440.0,22533.0,22991.0,28758 b,26087 b,27705.0,28452.0,27827.0,28705 b,30106.0,30396.0,30732.0,31251.0,32071.0,32104.0,31842.0,31674.0
Annual,Number,Iceland,:,:,:,:,:,:,:,:,:,:,1042.0,1082.0,1126.0,1286.0,1353.0,1419.0,1387.0,1376.0,1430.0,1531.0,1653.0,1666.0,1790.0,1894.0,2007.0,2046.0,2138.0,2544 b,2561.0,2550.0,2539.0,2463.0,2459.0,2503.0,2586.0,2597.0,2629.0,2634.0,2648.0,2693.0,2675.0,:,:
Annual,Number,Italy,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,125868 d,134107 d,147328 d,154585 d,160120 d,169827 d,180626 d,188466 d,191430 d,201180 d,212875 d,220711 d,224136 d,234008 d,239090 d,244395 d,244928 d,251701 d,271580 b,276648.0,277532.0,281704.0,283501 p
Annual,Number,Liechtenstein,0.0,137.0,137.0,137.0,137.0,137.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,208.0,208.0,208.0,208.0,208.0,208.0,208.0,208.0,208.0,208.0,218.0,218.0,218.0,218.0,225.0,225.0,241.0,254.0,262.0,273.0,281.0,281.0,281.0,297.0,295.0,311.0,311.0,311.0
Annual,Number,Lithuania,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,14658.0,16373.0,17857.0,18045.0,18333.0,18067.0,17682.0,17768.0,17739.0,18422.0,18576.0,18846.0,19062.0,19145.0,18621.0,18382.0,18671.0,18893.0,18856.0,19155.0,20091.0,20543.0,20807.0,21252.0,21409.0,21463.0,21875.0
Annual,Number,Luxembourg,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,2554.0,2709.0,2943.0,3053.0,3169.0,3093.0,3284.0,3389.0,3589.0,3881.0,3931.0,4150 e,:,6580 b,6894.0,6858.0,6965.0,7058.0,7139.0,7211.0,7317.0,7583.0
Annual,Number,Latvia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3771.0,4176.0,4885.0,4711.0,5162.0,5199.0,5158.0,5259.0,5675.0,5565.0,5316.0,5511.0,5315.0,4836.0,5471.0,6161.0,6994.0,7635.0,7588.0,5603 b,5398 d,5374 d,5326 d,5184 d,5209 d,4879 d,4887 d,4865 d
Annual,Number,Montenegro,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,: m,: m
Annual,Number,North Macedonia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,275.0,275.0,275.0,350.0,600.0,583.0,583.0,587 b,953.0,939.0,835.0,930.0,915.0,915.0,983.0,983.0,945.0,1003.0,1003.0,1003.0,:
Annual,Number,Malta,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3180.0,3101.0,3199.0,2068 b,2166.0,2200.0,2618 b,4160 b,4411.0,4410.0,4588.0,4301 b,4460.0,4635.0,4732.0,5097.0,5605.0,5676.0,6456.0,6675.0,6694.0
Annual,Number,Netherlands,:,:,:,:,:,:,:,:,:,:,191814.0,190311.0,189134.0,188191.0,185887.0,183269.0,179621.0,174333.0,171756.0,169886.0,168847.0,169495.0,168833.0,169863.0,170775.0,170475.0,170076.0,169400.0,169290.0,171460.0,172220.0,172270.0,240121 b,239206.0,239887.0,235253.0,234372.0,234820.0,237125.0,239074.0,239609.0,255506 b,251405.0
Annual,Number,Norway,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,42319.0,41718.0,41402.0,41027.0,41078.0,41217.0,41334.0,41071.0,41297.0,41280.0,41732.0,41441.0,41310.0,40708.0,40494.0,40401.0,40126.0,39963.0,39615.0,39305.0,39337.0
Annual,Number,Poland,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,86020.0,87218.0,88770.0,88429.0,88298.0,63453 b,63245.0,63936.0,65877.0,66753.0,68330.0,70277.0,71653.0,72460.0,74178.0,75200.0,76090.0,73684.0,76024.0,78632.0
Annual,Number,Romania,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,21557.0,19635.0,20361.0,20141.0,21573.0,22130.0,20275.0,20302.0,21070.0,21112.0,20279.0,25821 b,27461.0,27205.0,27301.0,28049.0,37727 b,38358.0,38902.0,39170.0,39904.0,40796.0,40523.0,43509.0
Annual,Number,Serbia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,14576.0,14576.0,14382.0,14382.0,14818.0,14818.0,14942.0,14964.0,19654 b,19795.0,19932.0,20464.0,20314.0,23402.0,23456.0,24442.0,24791.0
Annual,Number,Sweden,:,:,:,:,:,:,:,:,:,:,89412.0,92093.0,121785 b,130235.0,134327.0,152308.0,149607.0,153311.0,141967.0,147512.0,150939.0,152172.0,150004.0,146134.0,141128.0,137371.0,135698.0,134603.0,135214.0,134046.0,133204 b,131722.0,128651.0,127230 b,123791 b,125386.0,126637.0,139601.0,140979.0,138575.0,133852.0,133367.0,136261.0
Annual,Number,Slovenia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,18224.0,18938.0,19126.0,19327.0,19973.0,20218.0,20224.0,20537.0,20602.0,20718.0,21063.0,21150.0,21321.0,21573.0,23584 b
Annual,Number,Slovakia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,29546.0,29312.0,30182.0,30567.0,30548.0,31780.0,32848.0,32808.0,35647.0,35932.0,37536.0,40202.0,40676.0,40988.0,42150.0,42487.0,42436.0,43015.0,42528 b
Annual,Number,Türkiye,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,38814.0,43065.0,45225.0,46693.0,49588.0,52452.0,57549.0,62215.0,68121.0,72690.0,75217.0,77350.0
Annual,Per hundred thousand inhabitants,Albania,:,:,:,:,:,18.55,10.19,10.18,9.52,12.83,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
Annual,Per hundred thousand inhabitants,Austria,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,650.83,:,:,672.4,:,679.42,:,745.02,778.02 bd,778.85 d,777.65 d,771.63 d,769.92 d,865.10 bd,863.63 d,862.17 d,873.26 d,876.04 d,872.59 d
Annual,Per hundred thousand inhabitants,Belgium,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,1050.87,1104.88,1113.66,1152.46,1192.77,1205.56,1224.15,1218.66,1221.76,1222.21,1217.85,1215.4,1221.63,1228.29,1230.37,1221.31,1226.41,1234.09,1207.64 b,1223.47,1239.84,1263.55,1273.1,1282.84,1289.34,1282.36,1273.88,1282.74
Annual,Per hundred thousand inhabitants,Bulgaria,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,57.84,58.93,53.67,54.66,56.31,56.56,57.48,56.72,57.15,60.69,61.79,61.86,60.58,43.01 b,43.72,33.35 b,30.77,30.77,29.67,27.41,27.88,25.81,25.27
Annual,Per hundred thousand inhabitants,Switzerland,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,1169.66,1167.67,1173.05,1161.03,1163.56,1167.09,1177.48,1190.66,1186.2,1187.15,1172.48,1173.45,1169.93,1169.44,1168.31,1165.88,1159.96,1174.21,1170.05,1170.29,1165.69,1158.66,1143.36
Annual,Per hundred thousand inhabitants,Cyprus,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,400.82,369.28,360.19,285.85
Annual,Per hundred thousand inhabitants,Czechia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,634.83,:,:,:,:,674.62,678.85,678.52 b,662.63,654.17,623.31 b,625.54,631.89,646.85,655.51,663.41,681.53,687.47,690.76,695.36,709.56,716.98,719.59
Annual,Per hundred thousand inhabitants,Germany,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,786.18,:,818.81,:,864.12,:,918.14,:,971.31,:,1031.73,:,1090.69,:,1119.57,:,1137.2,:,1152.19,:,1166.83,:,1183.58,1185.11 e
Annual,Per hundred thousand inhabitants,Denmark,:,:,:,:,:,:,:,:,:,:,995.19,933.86,894.06,860.27,902.66 b,895.08,913.8,885.36,912.67,865.65,862.72,864.41,856.87,816.91,819.26,817.06,827.77,819.16 b,802.51,806.65,850.26 b,847.92,873.22,882.06,884.14,886.2,890.38,750.95 b,747.96,747.38,746.32,745.55 b,744.16
Annual,Per hundred thousand inhabitants,Estonia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,426.86,428.77,432.07,435.55,450.57,457.13,472.42,499.64,525.54,550.32,582.38,610.41,635.31,657.05,699.48,787.18 b,612.31 b,649.23,664.39,680.67,699.26,775.87,795.77,841.37,858.66
Annual,Per hundred thousand inhabitants,Greece,14.52,16.65,18.69,20.72,22.74,25.17,27.09,29.0,30.89,30.73,29.86,29.51,:,25.91,25.78,25.66,24.79,24.2,22.52,23.56,23.04,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,25.85 p
Annual,Per hundred thousand inhabitants,Spain,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,150.05 d,166.99 d,322.34 d,315.26 d,353.56 d,427.67 d,433.70 d,486.10 d,528.00 d,797.19 bd,800.71 d,795.93 d,813.07 d,821.05 d,826.08 d,830.32 d,836.53 d,847.39 d,842.48 d,858.54 d,854.18 dp
Annual,Per hundred thousand inhabitants,Finland,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,553.7,597.59,612.17,644.26,660.04,696.61,736.74,752.02,780.29,817.43,919.95,973.52,1014.12,1048.22,1087.79,1122.55,1116.32,1132.11,1155.56,1180.85,1203.57,1189.99,1196.31,1182.39,1219.4,1160.4,1134.37
Annual,Per hundred thousand inhabitants,France,:,:,:,:,:,:,:,:,:,:,:,:,:,681.07,699.28,716.88,713.7,728.88,739.55,738.0,739.31,733.9,737.19,744.95,755.76,768.15,779.82,785.21,805.52,842.42,902.01,938.1,952.75,963.1,968.4,976.06,978.68,980.76,980.84,980.39,975.45,978.98,977.09
Annual,Per hundred thousand inhabitants,Croatia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,149.46,166.21,180.39,178.76,188.91,189.94,196.9,208.04,204.23,210.3,207.92,225.52,194.10 b,217.2,198.64,211.42,217.03,236.4,238.29,238.89
