Time frequency,Unit of measure,Geopolitical entity (reporting)\Time,1980.0,1981.0,1982.0,1983.0,1984.0,1985.0,1986.0,1987.0,1988.0,1989.0,1990.0,1991.0,1992.0,1993.0,1994.0,1995.0,1996.0,1997.0,1998.0,1999.0,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0
Annual,Inhabitants per ...,Albania,:,:,:,:,:,5390.48,9813.75,9820.4,10509.48,7796.96,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
Annual,Inhabitants per ...,Austria,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,153.65,:,:,148.72,:,147.18,:,134.23,128.53 bd,128.39 d,128.59 d,129.60 d,129.88 d,115.59 bd,115.79 d,115.99 d,114.51 d,114.15 d,114.60 d
Annual,Inhabitants per ...,Belgium,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,95.16,90.51,89.79,86.77,83.84,82.95,81.69,82.06,81.85,81.82,82.11,82.28,81.86,81.41,81.28,81.88,81.54,81.03,82.81 b,81.73,80.66,79.14,78.55,77.95,77.56,77.98,78.5,77.96
Annual,Inhabitants per ...,Bulgaria,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,1728.77,1696.85,1863.33,1829.49,1776.03,1768.0,1739.76,1762.93,1749.78,1647.73,1618.29,1616.44,1650.68,2324.84 b,2287.5,2998.33 b,3250.26,3250.32,3370.94,3648.41,3587.18,3874.78,3956.71
Annual,Inhabitants per ...,Switzerland,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,85.5,85.64,85.25,86.13,85.94,85.68,84.93,83.99,84.3,84.24,85.29,85.22,85.47,85.51,85.59,85.77,86.21,85.16,85.47,85.45,85.79,86.31,87.46
Annual,Inhabitants per ...,Cyprus,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,249.49,270.8,277.63,349.83
Annual,Inhabitants per ...,Czechia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,157.52,:,:,:,:,148.23,147.31,147.38 b,150.91,152.87,160.43 b,159.86,158.25,154.59,152.55,150.74,146.73,145.46,144.77,143.81,140.93,139.47,138.97
Annual,Inhabitants per ...,Germany,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,127.2,:,122.13,:,115.72,:,108.92,:,102.95,:,96.93,:,91.69,:,89.32,:,87.94,:,86.79,:,85.7,:,84.49,84.38 e
Annual,Inhabitants per ...,Denmark,:,:,:,:,:,:,:,:,:,:,100.48,107.08,111.85,116.24,110.78 b,111.72,109.43,112.95,109.57,115.52,115.91,115.69,116.7,122.41,122.06,122.39,120.81,122.08 b,124.61,123.97,117.61 b,117.94,114.52,113.37,113.1,112.84,112.31,133.17 b,133.7,133.8,133.99,134.13 b,134.38
Annual,Inhabitants per ...,Estonia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,234.27,233.22,231.44,229.59,221.94,218.76,211.67,200.14,190.28,181.71,171.71,163.82,157.4,152.19,142.96,127.04 b,163.32 b,154.03,150.51,146.91,143.01,128.89,125.66,118.85,116.46
Annual,Inhabitants per ...,Greece,6887.5,6005.77,5349.46,4826.78,4398.13,3973.72,3691.56,3448.48,3237.74,3254.68,3348.7,3389.14,:,3859.93,3879.31,3897.47,4033.76,4132.27,4440.97,4245.25,4339.68,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3868.38 p
Annual,Inhabitants per ...,Spain,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,666.43 d,598.84 d,310.23 d,317.20 d,282.83 d,233.82 d,230.57 d,205.72 d,189.39 d,125.44 bd,124.89 d,125.64 d,122.99 d,121.80 d,121.05 d,120.44 d,119.54 d,118.01 d,118.70 d,116.48 d,117.07 dp
Annual,Inhabitants per ...,Finland,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,180.6,167.34,163.35,155.22,151.51,143.55,135.73,132.97,128.16,122.34,108.7,102.72,98.61,95.4,91.93,89.08,89.58,88.33,86.54,84.68,83.09,84.03,83.59,84.57,82.01,86.18,88.15
Annual,Inhabitants per ...,France,:,:,:,:,:,:,:,:,:,:,:,:,:,146.83,143.01,139.49,140.11,137.2,135.22,135.5,135.26,136.26,135.65,134.24,132.32,130.18,128.23,127.35,124.14,118.71,110.86,106.6,104.96,103.83,103.26,102.45,102.18,101.96,101.95,102.0,102.52,102.15,102.34
Annual,Inhabitants per ...,Croatia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,669.08,601.63,554.34,559.4,529.37,526.49,507.88,480.68,489.64,475.5,480.95,443.42,515.19 b,460.4,503.43,472.98,460.77,423.01,419.66,418.6
Annual,Inhabitants per ...,Hungary,:,:,:,:,:,:,:,:,:,:,:,:,:,:,171.99,162.48,155.12,149.74,143.46,157.51 b,153.32,148.38,143.79,139.52,136.24,131.77,130.45,124.25,123.17,120.72,120.22,119.31,118.71,117.92,117.44,116.55,116.62,116.23,115.55,115.27,114.21,114.43,113.96
Annual,Inhabitants per ...,Ireland,:,:,:,:,:,:,:,376.6,373.01,306.83,313.89,304.68,296.54,283.83,278.54,269.74,259.08,251.81,244.42,243.98,236.67,228.85,223.09,212.48,211.06,213.12,199.35,195.22,195.27,157.71 b,174.81 b,165.32,161.66,166.16,162.26 b,156.18,156.45,156.43,155.75,153.86,155.29,158.07,163.09
Annual,Inhabitants per ...,Iceland,:,:,:,:,:,:,:,:,:,:,244.55,238.26,231.84,205.07,196.62,188.49,193.88,197.04,191.64,181.18,170.12,171.05,160.63,152.86,145.53,145.03,142.09,122.47 b,123.94,124.9,125.26,129.52,130.43,129.35,126.62,127.41,127.62,130.37,133.2,133.89,137.0,:,:
Annual,Inhabitants per ...,Italy,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,452.40 d,424.84 d,387.29 d,370.76 d,360.26 d,341.34 d,321.90 d,310.07 d,307.30 d,293.74 d,278.46 d,269.04 d,265.64 d,257.40 d,254.25 d,248.49 d,247.53 d,240.51 d,221.48 b,215.9,214.17,209.91,208.16 p
Annual,Inhabitants per ...,Liechtenstein,:,187.39,191.64,193.04,194.13,196.19,160.22,162.1,164.4,166.57,169.07,171.82,174.28,176.99,179.23,147.96,149.2,150.15,152.25,154.91,156.94,159.59,161.99,163.84,165.61,159.42,160.72,161.75,162.72,158.85,160.1,150.67,144.32,141.16,136.44,133.43,134.22,135.1,128.77,130.72,125.08,125.99,126.99
Annual,Inhabitants per ...,Lithuania,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,245.71,218.36,198.76,195.3,190.89,192.11,194.72,192.21,190.38,180.36,176.03,171.46,167.78,165.21,166.33,164.73,160.02,156.55,155.51,151.65,142.76,137.68,134.64,131.48,130.55,130.5,129.45
Annual,Inhabitants per ...,Luxembourg,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,172.88,164.7,153.46,150.05,146.78,152.81,146.16,144.19,138.7,130.62,131.86,127.94 e,:,84.55 b,82.62,85.08,85.62,86.14,86.85,87.42,87.48,86.13
Annual,Inhabitants per ...,Latvia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,658.99,588.42,498.02,511.57,463.09,455.39,453.12,439.28,403.16,406.67,421.14,402.53,413.98,450.23,391.46,340.46,294.5,266.45,265.24,355.84 b,366.34 d,364.63 d,364.67 d,371.75 d,367.41 d,389.52 d,385.61 d,386.31 d
Annual,Inhabitants per ...,Montenegro,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,: m,: m
Annual,Inhabitants per ...,North Macedonia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,7386.01,7370.08,7391.07,5819.59,3400.38,3505.25,3510.97,3493.48 b,2156.35,2192.27,2468.32,2219.39,2259.53,2262.54,2108.33,2110.38,2197.05,2070.48,2066.33,1947.12,:
Annual,Inhabitants per ...,Malta,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,124.52,128.53,125.44,195.28 b,187.12,184.87,156.37 b,99.15 b,93.97,94.39,91.55,99.04 b,97.43,96.02,96.23,91.82,86.46,88.81,79.82,77.68,79.4
Annual,Inhabitants per ...,Netherlands,:,:,:,:,:,:,:,:,:,:,77.95,79.19,80.28,81.25,82.75,84.35,86.46,89.55,91.45,93.07,94.32,94.67,95.65,95.52,95.34,95.73,96.11,96.7,97.14,96.41,96.48,96.9,69.78 b,70.25,70.3,72.01,72.66,72.96,72.67,72.55,72.79,68.62 b,70.41
