Time frequency,Classification of individual consumption by purpose (COICOP),Unit of measure,Geopolitical entity (reporting)\Time,Janvier 2024,Février 2024,Mars 2024,Avril 2024,Mai 2024,Juin 2024,Juillet 2024,Août 2024,Septembre 2024,Octobre 2024,Novembre 2024,Décembre 2024
Monthly,Recreation and culture,"Index, 2015=100",Luxembourg,119.0,122.88,124.19,125.46,127.72,128.37,131.21,133.92,130.23,126.97,122.98,126.95
Monthly,Recreation and culture,"Index, 2015=100",Latvia,129.89,132.28,134.11,132.41,132.05,134.56,135.03,136.11,138.23,138.69,137.7,137.45
Monthly,Recreation and culture,"Index, 2015=100",Montenegro,109.03 d,109.10 d,110.50 d,110.68 d,110.64 d,110.61 d,110.74 d,111.17 d,111.62 d,111.45 d,111.06 d,113.78 d
Monthly,Recreation and culture,"Index, 2015=100",North Macedonia,125.78 d,125.81 d,126.44 d,126.77 d,128.16 d,128.57 d,129.66 d,130.31 d,130.47 d,131.57 d,132.93 d,134.46 d
Monthly,Recreation and culture,"Index, 2015=100",Malta,111.06,111.15,111.34,113.22,115.62,116.79,117.32,116.49,116.43,116.02,113.7,114.32
Monthly,Recreation and culture,"Index, 2015=100",Netherlands,121.18,121.83,121.45,121.94,122.23,121.85,125.55,125.51,124.19,123.8,122.26,124.07
Monthly,Recreation and culture,"Index, 2015=100",Norway,140.1,141.3,140.7,142.9,143.0,141.8,142.7,142.7,144.3,143.7,143.6,143.5
Monthly,Recreation and culture,"Index, 2015=100",Poland,132.9,135.1,133.6,135.7,133.6,135.5,138.6,139.1,138.2,137.4,136.8,136.1
Monthly,Recreation and culture,"Index, 2015=100",Portugal,105.03,105.82,105.5,105.7,105.92,105.87,106.33,107.67,106.28,106.06,106.25,106.87
Monthly,Recreation and culture,"Index, 2015=100",Romania,126.34,127.45,128.46,128.97,129.36,130.14,130.96,131.32,131.92,132.68,134.22,134.86
Monthly,Recreation and culture,"Index, 2015=100",Serbia,155.6 d,155.8 d,155.6 d,155.8 d,156.7 d,159.9 d,165.3 d,167.5 d,162.5 d,163.1 d,163.1 d,163.4 d
Monthly,Recreation and culture,"Index, 2015=100",Sweden,117.32,118.43,116.94,117.81,119.09,119.61,121.71,119.22,120.71,121.87,120.66,120.71
Monthly,Recreation and culture,"Index, 2015=100",Slovenia,114.96,117.31,114.54,117.67,118.25,120.13,124.65,125.52,121.63,119.58,119.69,117.87
Monthly,Recreation and culture,"Index, 2015=100",Slovakia,127.89,128.42,128.34,128.41,128.32,128.98,130.06,130.11,129.07,129.53,129.89,131.64
Monthly,Recreation and culture,"Index, 2015=100",Türkiye,561.77 d,580.05 d,601.90 d,618.26 d,629.66 d,631.23 d,644.21 d,658.29 d,674.61 d,679.10 d,698.76 d,709.20 d
Monthly,Recreation and culture,"Index, 2015=100",United States,113.87 d,114.10 d,114.02 d,114.10 d,113.92 d,113.90 d,114.08 d,114.00 d,113.34 d,113.70 d,113.86 d,113.47 d
Monthly,Recreation and culture,"Index, 2015=100",Kosovo*,106.38 d,106.38 d,106.45 d,106.44 d,106.33 d,106.61 d,107.08 d,107.46 d,107.15 d,107.28 d,107.58 d,107.59 d
Monthly,Recreation and culture,Percentage change m/m-1,Albania,0.1 d,0.1 d,0.3 d,1.3 d,0.9 d,-0.4 d,-0.7 d,2.0 d,1.9 d,-0.8 d,-0.5 d,1.3 d
Monthly,Recreation and culture,Percentage change m/m-1,Austria,-1.0,1.0,0.4,-2.3,0.5,1.0,1.6,-0.5,-1.3,-0.1,1.2,2.6
Monthly,Recreation and culture,Percentage change m/m-1,Belgium,-1.1,2.2,-0.7,-1.2,0.7,0.9,1.2,-0.1,-1.7,0.7,-1.4,2.1
Monthly,Recreation and culture,Percentage change m/m-1,Bulgaria,0.3,-0.1,0.4,-2.2,0.0,-0.3,2.3,0.2,-4.6,2.3,0.1,1.8
Monthly,Recreation and culture,Percentage change m/m-1,Switzerland,-1.6,1.3,-0.7,0.8,-1.0,0.9,3.3,-0.3,-2.2,1.2,-1.8,0.6
Monthly,Recreation and culture,Percentage change m/m-1,Cyprus,0.0,0.1,0.2,0.0,0.0,0.1,6.7,1.1,-0.8,0.0,0.0,-0.1
Monthly,Recreation and culture,Percentage change m/m-1,Czechia,2.5,2.0,-0.9,-0.9,-0.4,0.4,5.8,0.8,-5.6,0.4,-0.4,-0.1
Monthly,Recreation and culture,Percentage change m/m-1,Germany,-4.3,2.5,1.8,0.8,1.6,1.5,3.2,0.3,-1.6,-0.5,-4.6,2.9
Monthly,Recreation and culture,Percentage change m/m-1,Denmark,0.3,1.2,-0.3,0.3,-0.8,-0.2,2.6,-1.8,0.3,0.2,-1.1,-1.0
Monthly,Recreation and culture,Percentage change m/m-1,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",-2.0,1.4,0.9,0.3,0.9,0.8,1.9,0.6,-1.7,-0.4,-2.0,1.7
Monthly,Recreation and culture,Percentage change m/m-1,Euro area - 19 countries  (2015-2022),-2.0,1.4,1.0,0.3,0.9,0.8,1.9,0.6,-1.7,-0.4,-2.0,1.7
Monthly,Recreation and culture,Percentage change m/m-1,Euro area – 20 countries (from 2023),-2.0,1.4,0.9,0.3,0.9,0.8,1.9,0.6,-1.7,-0.4,-2.0,1.7
Monthly,Recreation and culture,Percentage change m/m-1,Estonia,-2.2,2.5,-0.4,1.2,0.1,2.7,-0.3,1.5,-0.3,-0.7,-1.3,1.6
Monthly,Recreation and culture,Percentage change m/m-1,Greece,0.2,0.5,0.2,0.5,-0.1,0.3,0.1,-0.2,0.2,0.6,-0.1,0.5
Monthly,Recreation and culture,Percentage change m/m-1,Spain,-2.5,1.3,2.2,-0.5,0.3,2.8,1.9,1.7,-5.0,-0.4,-1.8,4.3
Monthly,Recreation and culture,Percentage change m/m-1,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",-1.5,1.4,0.7,0.4,0.7,0.8,2.0,0.4,-1.5,-0.3,-1.7,1.4
Monthly,Recreation and culture,Percentage change m/m-1,European Union - 27 countries (from 2020),-1.5,1.4,0.7,0.4,0.7,0.8,2.0,0.4,-1.5,-0.3,-1.7,1.4
Monthly,Recreation and culture,Percentage change m/m-1,Finland,-1.4,1.0,0.0,0.3,-1.0,0.6,0.5,-0.7,0.6,0.8,-0.2,0.6
Monthly,Recreation and culture,Percentage change m/m-1,France,-0.8,0.9,0.8,1.0,0.6,-0.2,0.3,1.1,-1.1,-0.6,-0.1,-0.7
Monthly,Recreation and culture,Percentage change m/m-1,Croatia,0.0,0.9,-1.0,0.9,0.6,1.9,2.7,1.6,-1.8,-0.5,-0.7,0.6
Monthly,Recreation and culture,Percentage change m/m-1,Hungary,1.2,0.1,0.5,0.2,0.2,0.8,2.6,0.7,-2.4,0.7,0.4,0.1
Monthly,Recreation and culture,Percentage change m/m-1,Ireland,-2.6,1.4,2.8,-1.9,0.3,2.5,3.0,-1.4,-2.2,1.4,-2.7,3.0
Monthly,Recreation and culture,Percentage change m/m-1,Iceland,0.6,1.5,0.0,0.3,0.3,0.3,0.1,0.4,0.8,0.2,0.4,0.2
Monthly,Recreation and culture,Percentage change m/m-1,Italy,-0.1,0.4,-0.3,0.2,1.0,-0.2,1.0,0.7,-1.3,-0.5,-0.6,0.9
Monthly,Recreation and culture,Percentage change m/m-1,Lithuania,-0.3,1.6,0.4,0.9,0.7,1.9,1.0,-0.3,-0.3,-1.0,-0.5,-0.4
Monthly,Recreation and culture,Percentage change m/m-1,Luxembourg,-1.5,3.3,1.1,1.0,1.8,0.5,2.2,2.1,-2.8,-2.5,-3.1,3.2
Monthly,Recreation and culture,Percentage change m/m-1,Latvia,0.4,1.8,1.4,-1.3,-0.3,1.9,0.3,0.8,1.6,0.3,-0.7,-0.2
Monthly,Recreation and culture,Percentage change m/m-1,Montenegro,0.7 d,0.1 d,1.3 d,0.2 d,0.0 d,0.0 d,0.1 d,0.4 d,0.4 d,-0.2 d,-0.3 d,2.4 d
Monthly,Recreation and culture,Percentage change m/m-1,North Macedonia,-0.2 d,0.0 d,0.5 d,0.3 d,1.1 d,0.3 d,0.8 d,0.5 d,0.1 d,0.8 d,1.0 d,1.2 d
Monthly,Recreation and culture,Percentage change m/m-1,Malta,-1.1,0.1,0.2,1.7,2.1,1.0,0.5,-0.7,-0.1,-0.4,-2.0,0.5
Monthly,Recreation and culture,Percentage change m/m-1,Netherlands,0.2,0.5,-0.3,0.4,0.2,-0.3,3.0,0.0,-1.1,-0.3,-1.2,1.5
Monthly,Recreation and culture,Percentage change m/m-1,Norway,0.3,0.9,-0.4,1.6,0.1,-0.8,0.6,0.0,1.1,-0.4,-0.1,-0.1
Monthly,Recreation and culture,Percentage change m/m-1,Poland,2.2,1.7,-1.1,1.6,-1.5,1.4,2.3,0.4,-0.6,-0.6,-0.4,-0.5
Monthly,Recreation and culture,Percentage change m/m-1,Portugal,-0.4,0.8,-0.3,0.2,0.2,0.0,0.4,1.3,-1.3,-0.2,0.2,0.6
Monthly,Recreation and culture,Percentage change m/m-1,Romania,0.7,0.9,0.8,0.4,0.3,0.6,0.6,0.3,0.5,0.6,1.2,0.5
Monthly,Recreation and culture,Percentage change m/m-1,Serbia,0.6 d,0.1 d,-0.1 d,0.1 d,0.6 d,2.0 d,3.4 d,1.3 d,-3.0 d,0.4 d,0.0 d,0.2 d
Monthly,Recreation and culture,Percentage change m/m-1,Sweden,-0.3,0.9,-1.3,0.7,1.1,0.4,1.8,-2.0,1.2,1.0,-1.0,0.0
Monthly,Recreation and culture,Percentage change m/m-1,Slovenia,-0.7,2.0,-2.4,2.7,0.5,1.6,3.8,0.7,-3.1,-1.7,0.1,-1.5
Monthly,Recreation and culture,Percentage change m/m-1,Slovakia,0.9,0.4,-0.1,0.1,-0.1,0.5,0.8,0.0,-0.8,0.4,0.3,1.3
Monthly,Recreation and culture,Percentage change m/m-1,Türkiye,9.1 d,3.3 d,3.8 d,2.7 d,1.8 d,0.2 d,2.1 d,2.2 d,2.5 d,0.7 d,2.9 d,1.5 d
Monthly,Recreation and culture,Percentage change m/m-1,United States,0.8 d,0.2 d,-0.1 d,0.1 d,-0.2 d,0.0 d,0.2 d,-0.1 d,-0.6 d,0.3 d,0.1 d,-0.3 d
Monthly,Recreation and culture,Percentage change m/m-1,Kosovo*,0.2 d,0.0 d,0.1 d,0.0 d,-0.1 d,0.3 d,0.4 d,0.4 d,-0.3 d,0.1 d,0.3 d,0.0 d
Monthly,Recreation and culture,Percentage change m/m-12,Albania,6.0 d,6.0 d,3.9 d,4.5 d,3.9 d,0.7 d,1.3 d,3.3 d,4.0 d,3.7 d,3.9 d,5.4 d
Monthly,Recreation and culture,Percentage change m/m-12,Austria,6.0,5.8,5.4,3.0,3.4,3.5,3.6,3.4,3.0,3.5,2.4,3.0
Monthly,Recreation and culture,Percentage change m/m-12,Belgium,3.2,3.1,3.1,3.0,2.7,2.8,3.9,2.7,2.3,2.4,1.3,1.5
Monthly,Recreation and culture,Percentage change m/m-12,Bulgaria,0.8,0.0,0.3,-1.5,-0.1,0.8,0.0,0.3,0.3,-0.5,-1.1,-0.2
Monthly,Recreation and culture,Percentage change m/m-12,Switzerland,2.5,2.6,2.2,1.9,1.1,2.0,1.7,2.7,1.8,1.4,2.0,0.4
Monthly,Recreation and culture,Percentage change m/m-12,Cyprus,2.6,2.7,2.6,2.5,2.5,2.5,7.2,7.4,7.4,7.4,7.8,7.5
Monthly,Recreation and culture,Percentage change m/m-12,Czechia,5.1,4.4,4.2,4.5,4.5,2.8,3.6,3.9,3.3,3.9,3.6,3.4
Monthly,Recreation and culture,Percentage change m/m-12,Germany,3.6,3.6,2.6,2.8,3.2,2.7,2.6,2.3,2.8,3.2,2.1,3.3
Monthly,Recreation and culture,Percentage change m/m-12,Denmark,3.2,2.9,3.1,3.0,3.0,2.0,0.1,1.4,1.4,0.8,-0.1,-0.4
Monthly,Recreation and culture,Percentage change m/m-12,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",3.3,3.1,2.7,2.5,2.9,2.6,2.5,2.4,2.4,2.6,2.2,2.5
Monthly,Recreation and culture,Percentage change m/m-12,Euro area - 19 countries  (2015-2022),3.3,3.1,2.7,2.5,2.9,2.5,2.5,2.4,2.4,2.6,2.2,2.5
Monthly,Recreation and culture,Percentage change m/m-12,Euro area – 20 countries (from 2023),3.3,3.1,2.7,2.5,2.9,2.6,2.5,2.4,2.4,2.6,2.2,2.5
Monthly,Recreation and culture,Percentage change m/m-12,Estonia,5.2,5.9,4.6,4.3,5.1,5.7,4.5,5.9,5.1,6.5,3.9,4.4
Monthly,Recreation and culture,Percentage change m/m-12,Greece,2.8,3.2,3.5,2.8,3.0,2.8,2.6,2.4,2.4,2.6,2.7,2.7
Monthly,Recreation and culture,Percentage change m/m-12,Spain,4.1,3.7,4.8,2.8,3.7,3.8,1.9,2.4,1.3,2.6,2.5,3.9
Monthly,Recreation and culture,Percentage change m/m-12,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",3.7,3.4,3.0,2.8,3.1,2.7,2.6,2.7,2.7,2.8,2.6,2.7
Monthly,Recreation and culture,Percentage change m/m-12,European Union - 27 countries (from 2020),3.7,3.4,3.0,2.8,3.1,2.7,2.6,2.7,2.7,2.8,2.6,2.7
Monthly,Recreation and culture,Percentage change m/m-12,Finland,5.0,4.7,3.6,2.9,2.0,0.8,0.3,1.3,1.5,0.3,1.5,0.9
Monthly,Recreation and culture,Percentage change m/m-12,France,2.0,2.1,2.3,2.3,2.4,2.7,2.5,2.3,2.4,2.0,1.9,1.2
Monthly,Recreation and culture,Percentage change m/m-12,Croatia,3.9,4.6,4.0,4.7,4.0,4.2,4.1,5.2,5.0,5.3,4.7,5.0
Monthly,Recreation and culture,Percentage change m/m-12,Hungary,8.6,7.1,5.6,5.1,5.2,4.5,5.9,6.0,4.8,5.0,4.7,5.0
Monthly,Recreation and culture,Percentage change m/m-12,Ireland,9.5,7.2,8.3,5.1,4.4,2.9,2.6,2.0,2.8,3.7,2.7,3.3
Monthly,Recreation and culture,Percentage change m/m-12,Iceland,6.5,6.3,6.3,6.4,6.9,5.4,5.4,5.5,5.6,4.9,5.2,5.0
Monthly,Recreation and culture,Percentage change m/m-12,Italy,1.0,1.1,0.6,0.9,1.9,1.6,2.5,2.6,1.9,2.2,2.4,1.1
Monthly,Recreation and culture,Percentage change m/m-12,Lithuania,2.0,2.7,2.0,1.4,2.6,3.9,3.7,4.1,3.1,3.5,4.0,3.6
Monthly,Recreation and culture,Percentage change m/m-12,Luxembourg,4.0,4.4,5.5,2.7,4.2,3.4,2.7,3.0,2.2,1.8,2.3,5.1
Monthly,Recreation and culture,Percentage change m/m-12,Latvia,2.5,2.9,3.3,1.7,1.4,2.8,2.5,3.4,5.0,5.8,5.8,6.3
Monthly,Recreation and culture,Percentage change m/m-12,Montenegro,5.1 d,4.8 d,6.1 d,5.1 d,5.1 d,4.4 d,4.7 d,3.0 d,3.2 d,3.1 d,2.8 d,5.1 d
Monthly,Recreation and culture,Percentage change m/m-12,North Macedonia,1.8 d,1.6 d,2.4 d,1.5 d,2.8 d,2.4 d,3.6 d,3.6 d,4.3 d,5.3 d,6.4 d,6.7 d
Monthly,Recreation and culture,Percentage change m/m-12,Malta,-0.3,-1.0,-1.1,-0.9,-0.3,0.6,1.4,2.0,1.5,0.4,1.4,1.8
Monthly,Recreation and culture,Percentage change m/m-12,Netherlands,4.1,2.6,2.7,2.1,3.0,2.3,3.5,3.1,3.3,2.5,2.6,2.6
Monthly,Recreation and culture,Percentage change m/m-12,Norway,7.0,8.3,7.7,7.4,7.3,3.7,3.1,3.5,4.0,3.0,4.0,2.7
Monthly,Recreation and culture,Percentage change m/m-12,Poland,4.6,4.2,3.5,4.3,3.2,3.4,4.2,4.7,5.4,5.3,5.6,4.7
Monthly,Recreation and culture,Percentage change m/m-12,Portugal,3.0,1.4,1.7,0.8,1.7,0.9,0.2,1.5,1.8,2.1,2.0,1.4
Monthly,Recreation and culture,Percentage change m/m-12,Romania,8.5,8.5,8.5,8.4,8.1,7.0,7.0,6.8,6.5,6.5,7.6,7.5
Monthly,Recreation and culture,Percentage change m/m-12,Serbia,7.6 d,6.2 d,6.9 d,6.3 d,6.6 d,6.2 d,6.0 d,6.2 d,6.6 d,6.8 d,6.6 d,5.6 d
Monthly,Recreation and culture,Percentage change m/m-12,Sweden,6.3,5.0,4.9,4.2,3.6,1.1,-0.1,1.1,1.6,1.8,3.9,2.6
Monthly,Recreation and culture,Percentage change m/m-12,Slovenia,3.0,3.0,4.5,3.6,3.1,2.5,4.7,4.6,3.9,3.0,2.6,1.8
Monthly,Recreation and culture,Percentage change m/m-12,Slovakia,2.3,1.4,0.6,0.0,-0.5,-0.8,3.1,3.4,3.3,3.1,2.6,3.8
Monthly,Recreation and culture,Percentage change m/m-12,Türkiye,61.7 d,65.4 d,66.8 d,67.1 d,64.1 d,61.2 d,54.8 d,47.4 d,44.3 d,41.9 d,43.0 d,37.7 d
Monthly,Recreation and culture,Percentage change m/m-12,United States,2.3 d,1.2 d,0.9 d,0.7 d,0.6 d,0.5 d,0.9 d,1.0 d,0.0 d,0.4 d,0.9 d,0.4 d
Monthly,Recreation and culture,Percentage change m/m-12,Kosovo*,5.0 d,5.1 d,4.5 d,4.2 d,3.6 d,3.4 d,3.1 d,2.3 d,1.8 d,1.2 d,1.3 d,1.4 d
