Time frequency,Unit of measure,Rail network segment (2010),Train category\Time,2010.0
Annual,Number,K?Benhavn H - ?Sterport,Goods trains,548.0
Annual,Number,K?Benhavn H - ?Sterport,Passenger trains,90885.0
Annual,Number,?Sterport - Helgoland,Goods trains,548.0
Annual,Number,?Sterport - Helgoland,Passenger trains,48545.0
Annual,Number,Helgoland - Helsing?R,Goods trains,548.0
Annual,Number,Helgoland - Helsing?R,Passenger trains,40150.0
Annual,Number,K?Benhavn H - Kalvebod,Goods trains,0.0
Annual,Number,K?Benhavn H - Kalvebod,Passenger trains,60043.0
Annual,Number,Kalvebod - K?Benhavns Lufthavn,Goods trains,7300.0
Annual,Number,Kalvebod - K?Benhavns Lufthavn,Passenger trains,60043.0
Annual,Number,K?Benhavns Lufthavn - Drogden,Goods trains,7300.0
Annual,Number,K?Benhavns Lufthavn - Drogden,Passenger trains,29748.0
Annual,Number,Vigerslev - Kalvebod,Goods trains,6570.0
Annual,Number,Vigerslev - Kalvebod,Passenger trains,0.0
Annual,Number,Hvidovre Fj. - Vigerslev,Goods trains,7300.0
Annual,Number,Hvidovre Fj. - Vigerslev,Passenger trains,0.0
Annual,Number,K?Benhavn H - Hvidovre Fj.,Goods trains,548.0
Annual,Number,K?Benhavn H - Hvidovre Fj.,Passenger trains,64605.0
Annual,Number,Hvidovre Fj. - Roskilde,Goods trains,10038.0
Annual,Number,Hvidovre Fj. - Roskilde,Passenger trains,64605.0
Annual,Number,Roskilde - Ringsted,Goods trains,9673.0
Annual,Number,Roskilde - Ringsted,Passenger trains,46720.0
Annual,Number,Ringsted - Odense,Goods trains,9308.0
Annual,Number,Ringsted - Odense,Passenger trains,25003.0
Annual,Number,Roskilde - Holb?K,Goods trains,0.0
Annual,Number,Roskilde - Holb?K,Passenger trains,13688.0
Annual,Number,Holb?K - Kalundborg,Goods trains,0.0
Annual,Number,Holb?K - Kalundborg,Passenger trains,9125.0
Annual,Number,Roskilde - N?Stved Over K?Ge,Goods trains,365.0
Annual,Number,Roskilde - N?Stved Over K?Ge,Passenger trains,12045.0
Annual,Number,Ringsted - N?Stved,Goods trains,0.0
Annual,Number,Ringsted - N?Stved,Passenger trains,14418.0
Annual,Number,N?Stved - Nyk?Bing F,Goods trains,0.0
