Time frequency,Water process,Unit of measure,Geopolitical entity (reporting)\Time,1990.0,1995.0,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0
Annual,Population connected to public water supply (%),Percentage,Albania,:,:,:,:,:,:,:,:,:,:,:,79.5,80.3,80.8,80.0,80.6,80.0,81.0,80.4,78.3,78.0,77.7,77.53,77.7,78.0
Annual,Population connected to public water supply (%),Percentage,Austria,:,:,88.9,89.2,89.6,:,:,:,:,:,95.1,:,95 i,:,:,:,93 i,:,91.80 e,92.40 i,93.00 e,:,:,:,:
Annual,Population connected to public water supply (%),Percentage,Bosnia and Herzegovina,:,:,:,:,:,:,:,:,:,:,:,:,:,:,55.2,62.0,64.2,64.4,66.2,67.9,69.67,69.7,:,:,:
Annual,Population connected to public water supply (%),Percentage,Belgium,:,:,95.2,96.7,97.0,96.9,97.5,94.6,98.5,98.93,98.99,99.05,99.07,99.11,99.14,99.15,99.17,99.14,99.17,99.18,99.21,99.21,99.24,99.29,:
Annual,Population connected to public water supply (%),Percentage,Bulgaria,98.7,98.7,98.64,98.87,98.91,98.91,98.91,98.92,98.94,98.95,98.96,98.96,98.96 e,99.19 e,99.26 e,99.28 e,99.31 e,99.33 e,99.33 e,99.42 e,99.51 e,99.41 e,99.44 e,99.42 e,:
Annual,Population connected to public water supply (%),Percentage,Switzerland,:,:,:,:,:,:,:,:,:,:,:,:,:,:,99.2,:,:,:,:,:,:,:,:,:,:
Annual,Population connected to public water supply (%),Percentage,Cyprus,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Annual,Population connected to public water supply (%),Percentage,Czechia,:,:,87.1,87.3,89.8,89.8,91.6,91.6,92.4,92.3,92.3,92.8,92.8,93.5,93.6,93.7,94.2,94.2,94.4,94.7,94.7,94.6,94.6,96.0,95.6
Annual,Population connected to public water supply (%),Percentage,Germany,:,:,99.00 i,99.1,99.13 i,99.17 i,99.2,99.20 i,99.20 i,99.2,99.23 i,99.27 i,99.3,99.31 e,99.32,99.33,99.35 e,99.37 e,99.38,99.39 e,99.40 e,99.41,:,:,:
Annual,Population connected to public water supply (%),Percentage,Denmark,:,:,:,95.0,97.0,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
Annual,Population connected to public water supply (%),Percentage,Estonia,:,:,70.0,71.0,72.0,72.0,72.0,72.0,72.0,74.0,80.0,80.0,81.6,81.7,81.7,82.2,82.0,82.6,82.8,82.9,82.9,82.97,84.71,83.47,83.0
Annual,Population connected to public water supply (%),Percentage,Greece,:,:,85.0,87.0,88.0,89.0,90.0,91.0,92.0,94.0,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
Annual,Population connected to public water supply (%),Percentage,Spain,:,:,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.00 i,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,:,:
Annual,Population connected to public water supply (%),Percentage,Finland,:,:,:,:,:,:,:,:,:,:,:,:,:,91.0,92.0,93.00 i,94.0,:,:,:,:,:,:,:,:
Annual,Population connected to public water supply (%),Percentage,France,:,:,:,99.4,:,:,:,:,:,:,99.0,99.00 i,99.0,99.0,99.0,99.0,:,:,:,:,:,:,:,:,:
Annual,Population connected to public water supply (%),Percentage,Croatia,:,:,:,:,:,:,:,:,:,:,:,:,83.5,85.5,87.50 e,90.20 e,91.60 e,92.16 e,93.00 e,93.00 e,93.00 e,93.00 e,93.00 e,93.00 e,93.00 e
Annual,Population connected to public water supply (%),Percentage,Hungary,:,90.0,99.9,99.9,99.9,99.9,99.9,99.90 e,99.90 e,100.00 e,100.00 e,100.00 e,100.00 e,100.00 e,100.00 e,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Annual,Population connected to public water supply (%),Percentage,Ireland,:,:,:,:,71.95,72.28 e,72.60 e,72.93 e,73.25,73.43 e,73.60 e,73.78 e,73.95 e,74.13,74.49 e,74.86 e,75.22 e,75.59 e,75.95,76.47 e,76.99 e,77.51 e,78.03 e,78.55 e,79.07
Annual,Population connected to public water supply (%),Percentage,Lithuania,:,:,:,:,76.0,76.0,76.05,76.1,76.15,76.2,76.25,76.3,76.35,76.4,76.45,77.6,79.4,80.24,81.26,81.84,82.44,83.18,82.69,82.91,81.67
Annual,Population connected to public water supply (%),Percentage,Luxembourg,:,:,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9
Annual,Population connected to public water supply (%),Percentage,North Macedonia,90.0,90.0,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
Annual,Population connected to public water supply (%),Percentage,Malta,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Annual,Population connected to public water supply (%),Percentage,Netherlands,:,:,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,:
Annual,Population connected to public water supply (%),Percentage,Norway,:,:,89.2,88.6,89.0,89.0,89.0,90.0,90.0,90.0,90.0,89.0,88.0,89.0,89.0,89.0,89.0,89.48,89.44,89.49,89.32,88.91,88.61,87.54,88.31
Annual,Population connected to public water supply (%),Percentage,Poland,72.0,76.5,82.8,84.5,84.8,85.4,85.8,86.1,86.3,86.6,87.0,87.2,87.5,87.6,87.9,88.0,91.6,91.8,91.9,92.0,92.1,92.2,92.25,92.4,92.5
Annual,Population connected to public water supply (%),Percentage,Portugal,:,:,:,:,:,:,:,91.5,91.3,92.1,94.0,96.9,95.45 i,94.00 e,94.00 e,95.00 e,95.00 e,95.00 e,96.00 e,96.00 e,96.00 e,96.00 e,96.00 e,:,:
Annual,Population connected to public water supply (%),Percentage,Romania,:,:,54.00 i,53.00 i,54.2,52.00 i,52.00 i,52.00 i,53.00 i,49.2,53.1,54.9,55.7,56.5,60.3,61.4,62.5,63.7,65.2,67.5,69.4,70.9,72.4,74.1,74.9
Annual,Population connected to public water supply (%),Percentage,Serbia,:,:,65.04,66.22,67.41,68.83,69.87,71.14,72.42,73.37,77.27,77.84,77.66,78.25,80.15,81.94,83.68,85.04,85.87,86.94,87.89,88.95,89.81,91.06,93.67
Annual,Population connected to public water supply (%),Percentage,Sweden,:,:,85.6,85.70 i,85.80 i,85.90 i,86.00 i,86.1,86.24 i,86.38 i,86.52 i,86.66 i,86.8,86.96 i,87.12 i,87.28 i,87.44 i,87.6,87.80 i,88.00 i,88.20 i,88.40 i,88.6,88.6,:
Annual,Population connected to public water supply (%),Percentage,Slovakia,:,:,:,:,83.9,84.2,84.7,85.4,86.3,86.6,86.30 b,86.3,86.6,86.9,87.0,87.4,87.7,88.3,88.7,88.9,89.3,89.6,89.8,90.2,90.3
Annual,Population connected to public water supply (%),Percentage,Türkiye,:,69.9,73.9,74.8,76.1,76.6,78.5,79.60 e,81.7,81.50 e,98.6,98.30 e,98.3,:,98.3,:,97.4,:,98.3,:,98.61,:,98.76,:,98.85
