Time frequency,Unit of measure,Geopolitical entity (reporting)\Time,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,Kilogram of oil equivalent (KGOE),Albania,123.0,122.0,199.0,125.0,181.0,172.0,151.0,142.0,151.0,166.0,168.0,172.0,176.0,200.0,193.0,185.0,173.0,171.0,178.0,177.0,190.0,195.0,189.0,:
Annual,Kilogram of oil equivalent (KGOE),Austria,792.0,832.0,796.0,808.0,787.0,800.0,788.0,755.0,768.0,777.0,844.0,781.0,792.0,815.0,730.0,767.0,792.0,791.0,739.0,753.0,781.0,866.0,762.0,721.0
Annual,Kilogram of oil equivalent (KGOE),Bosnia and Herzegovina,:,:,:,:,:,:,:,:,:,:,:,:,:,:,256.0,303.0,324.0,298.0,492 p,:,:,:,533 p,:
Annual,Kilogram of oil equivalent (KGOE),Belgium,926.0,962.0,904.0,951.0,882.0,872.0,827.0,760.0,852.0,802.0,882.0,725 b,762 b,814.0,664.0,730.0,729.0,715.0,704.0,653.0,657.0,708.0,604.0,591 p
Annual,Kilogram of oil equivalent (KGOE),Bulgaria,257.0,247.0,270.0,287.0,270.0,273.0,284.0,273.0,282.0,284.0,303.0,323.0,322.0,313.0,306.0,314.0,327.0,341.0,332.0,327.0,364.0,369.0,331.0,317.0
Annual,Kilogram of oil equivalent (KGOE),Cyprus,253.0,249.0,272.0,291.0,277.0,429.0,437.0,443.0,427.0,441.0,405.0,417.0,405.0,354.0,343.0,382.0,392.0,398.0,385.0,408.0,408.0,394.0,395.0,363 p
Annual,Kilogram of oil equivalent (KGOE),Czechia,628.0,686.0,659.0,680.0,670.0,653.0,663.0,623.0,627.0,637.0,710.0,654.0,677.0,691.0,623.0,642.0,671.0,680.0,663.0,652.0,668.0,749 b,671 b,591.0
Annual,Kilogram of oil equivalent (KGOE),Germany,795.0,848.0,815.0,809.0,785.0,772.0,785.0,677.0,763.0,726.0,781.0,698 b,736.0,775.0,662.0,673.0,692.0,687.0,673.0,695.0,697.0,693.0,685.0,633 ep
Annual,Kilogram of oil equivalent (KGOE),Denmark,790.0,834.0,811.0,829.0,825.0,833.0,830.0,827.0,819.0,817.0,902.0,807.0,795.0,799.0,735.0,782.0,801.0,781.0,769.0,755.0,733.0,772.0,685.0,698.0
Annual,Kilogram of oil equivalent (KGOE),Estonia,663.0,682.0,664.0,674.0,677.0,656.0,654.0,717.0,712.0,727.0,771.0,705.0,734.0,708.0,676.0,652 b,707.0,714.0,712.0,717.0,711.0,725.0,715.0,683.0
Annual,Kilogram of oil equivalent (KGOE),Greece,422.0,440.0,457.0,511.0,500.0,507.0,506.0,491.0,476.0,440.0,420.0,498.0,461.0,348.0,353.0,412.0,403.0,409.0,364.0,382.0,400.0,405.0,414.0,362 ep
Annual,Kilogram of oil equivalent (KGOE),Spain,297.0,310.0,314.0,331.0,343.0,348.0,352.0,346.0,338.0,344.0,364.0,334.0,332.0,319.0,318.0,329.0,308.0,309.0,324.0,307.0,307.0,310.0,297.0,287 p
Annual,Kilogram of oil equivalent (KGOE),European Union - 27 countries (from 2020),579 be,610 b,595.0,614.0,607.0,612.0,608.0,569 b,601 b,595.0,633 b,573 b,598 b,605 be,531 be,554 be,568 e,568 be,562 e,556 be,556 be,588 bep,542 bep,512 ep
Annual,Kilogram of oil equivalent (KGOE),Finland,868.0,941.0,956.0,982.0,963.0,957.0,973.0,969.0,939.0,983.0,1084.0,945.0,1008.0,951.0,939.0,904.0,972.0,1046.0,1032.0,1020.0,956.0,1076.0,1008.0,991.0
