Time frequency,Unit of measure,Geopolitical entity (reporting)\Time,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0
Annual,Persons per square kilometre,Albania,:,100.7,100.6,100.4,100.1,99.9,99.8,99.6,99.1,101.6 e,101.0 e,98.8 e
Annual,Persons per square kilometre,Austria,101.8,102.3,102.9,103.7,104.9,106.0 b,106.8,107.1,107.6,107.6,108.1,109.6
Annual,Persons per square kilometre,Belgium,364.3,366.3,368.0,369.6,371.8,373.7 b,373.6,375.3,377.3,377.3,378.9,383.6
Annual,Persons per square kilometre,Bulgaria,67.5,67.1,66.7,66.3,66.2,64.8 b,64.3,63.9,63.4,63.4,63.0,60.4 b
Annual,Persons per square kilometre,Switzerland,197.8,199.9,202.3,204.7,207.1,210.1 b,212.0,213.6,215.1,215.1,216.7,220.2
Annual,Persons per square kilometre,Cyprus,92.3,93.8,93.5,92.5,92.0,92.4 b,93.3,94.4,95.7,95.7,96.8,99.1
Annual,Persons per square kilometre,Czechia,135.9,136.1,136.1,136.3,136.6,136.8 b,137.2,137.7,138.2,138.2,138.6,138.2
Annual,Persons per square kilometre,Germany,224.8,225.2,225.8,226.5,228.4,233.1 b,234.0,234.7,235.2,235.2,235.4,237.2 e
Annual,Persons per square kilometre,Denmark,129.7,130.4,130.8,131.5,132.4,136.4 b,137.3,138.0,138.5,138.5,138.9,140.6
Annual,Persons per square kilometre,Estonia,30.6,30.5,30.3,30.3,30.3,30.3 b,30.3,30.4,30.5,30.5,30.6,31.0
Annual,Persons per square kilometre,Greece,84.1,83.6,83.0,82.5,82.7,82.4 b,82.2,82.5,82.4,82.4,82.3,80.3
Annual,Persons per square kilometre,Spain,93.2,93.2,92.9,92.5,92.5,92.5 b,92.7,93.1,93.8,93.8,94.2,95.0
Annual,Persons per square kilometre,European Union - 27 countries (from 2020),107.1 e,107.3 e,107.4 e,108.0 e,108.1 e,108.5 b,108.6,108.8,109.0,108.9 be,109.0 ep,109.1 bep
Annual,Persons per square kilometre,Finland,17.7,17.8,17.9,18.0,18.0,18.1 b,18.1,18.1,18.2,18.1,18.2,18.3
Annual,Persons per square kilometre,France,102.9,103.4,103.9,104.6,105.1,105.3,105.6,105.9,106.1,106.3,106.6 p,107.4 p
Annual,Persons per square kilometre,Croatia,75.7,75.4,75.2,74.9,74.4,74.6 b,73.9,73.2,72.8,72.8,72.4,69.0
Annual,Persons per square kilometre,Hungary,107.2,106.6,106.4,108.1,107.9,107.6 b,107.3,107.1,107.1,107.1,106.9,105.7 b
Annual,Persons per square kilometre,Ireland,67.0,67.3,67.6,67.8,68.5,69.3 b,70.0,70.9,71.9,71.9 e,72.6,75.2
Annual,Persons per square kilometre,Iceland,3.2,3.2,3.2,3.3,3.3,3.3 b,3.4,3.5,3.6,3.6,3.6,3.8
Annual,Persons per square kilometre,Italy,201.2,201.8,199.4,206.0,205.8,205.4 b,203.3,202.9,201.5,200.6 b,199.6,198.2
Annual,Persons per square kilometre,Liechtenstein,232.5,234.7,236.8,235.7,237.3,238.7 b,240.3,242.1,244.1,244.1,246.2,250.0
Annual,Persons per square kilometre,Lithuania,48.3,47.7,47.2,46.8,46.4,45.8 b,45.2,44.7,44.6,44.6,44.6,45.2
Annual,Persons per square kilometre,Luxembourg,200.4,205.3,210.1,215.1,220.3,225.1 b,230.6,235.1,239.8,239.8,243.8,252.6
Annual,Persons per square kilometre,Latvia,33.1,32.7,32.4,32.0,31.8,31.0 b,30.7,30.4,30.2,30.2,30.0,29.7
Annual,Persons per square kilometre,Montenegro,44.9,44.9,45.0,45.0,45.0,45.7 b,45.7,45.7,45.7,45.7,45.6,:
Annual,Persons per square kilometre,North Macedonia,82.6,82.7,82.8,83.0,83.1,83.2 b,83.3,83.4,83.4,83.4,83.3,73.7 b
Annual,Persons per square kilometre,Malta,1317.3,1329.2,1348.0,1375.2,1408.4,1450.2 b,1495.2,1548.3,1595.1,1610.4,1646.4,1692.7
Annual,Persons per square kilometre,Netherlands,494.5,496.9,498.4,500.9,503.1,498.1 b,501.1,504.0,507.3,507.3,510.2,517.8
Annual,Persons per square kilometre,Norway,16.2,16.5,16.7,16.9,17.1,16.9 b,17.1,17.2,17.3,17.3,17.4,17.7
Annual,Persons per square kilometre,Poland,124.3,124.3,124.2,123.7,123.6,123.6 b,123.6,123.6,123.6,123.6 e,123.4 ep,121.1 b
Annual,Persons per square kilometre,Portugal,114.5,114.0,113.4,112.8,112.3,113.5 b,113.2,113.0,113.0,113.0,113.2,114.4 bp
Annual,Persons per square kilometre,Romania,93.0,87.1,86.9,86.6,86.1,85.6,85.2,83.1,82.7,82.7 e,82.2 e,81.3 e
Annual,Persons per square kilometre,Serbia,:,:,:,:,:,:,91.5,91.0,90.5,:,:,:
Annual,Persons per square kilometre,Sweden,23.0,23.4,23.6,23.8,24.1,24.4 b,24.7,25.0,25.2,25.2,25.4,25.7
Annual,Persons per square kilometre,Slovenia,101.9,102.2,102.3,102.4,102.4,102.5 b,102.6,102.9,103.7,103.7,104.4,104.8
Annual,Persons per square kilometre,Slovakia,110.1,110.3,110.4,110.5,110.6,111.5 b,111.7,111.8,112.0,112.0,112.1,111.5
Annual,Persons per square kilometre,Türkiye,96.4,97.7,98.9,100.3,101.6,103.4 b,104.8,106.2,107.7,107.7 be,108.8,110.9
Annual,Persons per square kilometre,United Kingdom,260.9,262.7,264.4,266.4,268.5,270.6 b,272.4,273.8,:,275.3,:,:
