Time frequency,Unit of measure,Quantile,Working time,Geopolitical entity (reporting)\Time,2014.0
Annual,Euro,Ninetieth percentile,Full-time,Iceland,5021.0
Annual,Euro,Ninetieth percentile,Full-time,Italy,3955.0
Annual,Euro,Ninetieth percentile,Full-time,Lithuania,1207.0
Annual,Euro,Ninetieth percentile,Full-time,Luxembourg,7154.0
Annual,Euro,Ninetieth percentile,Full-time,Latvia,1400.0
Annual,Euro,Ninetieth percentile,Full-time,Montenegro,1242.0
Annual,Euro,Ninetieth percentile,Full-time,North Macedonia,814.0
Annual,Euro,Ninetieth percentile,Full-time,Malta,2768.0
Annual,Euro,Ninetieth percentile,Full-time,Netherlands,5516.0
Annual,Euro,Ninetieth percentile,Full-time,Norway,8124.0
Annual,Euro,Ninetieth percentile,Full-time,Poland,1661.0
Annual,Euro,Ninetieth percentile,Full-time,Portugal,2362.0
Annual,Euro,Ninetieth percentile,Full-time,Romania,949.0
Annual,Euro,Ninetieth percentile,Full-time,Serbia,983.0
Annual,Euro,Ninetieth percentile,Full-time,Sweden,5347.0
Annual,Euro,Ninetieth percentile,Full-time,Slovenia,2628.0
Annual,Euro,Ninetieth percentile,Full-time,Slovakia,1523.0
Annual,Euro,Ninetieth percentile,Full-time,Türkiye,1376.0
Annual,Euro,Ninetieth percentile,Full-time,United Kingdom,5684.0
Annual,Euro,Ninetieth percentile,Part-time,Austria,3533.0
Annual,Euro,Ninetieth percentile,Part-time,Belgium,3917.0
Annual,Euro,Ninetieth percentile,Part-time,Bulgaria,580.0
Annual,Euro,Ninetieth percentile,Part-time,Switzerland,8226.0
Annual,Euro,Ninetieth percentile,Part-time,Cyprus,2063.0
Annual,Euro,Ninetieth percentile,Part-time,Czechia,1463.0
Annual,Euro,Ninetieth percentile,Part-time,Germany,4053.0
Annual,Euro,Ninetieth percentile,Part-time,Denmark,4500.0
Annual,Euro,Ninetieth percentile,Part-time,Euro area - 17 countries (2011-2013),3851.0
Annual,Euro,Ninetieth percentile,Part-time,Euro area - 18 countries (2014),3842.0
Annual,Euro,Ninetieth percentile,Part-time,Euro area - 19 countries  (2015-2022),3834.0
Annual,Euro,Ninetieth percentile,Part-time,Estonia,1593.0
Annual,Euro,Ninetieth percentile,Part-time,Greece,1482.0
Annual,Euro,Ninetieth percentile,Part-time,Spain,2400.0
Annual,Euro,Ninetieth percentile,Part-time,European Union - 27 countries (2007-2013),3894.0
Annual,Euro,Ninetieth percentile,Part-time,European Union - 28 countries (2013-2020),3893.0
Annual,Euro,Ninetieth percentile,Part-time,Finland,4305.0
Annual,Euro,Ninetieth percentile,Part-time,France,3702.0
Annual,Euro,Ninetieth percentile,Part-time,Croatia,1551.0
Annual,Euro,Ninetieth percentile,Part-time,Hungary,1496.0
Annual,Euro,Ninetieth percentile,Part-time,Ireland,5611.0
Annual,Euro,Ninetieth percentile,Part-time,Iceland,4240.0
Annual,Euro,Ninetieth percentile,Part-time,Italy,2560.0
Annual,Euro,Ninetieth percentile,Part-time,Lithuania,1282.0
Annual,Euro,Ninetieth percentile,Part-time,Luxembourg,6898.0
Annual,Euro,Ninetieth percentile,Part-time,Latvia,1386.0
Annual,Euro,Ninetieth percentile,Part-time,Montenegro,1426.0
Annual,Euro,Ninetieth percentile,Part-time,North Macedonia,589.0
Annual,Euro,Ninetieth percentile,Part-time,Malta,2341.0
Annual,Euro,Ninetieth percentile,Part-time,Netherlands,3911.0
Annual,Euro,Ninetieth percentile,Part-time,Norway,5637.0
Annual,Euro,Ninetieth percentile,Part-time,Poland,1373.0
Annual,Euro,Ninetieth percentile,Part-time,Portugal,2136.0
Annual,Euro,Ninetieth percentile,Part-time,Romania,656.0
Annual,Euro,Ninetieth percentile,Part-time,Serbia,757.0
Annual,Euro,Ninetieth percentile,Part-time,Sweden,3969.0
Annual,Euro,Ninetieth percentile,Part-time,Slovenia,1839.0
Annual,Euro,Ninetieth percentile,Part-time,Slovakia,1294.0
Annual,Euro,Ninetieth percentile,Part-time,Türkiye,1760.0
Annual,Euro,Ninetieth percentile,Part-time,United Kingdom,4246.0
Annual,Euro,Ninetieth percentile,Total,Netherlands,4746.0
Annual,National currency,Median,Full-time,Austria,2601.0
Annual,National currency,Median,Full-time,Belgium,2956.0
Annual,National currency,Median,Full-time,Bulgaria,612.0
Annual,National currency,Median,Full-time,Switzerland,6691.0
Annual,National currency,Median,Full-time,Cyprus,1480.0
Annual,National currency,Median,Full-time,Czechia,21726.0
Annual,National currency,Median,Full-time,Germany,2955.0
Annual,National currency,Median,Full-time,Denmark,31362.0
Annual,National currency,Median,Full-time,Euro area - 17 countries (2011-2013),2435.0
Annual,National currency,Median,Full-time,Euro area - 18 countries (2014),2424.0
Annual,National currency,Median,Full-time,Euro area - 19 countries  (2015-2022),2405.0
Annual,National currency,Median,Full-time,Estonia,921.0
Annual,National currency,Median,Full-time,Greece,1436.0
Annual,National currency,Median,Full-time,Spain,1792.0
Annual,National currency,Median,Full-time,European Union - 27 countries (2007-2013),2267.0
Annual,National currency,Median,Full-time,European Union - 28 countries (2013-2020),2253.0
Annual,National currency,Median,Full-time,Finland,2928.0
Annual,National currency,Median,Full-time,France,2374.0
Annual,National currency,Median,Full-time,Croatia,6863.0
Annual,National currency,Median,Full-time,Hungary,189857.0
Annual,National currency,Median,Full-time,Ireland,3437.0
Annual,National currency,Median,Full-time,Iceland,454359.0
Annual,National currency,Median,Full-time,Italy,2178.0
Annual,National currency,Median,Full-time,Lithuania,1972.0
Annual,National currency,Median,Full-time,Luxembourg,3451.0
Annual,National currency,Median,Full-time,Latvia,650.0
Annual,National currency,Median,Full-time,Montenegro,608.0
Annual,National currency,Median,Full-time,North Macedonia,25081.0
Annual,National currency,Median,Full-time,Malta,1553.0
Annual,National currency,Median,Full-time,Netherlands,3041.0
Annual,National currency,Median,Full-time,Norway,40251.0
Annual,National currency,Median,Full-time,Poland,3301.0
Annual,National currency,Median,Full-time,Portugal,901.0
Annual,National currency,Median,Full-time,Romania,1711.0
Annual,National currency,Median,Full-time,Serbia,56541.0
Annual,National currency,Median,Full-time,Sweden,30380.0
Annual,National currency,Median,Full-time,Slovenia,1314.0
Annual,National currency,Median,Full-time,Slovakia,779.0
Annual,National currency,Median,Full-time,Türkiye,1404.0
Annual,National currency,Median,Full-time,United Kingdom,2297.0
Annual,National currency,Median,Part-time,Austria,1987.0
Annual,National currency,Median,Part-time,Belgium,2613.0
Annual,National currency,Median,Part-time,Bulgaria,479.0
Annual,National currency,Median,Part-time,Switzerland,5858.0
Annual,National currency,Median,Part-time,Cyprus,1033.0
Annual,National currency,Median,Part-time,Czechia,20322.0
Annual,National currency,Median,Part-time,Germany,2032.0
Annual,National currency,Median,Part-time,Denmark,21447.0
Annual,National currency,Median,Part-time,Euro area - 17 countries (2011-2013),1970.0
Annual,National currency,Median,Part-time,Euro area - 18 countries (2014),1958.0
Annual,National currency,Median,Part-time,Euro area - 19 countries  (2015-2022),1950.0
Annual,National currency,Median,Part-time,Estonia,788.0
Annual,National currency,Median,Part-time,Greece,928.0
Annual,National currency,Median,Part-time,Spain,1291.0
Annual,National currency,Median,Part-time,European Union - 27 countries (2007-2013),1931.0
Annual,National currency,Median,Part-time,European Union - 28 countries (2013-2020),1929.0
Annual,National currency,Median,Part-time,Finland,2354.0
Annual,National currency,Median,Part-time,France,1998.0
Annual,National currency,Median,Part-time,Croatia,7543.0
Annual,National currency,Median,Part-time,Hungary,225976.0
Annual,National currency,Median,Part-time,Ireland,2785.0
Annual,National currency,Median,Part-time,Iceland,367947.0
Annual,National currency,Median,Part-time,Italy,1630.0
Annual,National currency,Median,Part-time,Lithuania,1695.0
Annual,National currency,Median,Part-time,Luxembourg,3244.0
Annual,National currency,Median,Part-time,Latvia,521.0
Annual,National currency,Median,Part-time,Montenegro,684.0
Annual,National currency,Median,Part-time,North Macedonia,15468.0
Annual,National currency,Median,Part-time,Malta,1189.0
Annual,National currency,Median,Part-time,Netherlands,2261.0
Annual,National currency,Median,Part-time,Norway,32532.0
Annual,National currency,Median,Part-time,Poland,2845.0
Annual,National currency,Median,Part-time,Portugal,736.0
Annual,National currency,Median,Part-time,Romania,1129.0
Annual,National currency,Median,Part-time,Serbia,62407.0
Annual,National currency,Median,Part-time,Sweden,26158.0
Annual,National currency,Median,Part-time,Slovenia,921.0
Annual,National currency,Median,Part-time,Slovakia,600.0
Annual,National currency,Median,Part-time,Türkiye,1192.0
Annual,National currency,Median,Part-time,United Kingdom,1453.0
Annual,National currency,Median,Total,Netherlands,2592.0
Annual,National currency,Tenth percentile,Full-time,Austria,1500.0
Annual,National currency,Tenth percentile,Full-time,Belgium,2159.0
Annual,National currency,Tenth percentile,Full-time,Bulgaria,362.0
Annual,National currency,Tenth percentile,Full-time,Switzerland,4591.0
Annual,National currency,Tenth percentile,Full-time,Cyprus,854.0
Annual,National currency,Tenth percentile,Full-time,Czechia,12006.0
Annual,National currency,Tenth percentile,Full-time,Germany,1527.0
Annual,National currency,Tenth percentile,Full-time,Denmark,21037.0
Annual,National currency,Tenth percentile,Full-time,Euro area - 17 countries (2011-2013),1201.0
Annual,National currency,Tenth percentile,Full-time,Euro area - 18 countries (2014),1167.0
Annual,National currency,Tenth percentile,Full-time,Euro area - 19 countries  (2015-2022),1091.0
Annual,National currency,Tenth percentile,Full-time,Estonia,479.0
Annual,National currency,Tenth percentile,Full-time,Greece,786.0
Annual,National currency,Tenth percentile,Full-time,Spain,1112.0
Annual,National currency,Tenth percentile,Full-time,European Union - 27 countries (2007-2013),607.0
Annual,National currency,Tenth percentile,Full-time,European Union - 28 countries (2013-2020),603.0
Annual,National currency,Tenth percentile,Full-time,Finland,2086.0
Annual,National currency,Tenth percentile,Full-time,France,1583.0
Annual,National currency,Tenth percentile,Full-time,Croatia,3642.0
Annual,National currency,Tenth percentile,Full-time,Hungary,117927.0
Annual,National currency,Tenth percentile,Full-time,Ireland,1861.0
Annual,National currency,Tenth percentile,Full-time,Iceland,289124.0
Annual,National currency,Tenth percentile,Full-time,Italy,1525.0
Annual,National currency,Tenth percentile,Full-time,Lithuania,1101.0
Annual,National currency,Tenth percentile,Full-time,Luxembourg,2237.0
Annual,National currency,Tenth percentile,Full-time,Latvia,350.0
Annual,National currency,Tenth percentile,Full-time,Montenegro,291.0
Annual,National currency,Tenth percentile,Full-time,North Macedonia,14482.0
Annual,National currency,Tenth percentile,Full-time,Malta,942.0
Annual,National currency,Tenth percentile,Full-time,Netherlands,1836.0
Annual,National currency,Tenth percentile,Full-time,Norway,28280.0
Annual,National currency,Tenth percentile,Full-time,Poland,1732.0
Annual,National currency,Tenth percentile,Full-time,Portugal,583.0
Annual,National currency,Tenth percentile,Full-time,Romania,902.0
Annual,National currency,Tenth percentile,Full-time,Serbia,31203.0
Annual,National currency,Tenth percentile,Full-time,Sweden,23183.0
Annual,National currency,Tenth percentile,Full-time,Slovenia,789.0
Annual,National currency,Tenth percentile,Full-time,Slovakia,435.0
Annual,National currency,Tenth percentile,Full-time,Türkiye,1134.0
Annual,National currency,Tenth percentile,Full-time,United Kingdom,1277.0
Annual,National currency,Tenth percentile,Part-time,Austria,1400.0
Annual,National currency,Tenth percentile,Part-time,Belgium,1987.0
Annual,National currency,Tenth percentile,Part-time,Bulgaria,344.0
Annual,National currency,Tenth percentile,Part-time,Switzerland,3954.0
Annual,National currency,Tenth percentile,Part-time,Cyprus,722.0
Annual,National currency,Tenth percentile,Part-time,Czechia,10298.0
Annual,National currency,Tenth percentile,Part-time,Germany,1172.0
Annual,National currency,Tenth percentile,Part-time,Denmark,14142.0
Annual,National currency,Tenth percentile,Part-time,Euro area - 17 countries (2011-2013),1120.0
Annual,National currency,Tenth percentile,Part-time,Euro area - 18 countries (2014),1093.0
Annual,National currency,Tenth percentile,Part-time,Euro area - 19 countries  (2015-2022),1071.0
Annual,National currency,Tenth percentile,Part-time,Estonia,412.0
Annual,National currency,Tenth percentile,Part-time,Greece,586.0
Annual,National currency,Tenth percentile,Part-time,Spain,896.0
Annual,National currency,Tenth percentile,Part-time,European Union - 27 countries (2007-2013),1037.0
Annual,National currency,Tenth percentile,Part-time,European Union - 28 countries (2013-2020),1036.0
Annual,National currency,Tenth percentile,Part-time,Finland,1797.0
Annual,National currency,Tenth percentile,Part-time,France,1444.0
Annual,National currency,Tenth percentile,Part-time,Croatia,3680.0
Annual,National currency,Tenth percentile,Part-time,Hungary,143241.0
Annual,National currency,Tenth percentile,Part-time,Ireland,1319.0
Annual,National currency,Tenth percentile,Part-time,Iceland,256448.0
Annual,National currency,Tenth percentile,Part-time,Italy,1285.0
Annual,National currency,Tenth percentile,Part-time,Lithuania,1036.0
Annual,National currency,Tenth percentile,Part-time,Luxembourg,2064.0
Annual,National currency,Tenth percentile,Part-time,Latvia,354.0
Annual,National currency,Tenth percentile,Part-time,Montenegro,302.0
Annual,National currency,Tenth percentile,Part-time,North Macedonia,11955.0
Annual,National currency,Tenth percentile,Part-time,Malta,894.0
Annual,National currency,Tenth percentile,Part-time,Netherlands,1155.0
Annual,National currency,Tenth percentile,Part-time,Norway,23877.0
Annual,National currency,Tenth percentile,Part-time,Poland,1682.0
Annual,National currency,Tenth percentile,Part-time,Portugal,533.0
Annual,National currency,Tenth percentile,Part-time,Romania,902.0
Annual,National currency,Tenth percentile,Part-time,Serbia,37538.0
Annual,National currency,Tenth percentile,Part-time,Sweden,20499.0
Annual,National currency,Tenth percentile,Part-time,Slovenia,640.0
Annual,National currency,Tenth percentile,Part-time,Slovakia,374.0
Annual,National currency,Tenth percentile,Part-time,Türkiye,750.0
Annual,National currency,Tenth percentile,Part-time,United Kingdom,1060.0
Annual,National currency,Tenth percentile,Total,Netherlands,1432.0
Annual,National currency,Ninetieth percentile,Full-time,Austria,4866.0
Annual,National currency,Ninetieth percentile,Full-time,Belgium,5005.0
Annual,National currency,Ninetieth percentile,Full-time,Bulgaria,1520.0
Annual,National currency,Ninetieth percentile,Full-time,Switzerland,11705.0
Annual,National currency,Ninetieth percentile,Full-time,Cyprus,3278.0
Annual,National currency,Ninetieth percentile,Full-time,Czechia,40037.0
Annual,National currency,Ninetieth percentile,Full-time,Germany,5604.0
Annual,National currency,Ninetieth percentile,Full-time,Denmark,51997.0
Annual,National currency,Ninetieth percentile,Full-time,Euro area - 17 countries (2011-2013),4832.0
Annual,National currency,Ninetieth percentile,Full-time,Euro area - 18 countries (2014),4819.0
Annual,National currency,Ninetieth percentile,Full-time,Euro area - 19 countries  (2015-2022),4797.0
Annual,National currency,Ninetieth percentile,Full-time,Estonia,1813.0
Annual,National currency,Ninetieth percentile,Full-time,Greece,2613.0
Annual,National currency,Ninetieth percentile,Full-time,Spain,3474.0
Annual,National currency,Ninetieth percentile,Full-time,European Union - 27 countries (2007-2013),4784.0
Annual,National currency,Ninetieth percentile,Full-time,European Union - 28 countries (2013-2020),4770.0
Annual,National currency,Ninetieth percentile,Full-time,Finland,4854.0
Annual,National currency,Ninetieth percentile,Full-time,France,4512.0
Annual,National currency,Ninetieth percentile,Full-time,Croatia,13078.0
Annual,National currency,Ninetieth percentile,Full-time,Hungary,417685.0
Annual,National currency,Ninetieth percentile,Full-time,Ireland,6704.0
Annual,National currency,Ninetieth percentile,Full-time,Iceland,777552.0
Annual,National currency,Ninetieth percentile,Full-time,Italy,3955.0
Annual,National currency,Ninetieth percentile,Full-time,Lithuania,4168.0
Annual,National currency,Ninetieth percentile,Full-time,Luxembourg,7154.0
Annual,National currency,Ninetieth percentile,Full-time,Latvia,1400.0
Annual,National currency,Ninetieth percentile,Full-time,Montenegro,1242.0
Annual,National currency,Ninetieth percentile,Full-time,North Macedonia,50162.0
Annual,National currency,Ninetieth percentile,Full-time,Malta,2768.0
Annual,National currency,Ninetieth percentile,Full-time,Netherlands,5516.0
Annual,National currency,Ninetieth percentile,Full-time,Norway,67871.0
Annual,National currency,Ninetieth percentile,Full-time,Poland,6950.0
Annual,National currency,Ninetieth percentile,Full-time,Portugal,2362.0
Annual,National currency,Ninetieth percentile,Full-time,Romania,4217.0
Annual,National currency,Ninetieth percentile,Full-time,Serbia,115312.0
Annual,National currency,Ninetieth percentile,Full-time,Sweden,48650.0
Annual,National currency,Ninetieth percentile,Full-time,Slovenia,2628.0
Annual,National currency,Ninetieth percentile,Full-time,Slovakia,1523.0
Annual,National currency,Ninetieth percentile,Full-time,Türkiye,3999.0
Annual,National currency,Ninetieth percentile,Full-time,United Kingdom,4582.0
Annual,National currency,Ninetieth percentile,Part-time,Austria,3533.0
Annual,National currency,Ninetieth percentile,Part-time,Belgium,3917.0
Annual,National currency,Ninetieth percentile,Part-time,Bulgaria,1134.0
Annual,National currency,Ninetieth percentile,Part-time,Switzerland,9991.0
