Time frequency,Sex,Legal status,Unit of measure,Geopolitical entity (reporting)\Time,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0
Annual,Males,Victim,Per hundred thousand inhabitants,Germany,0.19,0.27,0.12,0.11,0.06,0.18,0.11,0.14,0.13,0.47,0.28,0.22,0.42,0.39,2.01
Annual,Males,Victim,Per hundred thousand inhabitants,Denmark,0.0,0.04,0.04,0.0,0.36,0.43,0.29,1.49,0.25,0.28,2.12,0.76,0.73,1.27,0.82
Annual,Males,Victim,Per hundred thousand inhabitants,Estonia,:,:,:,6.29,2.26,1.62,0.16,0.65,0.49,0.16,0.32,0.32,0.16,1.27,4.89
Annual,Males,Victim,Per hundred thousand inhabitants,Greece,0.15,0.38,0.16,0.51,0.33,0.97,0.21,1.04,2.26,0.48,0.75,0.61,1.0,0.89,1.27
Annual,Males,Victim,Per hundred thousand inhabitants,Spain,:,0.09,0.58,0.07,0.01,0.0,0.03,0.44,0.12,0.33,0.37,0.65,0.21,0.1,0.36
Annual,Males,Victim,Per hundred thousand inhabitants,European Union (aggregate changing according to the context),0.65,0.58,0.64,0.72,0.84,0.65,0.52,0.64,0.7,0.84,0.87,1.33,1.01,0.96,1.65
Annual,Males,Victim,Per hundred thousand inhabitants,Finland,0.69,1.49,1.1,1.52,1.43,0.71,0.41,0.56,1.63,1.18,1.29,1.69,2.82,2.05,4.85
Annual,Males,Victim,Per hundred thousand inhabitants,France,0.04,0.18,0.07,0.05,0.03,0.06,0.09,:,1.1,0.97,1.2,1.47,1.0,1.51,2.03
Annual,Males,Victim,Per hundred thousand inhabitants,Croatia,0.24,0.0,0.05,0.05,0.19,0.49,0.39,0.0,0.45,0.8,2.42,0.41,0.41,0.51,0.21
Annual,Males,Victim,Per hundred thousand inhabitants,Hungary,0.02,0.0,0.19,0.15,0.08,1.17,0.81,1.24,1.19,1.24,0.88,0.41,0.09,1.44,1.46
Annual,Males,Victim,Per hundred thousand inhabitants,Ireland,:,0.4,0.75,0.4,0.75,0.48,0.65,0.87,1.54,1.35,1.46,0.17,0.2,0.65,0.6
Annual,Males,Victim,Per hundred thousand inhabitants,Italy,0.83,:,:,1.25,2.52,:,:,0.41,0.41,0.5,0.28,2.04,1.45,1.23,2.46
Annual,Males,Victim,Per hundred thousand inhabitants,Lithuania,0.0,0.0,0.0,0.0,0.22,1.68,1.92,1.93,1.88,2.59,0.77,1.62,0.61,1.22,0.38
Annual,Males,Victim,Per hundred thousand inhabitants,Luxembourg,0.0,0.0,0.4,0.0,0.38,0.0,2.54,0.0,1.73,2.7,1.32,1.62,2.54,12.52,6.15
Annual,Males,Victim,Per hundred thousand inhabitants,Latvia,0.0,0.1,0.0,0.42,0.32,0.0,0.87,0.11,0.44,0.34,0.56,2.6,3.86,5.6,0.81
Annual,Males,Victim,Per hundred thousand inhabitants,Malta,0.0,0.0,0.0,0.48,0.0,0.0,2.33,0.0,7.95,0.0,5.82,1.19,0.0,0.0,1.11
Annual,Males,Victim,Per hundred thousand inhabitants,Netherlands,0.57,1.69,1.38,2.73,2.4,1.96,2.7,3.26,2.64,3.0,2.92,7.49,4.86,3.09,3.53
Annual,Males,Victim,Per hundred thousand inhabitants,Poland,:,:,:,:,:,0.33,0.35,0.26,0.19,:,:,:,:,0.0,:
Annual,Males,Victim,Per hundred thousand inhabitants,Portugal,0.24,0.24,0.12,0.04,0.06,2.36,1.03,1.6,2.73,0.82,1.6,2.21,1.34,3.03,3.11
Annual,Males,Victim,Per hundred thousand inhabitants,Romania,6.23,3.62,5.1,3.91,3.74,3.27,1.99,:,:,1.63,1.4,1.23,1.41,0.65,1.08
Annual,Males,Victim,Per hundred thousand inhabitants,Sweden,0.02,0.09,0.11,0.21,0.13,:,0.04,:,0.08,:,:,2.16,1.31,1.07,1.6
Annual,Males,Victim,Per hundred thousand inhabitants,Slovenia,0.1,1.49,0.3,0.1,0.2,0.1,0.1,0.0,0.2,0.1,3.02,0.1,0.0,0.09,0.0
Annual,Males,Victim,Per hundred thousand inhabitants,Slovakia,0.08,0.65,0.53,0.5,0.23,0.34,0.46,1.59,1.02,1.13,0.83,1.32,1.01,0.75,0.87
Annual,Total,Victim,Per hundred thousand inhabitants,Austria,0.43,1.31,0.74,0.84,1.23,0.85,0.92,4.49,4.31,4.43,4.43,4.56,4.29,4.43,5.01
Annual,Total,Victim,Per hundred thousand inhabitants,Belgium,1.84,1.47,1.26,1.35,1.42,1.04,1.23,1.04,1.05,1.23,1.18,1.34,0.71,1.26,1.99
Annual,Total,Victim,Per hundred thousand inhabitants,Bulgaria,3.33,4.63,7.81,7.34,7.9,7.41,6.78,5.68,6.25,0.27,0.13,0.43,0.81,0.62,0.6
Annual,Total,Victim,Per hundred thousand inhabitants,Cyprus,7.47,14.18,6.35,4.76,4.29,16.17,12.7,5.43,5.19,15.68,18.05,4.11,2.82,2.34,1.77
Annual,Total,Victim,Per hundred thousand inhabitants,Czechia,1.38,0.53,1.25,0.96,0.95,0.83,0.65,0.04,0.13,:,:,0.22,0.19,0.13,0.18
Annual,Total,Victim,Per hundred thousand inhabitants,Germany,0.84,0.89,0.8,0.84,0.78,0.75,0.72,0.58,0.65,0.94,0.73,0.71,0.82,0.96,2.01
Annual,Total,Victim,Per hundred thousand inhabitants,Denmark,0.51,0.85,0.96,1.08,1.18,1.36,1.26,1.64,2.12,1.71,1.68,1.1,1.32,1.37,1.24
Annual,Total,Victim,Per hundred thousand inhabitants,Estonia,4.11,5.84,4.28,4.21,1.66,1.82,0.15,0.99,0.76,0.76,0.91,0.91,0.38,2.63,6.53
Annual,Total,Victim,Per hundred thousand inhabitants,Greece,0.69,1.09,0.83,0.87,0.85,0.93,0.71,1.46,3.21,1.34,1.2,1.44,1.56,1.47,3.42
Annual,Total,Victim,Per hundred thousand inhabitants,Spain,:,0.96,3.45,0.5,0.27,0.57,0.33,0.58,0.42,0.47,0.51,1.11,0.57,0.4,0.48
Annual,Total,Victim,Per hundred thousand inhabitants,European Union (aggregate changing according to the context),1.63,1.7,2.13,1.69,2.01,1.57,1.4,1.61,1.73,1.74,1.59,1.74,1.46,1.6,2.26
Annual,Total,Victim,Per hundred thousand inhabitants,Finland,0.55,1.2,1.29,1.62,1.39,1.03,0.84,0.95,2.37,1.55,1.6,1.87,2.57,2.58,4.31
Annual,Total,Victim,Per hundred thousand inhabitants,France,1.28,1.21,1.12,1.01,1.15,1.33,1.07,:,2.28,1.98,2.28,2.18,1.85,2.68,2.99
Annual,Total,Victim,Per hundred thousand inhabitants,Croatia,0.19,0.12,0.16,0.33,0.26,0.73,0.87,0.9,0.72,0.7,1.85,0.66,0.37,0.47,0.75
Annual,Total,Victim,Per hundred thousand inhabitants,Hungary,0.1,0.09,0.59,1.34,0.57,1.78,2.87,5.14,4.97,4.24,5.31,0.69,0.98,2.07,2.3
Annual,Total,Victim,Per hundred thousand inhabitants,Ireland,:,1.46,1.71,1.25,1.05,0.95,0.99,1.33,1.59,2.11,1.68,0.86,0.77,0.88,0.83
Annual,Total,Victim,Per hundred thousand inhabitants,Italy,2.77,4.1,4.02,2.63,4.43,1.25,0.69,1.29,1.45,1.75,1.53,2.04,1.5,1.28,3.64
Annual,Total,Victim,Per hundred thousand inhabitants,Lithuania,0.78,0.44,0.48,0.72,0.47,1.58,1.6,2.12,1.56,2.11,1.57,1.4,0.86,0.93,0.53
Annual,Total,Victim,Per hundred thousand inhabitants,Luxembourg,1.45,0.61,2.19,2.34,1.33,1.49,1.82,1.24,3.47,2.88,2.33,2.12,1.6,7.88,11.93
Annual,Total,Victim,Per hundred thousand inhabitants,Latvia,1.0,0.74,0.99,5.35,7.04,1.09,1.7,0.55,0.97,1.28,1.19,2.03,2.52,3.22,1.39
Annual,Total,Victim,Per hundred thousand inhabitants,Malta,0.25,0.0,0.0,0.72,1.92,2.6,4.66,0.91,7.55,1.09,7.36,1.82,2.33,0.78,4.22
Annual,Total,Victim,Per hundred thousand inhabitants,Netherlands,5.03,5.51,5.99,7.34,10.23,8.49,8.9,6.8,5.61,5.6,3.89,7.72,5.65,4.53,4.63
Annual,Total,Victim,Per hundred thousand inhabitants,Poland,0.17,0.17,0.73,0.81,0.65,0.58,0.54,0.3,0.21,1.19,0.59,0.55,0.71,1.18,0.74
Annual,Total,Victim,Per hundred thousand inhabitants,Portugal,0.24,0.23,0.08,0.07,0.05,1.82,1.4,1.27,1.86,1.0,1.18,1.74,1.02,1.94,2.38
Annual,Total,Victim,Per hundred thousand inhabitants,Romania,6.01,3.82,5.69,5.19,5.18,4.48,3.8,4.43,3.83,3.37,2.54,3.6,3.08,2.63,2.63
Annual,Total,Victim,Per hundred thousand inhabitants,Sweden,0.23,0.48,1.03,1.35,0.93,0.89,1.01,1.85,2.0,:,:,2.63,2.0,1.29,1.64
Annual,Total,Victim,Per hundred thousand inhabitants,Slovenia,1.44,1.48,1.71,1.02,3.26,1.94,0.63,2.28,1.31,3.2,4.89,0.34,1.29,1.9,0.24
Annual,Total,Victim,Per hundred thousand inhabitants,Slovakia,0.52,0.67,0.52,0.57,0.74,0.55,0.63,1.49,0.83,1.62,1.03,1.21,1.14,0.79,1.07
