Time frequency,Unit of measure,Geopolitical entity (reporting)\Time,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0
Annual,Number,Austria,808.0,1309.0,1376.0,1725.0,2300.0,1823.0,2210.0,1986.0,2234.0,2409.0,2260.0,2282.0,2078.0,1908 p
Annual,Number,Australia,187.0,240.0,263.0,280.0,283.0,279.0,277.0,314.0,454.0,594.0,463.0,437.0,309.0,197 p
Annual,Number,Belgium,586.0,1053.0,1482.0,1067.0,1172.0,1041.0,1110.0,1250.0,1476.0,1190.0,1012.0,1069.0,969.0,859 p
Annual,Number,Bulgaria,:,7.0,5.0,15.0,135.0,95.0,128.0,113.0,141.0,316.0,838.0,994.0,818.0,410 p
Annual,Number,Brazil,164.0,31.0,26.0,26.0,67.0,196.0,197.0,96.0,232.0,216.0,176.0,195.0,208.0,144 p
Annual,Number,Canada,153.0,177.0,209.0,198.0,292.0,342.0,691.0,522.0,341.0,611.0,724.0,481.0,388.0,364 p
Annual,Number,Switzerland,1150.0,1325.0,1624.0,1775.0,2777.0,2278.0,2150.0,1984.0,2579.0,1897.0,2184.0,2272.0,2380.0,1781 p
Annual,Number,China except Hong Kong,102.0,214.0,251.0,441.0,713.0,973.0,821.0,1297.0,1928.0,2587.0,4007.0,4230.0,5941.0,3802 p
Annual,Number,Cyprus,22.0,2.0,10.0,43.0,24.0,9.0,13.0,39.0,46.0,31.0,56.0,45.0,29.0,102 p
Annual,Number,Czechia,91.0,104.0,387.0,506.0,691.0,616.0,458.0,557.0,686.0,934.0,619.0,716.0,774.0,436 p
Annual,Number,Germany,9514.0,13116.0,14499.0,16451.0,18122.0,19678.0,17710.0,17488.0,17463.0,18636.0,18184.0,18819.0,16951.0,14828 p
Annual,Number,Denmark,1182.0,1146.0,1356.0,1209.0,1456.0,1477.0,1199.0,1028.0,1262.0,1461.0,1398.0,1423.0,1603.0,1259 p
Annual,Number,Estonia,:,17.0,4.0,23.0,24.0,35.0,36.0,54.0,93.0,108.0,138.0,65.0,105.0,98 p
Annual,Number,Greece,15.0,12.0,28.0,31.0,74.0,126.0,102.0,118.0,90.0,81.0,213.0,147.0,219.0,213 p
Annual,Number,Spain,2854.0,3082.0,4536.0,4505.0,4558.0,4269.0,3779.0,3825.0,3519.0,3607.0,3279.0,3400.0,3269.0,2732 p
