Time frequency,Unit of measure,Maritime entity (reporting),Maritime entity (partner)\Time,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0
Annual,Growth rate on previous period (t/t-1),Zeebrugge,Deep Sea Shipping,:,37.5,27.1,6.3,-52.4,35.7,34.2,1.4,-35.6,9.4,-5.1,4.9,7.8,6.6,19.0,-30.2,99.2,:
Annual,Growth rate on previous period (t/t-1),Zeebrugge,Short Sea Shipping,:,3.8,6.4,-9.2,-19.4,-1.9,-2.6,-5.8,6.4,4.2,6.5,2.0,0.9,-0.7,-1.4,-9.2,51.9,:
Annual,Growth rate on previous period (t/t-1),Zeebrugge,Total,:,5.4,7.7,-8.1,-22.2,0.0,0.0,-5.2,2.2,4.5,5.7,2.2,1.3,-0.3,0.0,-10.9,55.0,:
Annual,Growth rate on previous period (t/t-1),Lübeck,Deep Sea Shipping,:,:,:,:,:,-31.7,:,:,:,:,:,:,:,:,:,:,:,:
Annual,Growth rate on previous period (t/t-1),Lübeck,Short Sea Shipping,:,8.0,4.1,-5.9,-16.6,2.4,2.1,-3.0,-2.0,0.5,-7.6,-5.6,5.4,1.0,-1.0,-15.7,30.0,-8.0
Annual,Growth rate on previous period (t/t-1),Lübeck,Total,:,8.0,4.1,-5.9,-16.0,2.2,1.6,-3.0,-2.0,0.5,-7.6,-5.6,5.4,1.0,-1.0,-15.7,30.0,-8.0
Annual,Growth rate on previous period (t/t-1),Calais,Short Sea Shipping,:,11.9,-1.0,-0.9,2.0,-5.5,4.2,-17.7,27.3,-12.9,17.0,-0.6,2.5,-7.2,-4.4,-9.8,21.7,-27.6
Annual,Growth rate on previous period (t/t-1),Calais,Total,:,11.7,-1.0,-0.9,2.0,-5.4,4.2,-17.7,27.3,-12.9,17.0,-0.6,2.5,-7.2,-4.4,-9.8,21.7,-27.6
Annual,Growth rate on previous period (t/t-1),Calais,Unknown,:,:,:,:,:,:,-39.0,-15.1,:,:,:,:,:,:,:,:,:,:
Annual,Growth rate on previous period (t/t-1),Dublin,Deep Sea Shipping,:,-13.1,3.5,-45.4,-72.2,320.3,21.5,-61.6,-76.4,-32.2,-17.4,-23.7,22.8,23.9,:,:,:,:
Annual,Growth rate on previous period (t/t-1),Dublin,Short Sea Shipping,:,7.0,5.6,-2.2,-7.2,13.0,1.0,-0.6,2.7,5.5,12.2,7.6,5.2,3.6,1.7,-1.2,-11.9,4.7
Annual,Growth rate on previous period (t/t-1),Dublin,Total,:,6.9,5.6,-2.3,-7.4,13.1,1.0,-0.7,4.8,8.7,6.6,7.6,5.2,3.6,1.7,-1.0,-12.1,4.7
Annual,Growth rate on previous period (t/t-1),Dublin,Unknown,:,:,:,:,:,:,:,:,19496.4,165.3,-100.0,:,:,:,:,:,:,:
Annual,Growth rate on previous period (t/t-1),Livorno,Deep Sea Shipping,:,40.4,-50.5,:,:,31.6,67.5,147.9,-72.6,3.2,91.1,-77.2,88.4,122.1,404.6,-22.9,206.7,-56.2
Annual,Growth rate on previous period (t/t-1),Livorno,Short Sea Shipping,:,-11.1,80.9,-49.8,27.9,2.4,17.2,-20.4,16.8,26.8,-1.9,-4.3,-9.7,34.9,16.3,7.6,1.9,-31.8
Annual,Growth rate on previous period (t/t-1),Livorno,Total,:,-9.2,73.5,-50.6,28.9,2.6,17.7,-18.0,12.9,26.5,-1.1,-5.5,-9.3,35.6,21.6,5.8,10.3,-34.6
Annual,Growth rate on previous period (t/t-1),Livorno,Unknown,:,:,:,:,:,:,:,:,:,4100.0,:,:,:,:,2205.4,-90.0,:,:
Annual,Growth rate on previous period (t/t-1),Olbia,Short Sea Shipping,:,8.0,50.7,57.5,-31.6,4.4,-9.6,-16.7,-11.2,-21.9,-6.7,15.2,-20.9,13.8,24.1,12.8,22.9,-16.0
Annual,Growth rate on previous period (t/t-1),Olbia,Total,:,8.0,50.7,57.6,-31.6,4.4,-9.6,-16.7,-11.2,-21.9,-6.7,15.2,-20.9,13.8,24.1,12.8,22.9,-16.0
Annual,Growth rate on previous period (t/t-1),Rotterdam,Deep Sea Shipping,:,-7.2,-40.4,-61.6,-76.2,-40.5,676.9,-67.5,-18.4,29.1,2.0,-10.0,56.9,6.4,-38.3,-2.3,-40.5,8.7
Annual,Growth rate on previous period (t/t-1),Rotterdam,Short Sea Shipping,:,-0.6,-6.9,-1.7,-15.7,8.4,-5.6,43.9,-12.5,4.6,15.4,-1.2,-0.4,4.3,0.1,-7.1,84.4,-2.6
Annual,Growth rate on previous period (t/t-1),Rotterdam,Total,:,-1.3,-10.5,-5.9,-17.5,8.0,-2.0,39.2,-12.5,4.8,15.2,-0.9,-0.3,4.4,-0.4,-7.0,83.4,-2.6
Annual,Growth rate on previous period (t/t-1),Rotterdam,Unknown,:,:,:,:,:,:,:,:,:,:,:,:,-99.8,-78.9,720.0,35.8,229.9,1.3
Annual,Growth rate on previous period (t/t-1),Trelleborg,Short Sea Shipping,:,6.1,12.3,-2.4,-18.1,5.8,0.1,-5.4,-3.0,2.8,8.6,-0.1,2.9,-0.5,5.0,0.8,15.2,-4.6
Annual,Growth rate on previous period (t/t-1),Trelleborg,Total,:,6.1,12.3,-2.4,-18.1,5.8,0.1,-5.4,-3.0,2.8,8.6,-0.1,2.9,-0.5,5.0,0.8,15.2,-4.6
Annual,Growth rate on previous period (t/t-1),Göteborg,Deep Sea Shipping,:,22.5,-62.7,-5.4,-62.8,37.5,14.6,-15.1,-1.1,2.2,-19.5,9.3,41.8,-27.8,18.8,0.5,61.2,15.8
Annual,Growth rate on previous period (t/t-1),Göteborg,Short Sea Shipping,:,17.0,11.3,-8.0,-12.2,12.0,-5.5,-13.6,-3.2,1.1,-1.8,3.1,12.3,-9.2,-6.4,-4.4,6.6,-3.5
Annual,Growth rate on previous period (t/t-1),Göteborg,Total,:,17.8,7.6,-7.9,-13.1,12.2,-5.1,-13.8,-3.3,1.1,-1.6,2.7,12.6,-9.4,-6.2,-4.4,7.2,-3.2
Annual,Growth rate on previous period (t/t-1),Göteborg,Unknown,:,3722.2,-86.4,86.9,-78.2,166.2,278.0,-76.9,:,:,35511.3,:,:,:,:,:,:,55300.0
Annual,Growth rate on previous period (t/t-1),Top 5 ports,Deep Sea Shipping,:,32.1,-3.2,-7.5,-40.2,27.7,23.8,0.3,-40.1,22.0,-4.4,3.2,12.5,6.6,69.3,-27.3,147.9,42.1
Annual,Growth rate on previous period (t/t-1),Top 5 ports,Short Sea Shipping,:,9.0,5.7,-4.1,-13.2,1.4,0.1,-7.3,5.2,-1.6,8.5,0.3,2.7,-0.6,-0.2,-4.3,27.7,-5.7
Annual,Growth rate on previous period (t/t-1),Top 5 ports,Total,:,9.5,5.4,-4.2,-13.7,1.7,0.6,-7.2,4.5,-0.8,7.4,0.4,2.8,-0.5,0.9,-4.9,30.2,-3.8
Annual,Growth rate on previous period (t/t-1),Top 5 ports,Unknown,:,60.5,-86.4,:,:,234.8,213.0,-95.6,12433.7,165.3,-100.0,43304.8,-99.8,-78.9,14040.0,982.2,-97.6,272.6
Annual,Thousand tonnes,Antwerp-Bruges,Deep Sea Shipping,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,4887.0
Annual,Thousand tonnes,Antwerp-Bruges,Short Sea Shipping,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,21211.0
Annual,Thousand tonnes,Antwerp-Bruges,Total,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,26099.0
Annual,Thousand tonnes,Antwerp-Bruges,Unknown,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,1.0
Annual,Thousand tonnes,Zeebrugge,Deep Sea Shipping,749.0,1030.0,1310.0,1392.0,663.0,900.0,1208.0,1225.0,788.0,862.0,819.0,859.0,925.0,987.0,1174.0,820.0,1632.0,:
Annual,Thousand tonnes,Zeebrugge,Short Sea Shipping,15257.0,15843.0,16858.0,15309.0,12332.0,12098.0,11786.0,11096.0,11803.0,12295.0,13088.0,13353.0,13471.0,13371.0,13187.0,11979.0,18200.0,:
Annual,Thousand tonnes,Zeebrugge,Total,16006.0,16874.0,18168.0,16701.0,12995.0,12997.0,12993.0,12321.0,12591.0,13157.0,13907.0,14211.0,14396.0,14358.0,14361.0,12799.0,19832.0,:
