Time frequency,National accounts indicator (ESA 2010),Unit of measure,Geopolitical entity (reporting)\Time,1995.0,1996.0,1997.0,1998.0,1999.0,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,Exports of goods and services,"Chain linked volumes, percentage change on previous period",Austria,:,-1.5,0.6,3.4,1.8,1.0,5.2,0.4,-5.0,-2.3,-1.0,-2.1,-0.2,-0.7,-4.6,0.1,-0.9,-1.9,-3.0,-0.7,-0.1,0.7,-0.5,1.4,2.7,-2.5,-1.6,4.8,-0.9
Annual,Exports of goods and services,"Chain linked volumes, percentage change on previous period",Belgium,:,-1.1,-0.9,-0.4,0.2,-0.1,-0.2,-0.5,-3.9,-4.8,-2.2,-4.0,-2.4,-1.1,-1.5 b,-2.6,-2.0,-4.0,-3.3,1.7,0.6,3.8,0.1,-2.3,1.6,2.0,3.6,0.6,-7.6 p
Annual,Exports of goods and services,"Chain linked volumes, percentage change on previous period",Bulgaria,:,23.9,-3.3,-21.9,-22.3,-29.7,0.6,5.0,1.0,13.5,1.4,-2.0,11.8,-0.4,-1.9,-2.0,5.8,-1.3,6.0,-0.5,3.4,6.3,0.3,-2.1,2.7,-1.6,0.5,6.9,-0.5
Annual,Exports of goods and services,"Chain linked volumes, percentage change on previous period",Cyprus,:,0.3,-10.4,1.3,-2.2,-3.7,1.2,-7.4,-8.4,-7.8,-4.6,-7.4,-2.4,-3.5,5.1,-6.7,0.2,-3.9,-2.5,2.7,5.8,4.9,5.6,3.4,7.4,9.6,15.1,18.6,-0.4 p
Annual,Exports of goods and services,"Chain linked volumes, percentage change on previous period",Czechia,:,-3.6,-2.8,5.1,0.6,2.3,8.8,-3.0,3.3,18.7,10.5,4.6,3.2,1.3,0.0,1.7,2.4,1.0,-3.3,5.1,2.8,1.8,1.7,-0.3,0.0,-0.5,-2.9,-0.1,2.2
Annual,Exports of goods and services,"Chain linked volumes, percentage change on previous period",Germany,-3.1,-0.3,1.7,3.0,0.5,1.1,4.9,0.1,-3.9,0.1,-1.2,2.2,0.8,-1.4,-4.7,1.1,1.1,-0.7,-3.1,0.7,1.8,-0.3,-1.3,-1.3,0.6,-1.5,-1.1 p,-2.1 p,-0.8 p
Annual,Exports of goods and services,"Chain linked volumes, percentage change on previous period",Denmark,-6.9,-1.4,-5.9,-0.4,6.7,0.1,2.8,0.5,-6.7,-8.0,0.2,0.6,-4.2,1.0,0.6,-10.0,0.6,-2.0,-2.2,-0.6,0.1,1.4,-0.6,-0.4,3.1,1.6,-2.3,2.0,9.9
Annual,Exports of goods and services,"Chain linked volumes, percentage change on previous period",Euro area – 20 countries (from 2023),:,-1.1,0.6,2.7,1.0,0.5,3.3,-1.8,-4.7,-3.1,-2.5,-1.3,-1.1,-2.3,-2.5,-2.1,-0.4,-1.1,-1.6,0.9,3.7,0.8,0.3,-0.4,1.8,-0.8,0.3,2.1,-1.2
Annual,Exports of goods and services,"Chain linked volumes, percentage change on previous period",Estonia,:,-3.5,15.0,8.7,-4.1,-19.5,5.7,-1.1,4.7,6.3,12.2,-0.2,4.8,-2.0,-10.5,11.2,17.4,1.5,-0.8,-1.0,-4.6,2.5,-0.6,-0.9,3.7,3.9,11.0,-0.2,-9.5
