Annual,Exports of goods and services,"Chain linked volumes, percentage change on previous period",Greece,:,-2.4,12.8,0.1,18.8,10.2,0.6,-11.2,-5.8,5.1,-5.4,-4.3,1.3,1.6,-7.5,-8.4,-6.2,-1.3,-1.8,4.7,2.1,-2.7,3.0,5.4,3.5,-13.5,13.3,1.4 p,1.4 p
Annual,Exports of goods and services,"Chain linked volumes, percentage change on previous period",Spain,:,3.9,4.0,3.6,3.4,-2.1,3.3,-2.5,-2.0,-6.7,-5.9,-5.0,-0.1,-3.8,-1.0,-4.0,1.4,-2.4,0.7,0.9,1.3,3.1,0.2,-2.1,1.0,-12.1,2.3,9.1 p,2.3 p
Annual,Exports of goods and services,"Chain linked volumes, percentage change on previous period",European Union - 27 countries (from 2020),:,-1.0,0.6,2.8,1.1,0.6,3.3,-1.6,-4.1,-2.7,-1.9,-0.8,-0.8,-1.7,-2.1,-2.1,-0.2,-1.2,-1.4,1.1,3.5,1.2,0.4,-0.2,2.1,-0.2,0.2,2.1,-0.4
Annual,Exports of goods and services,"Chain linked volumes, percentage change on previous period",Finland,-0.8,-0.3,3.6,4.4,6.7,3.6,1.2,0.1,-6.5,-2.3,-0.8,0.1,1.2,3.7,-10.3,-6.8,-4.8,-3.1,-2.4,-5.4,-2.9,1.9,3.6,-2.1,5.5,-0.5,-5.1,-0.8,-0.8
Annual,Exports of goods and services,"Chain linked volumes, percentage change on previous period",France,-1.0,-2.1,2.4,4.1,0.4,0.2,2.3,-1.8,-6.9,-5.7,-3.5,-4.4,-5.0,-2.3,-0.7,-4.5,-0.3,-0.7,-1.0,-0.9,1.4,-0.2,-1.0,0.0,0.8,-8.6,0.2,3.0 p,1.6 p
Annual,Exports of goods and services,"Chain linked volumes, percentage change on previous period",Croatia,:,10.6,-3.7,-4.7,-3.2,1.4,9.2,1.0,1.1,-3.6,-3.1,-1.8,-2.8,-5.0,-4.0,-5.2,-4.5,-4.8,-1.0,3.7,7.1,4.7,1.5,-0.2,5.5,-15.2,21.6,21.8,-3.4 p
Annual,Exports of goods and services,"Chain linked volumes, percentage change on previous period",Hungary,:,3.1,12.4,10.9,7.1,12.4,8.1,1.8,0.7,7.1,5.1,9.8,8.3,3.8,-0.9,-1.9,-0.4,-5.0,0.5,5.6,4.3,1.5,1.1,1.2,4.2,1.9,-2.8,5.5,1.0 p
Annual,Exports of goods and services,"Chain linked volumes, percentage change on previous period",Ireland,:,6.3,7.1,18.3,11.2,8.7,13.4,2.6,-7.2,-4.5,-2.2,-3.6,1.1,-6.7,14.4,-7.0,-3.7,-4.1,2.3,11.3,37.9,2.1,6.8,1.6,9.2,21.8,3.0,8.3,-6.3
Annual,Exports of goods and services,"Chain linked volumes, percentage change on previous period",Italy,:,-4.6,-5.5,-1.9,-5.6,-0.5,2.1,-6.7,-6.7,-4.8,-4.5,-1.5,-1.6,-6.2,-8.0,-1.4,-1.9,-1.5,-3.4,-1.1,0.9,0.0,0.0,-1.7,-0.1,-5.7,3.0,4.6,0.3
Annual,Exports of goods and services,"Chain linked volumes, percentage change on previous period",Lithuania,:,19.7,13.5,-0.7,-23.4,1.5,23.5,16.3,3.6,-3.8,12.1,3.1,-4.6,8.7,-3.9,3.4,7.7,7.5,3.7,-5.4,-0.7,2.6,8.1,3.0,8.7,8.1,5.5,7.2,-3.9
Annual,Exports of goods and services,"Chain linked volumes, percentage change on previous period",Luxembourg,:,0.1,3.1,11.7,7.4,4.5,5.8,-4.0,-2.7,-1.8,-1.7,3.2,-2.7,-3.2,2.6,-2.8,-2.4,-1.7,2.7,2.9,2.0,3.0,-5.6,-0.2,4.7,8.6,-0.8,-5.8,-1.9
Annual,Exports of goods and services,"Chain linked volumes, percentage change on previous period",Latvia,:,12.5,2.3,0.2,-10.9,1.9,8.1,1.0,-1.4,2.9,16.0,-2.2,6.1,-0.5,-3.2,0.6,5.7,6.2,-2.9,3.0,0.0,1.6,1.1,0.6,-1.9,7.7,-2.0,6.2,-5.2
Annual,Exports of goods and services,"Chain linked volumes, percentage change on previous period",Malta,:,:,:,:,:,:,-12.8,4.3,-11.1,-10.5,-6.0,13.4,-0.8,3.3,-2.2,4.7,2.3,4.2,-1.2,2.5,20.9,5.8,10.6,9.4,5.9,14.0,-11.5,8.5,3.7
Annual,Exports of goods and services,"Chain linked volumes, percentage change on previous period",Netherlands,:,-2.0,-0.8,2.1,4.4,-0.4,0.9,-3.4,-3.7,-2.8,-2.0,-2.5,-2.4,-1.2,1.1,-3.3,-1.1,0.4,-0.6,1.5,5.3,-0.3,1.5,1.1,1.5,4.2,-4.2,-0.8,-1.0
Annual,Exports of goods and services,"Chain linked volumes, percentage change on previous period",Poland,:,5.2,1.8,9.7,-7.1,11.1,2.5,0.9,8.6,-6.3,2.4,5.6,2.4,4.1,3.8,-0.4,0.9,0.6,1.5,1.9,3.5,6.7,3.7,3.0,4.0,6.9,1.2,2.2,3.2
Annual,Exports of goods and services,"Chain linked volumes, percentage change on previous period",Portugal,:,-0.4,-3.1,3.6,-1.1,-4.0,1.7,-0.6,-0.5,-7.4,-7.4,2.8,-1.3,-3.3,-0.3,-3.8,0.1,-0.2,3.7,0.7,3.2,2.4,3.0,0.5,2.7,-10.3,0.9,12.0,3.0 e
Annual,Exports of goods and services,"Chain linked volumes, percentage change on previous period",Romania,:,0.0,0.8,-6.1,2.7,-31.1,13.7,13.5,2.8,3.1,1.5,2.1,13.1,10.9,4.1,2.6,5.3,-2.2,17.1,4.9,1.5,14.0,2.4,1.5,4.1,-1.5,1.5,4.1,-1.3 p
Annual,Exports of goods and services,"Chain linked volumes, percentage change on previous period",Sweden,1.6,-1.8,3.4,4.4,2.4,-0.7,-0.1,-2.3,-1.3,0.2,-0.6,-1.4,-3.4,-1.9,-4.5,-1.9,0.0,-2.6,-3.7,0.3,2.0,0.9,-2.2,0.6,5.6,2.5,0.8,1.0,2.7
Annual,Exports of goods and services,"Chain linked volumes, percentage change on previous period",Slovenia,:,-3.1,1.2,3.3,-2.6,0.1,6.6,3.9,-2.3,2.0,3.7,4.4,6.1,1.3,-6.7,-2.7,-0.1,-2.6,-0.8,2.2,2.3,4.1,5.7,2.4,3.2,-0.5,3.4,1.6,-2.5
Annual,Exports of goods and services,"Chain linked volumes, percentage change on previous period",Slovakia,:,-8.4,3.5,-6.8,5.5,-4.3,10.4,3.5,14.2,10.1,4.9,13.1,6.7,0.1,-6.6,5.0,3.3,5.9,1.8,-0.3,3.7,2.6,-1.8,1.7,0.1,1.6,-0.4,-2.4,-1.2
