Time frequency,Unit of measure,Age class,Sex,Geopolitical entity (reporting)\Time,2005.0,2010.0,2015.0
Annual,Percentage,From 15 to 24 years,Total,Germany,12.4,11.4,7.9
Annual,Percentage,From 15 to 24 years,Total,Denmark,11.0,13.5,16.8
Annual,Percentage,From 15 to 24 years,Total,Estonia,16.0,34.9,13.1
Annual,Percentage,From 15 to 24 years,Total,Greece,28.7,29.2,19.2
Annual,Percentage,From 15 to 24 years,Total,Spain,28.0,25.2,44.5
Annual,Percentage,From 15 to 24 years,Total,European Union - 27 countries (from 2020),21.9,22.0,22.3
Annual,Percentage,From 15 to 24 years,Total,European Union - 28 countries (2013-2020),19.4,20.7,19.8
Annual,Percentage,From 15 to 24 years,Total,Finland,23.5,22.5,26.9
Annual,Percentage,From 15 to 24 years,Total,France,14.4,27.5,28.2
Annual,Percentage,From 15 to 24 years,Total,Croatia,24.6,36.4,21.8
Annual,Percentage,From 15 to 24 years,Total,Hungary,19.1,35.5,22.6
Annual,Percentage,From 15 to 24 years,Total,Ireland,14.4,39.4,27.5
Annual,Percentage,From 15 to 24 years,Total,Italy,19.0,19.2,30.5 u
Annual,Percentage,From 15 to 24 years,Total,Lithuania,33.4,47.2,16.2
Annual,Percentage,From 15 to 24 years,Total,Luxembourg,11.5 u,21.8,27.2
Annual,Percentage,From 15 to 24 years,Total,Latvia,19.4,25.7,14.2
Annual,Percentage,From 15 to 24 years,Total,Malta,17.5,21.4,15.6
Annual,Percentage,From 15 to 24 years,Total,Netherlands,22.9,13.2,36.4
Annual,Percentage,From 15 to 24 years,Total,Poland,42.0,28.0,24.6
Annual,Percentage,From 15 to 24 years,Total,Portugal,30.1,30.7,37.0 u
Annual,Percentage,From 15 to 24 years,Total,Romania,28.4,36.0,16.5
Annual,Percentage,From 15 to 24 years,Total,Sweden,42.7,50.0,24.6
Annual,Percentage,From 15 to 24 years,Total,Slovenia,44.3,28.4,35.2
Annual,Percentage,From 15 to 24 years,Total,Slovakia,16.3,18.8,21.0
Annual,Percentage,From 15 to 24 years,Total,United Kingdom,6.7,14.8,11.4
Annual,Percentage,From 15 to 64 years,Females,Austria,8.8,8.2,10.4
Annual,Percentage,From 15 to 64 years,Females,Belgium,9.0,14.3,14.5
Annual,Percentage,From 15 to 64 years,Females,Bulgaria,26.1,27.3,9.3
Annual,Percentage,From 15 to 64 years,Females,Cyprus,14.4,16.3,13.8
Annual,Percentage,From 15 to 64 years,Females,Czechia,31.2,37.3,18.4
Annual,Percentage,From 15 to 64 years,Females,Germany,13.0,12.7,9.1
Annual,Percentage,From 15 to 64 years,Females,Denmark,7.0,8.0,12.5
Annual,Percentage,From 15 to 64 years,Females,Estonia,18.7,34.9,15.7
Annual,Percentage,From 15 to 64 years,Females,Greece,20.8,20.5,23.3
Annual,Percentage,From 15 to 64 years,Females,Spain,15.7,25.1,26.5
Annual,Percentage,From 15 to 64 years,Females,European Union - 27 countries (from 2020),14.9,17.0,16.6
Annual,Percentage,From 15 to 64 years,Females,European Union - 28 countries (2013-2020),13.6,16.3,16.1
Annual,Percentage,From 15 to 64 years,Females,Finland,12.6,18.6,15.2
Annual,Percentage,From 15 to 64 years,Females,France,7.8,11.3,13.6
Annual,Percentage,From 15 to 64 years,Females,Croatia,18.0,23.4,17.5
Annual,Percentage,From 15 to 64 years,Females,Hungary,23.1,23.8,17.7
Annual,Percentage,From 15 to 64 years,Females,Ireland,9.3,24.2,13.9
Annual,Percentage,From 15 to 64 years,Females,Italy,11.1,15.8,22.1
Annual,Percentage,From 15 to 64 years,Females,Lithuania,24.0,41.4,14.2
Annual,Percentage,From 15 to 64 years,Females,Luxembourg,5.8,10.1,11.6
Annual,Percentage,From 15 to 64 years,Females,Latvia,17.6,26.0,17.8
Annual,Percentage,From 15 to 64 years,Females,Malta,17.0,13.6,6.1
Annual,Percentage,From 15 to 64 years,Females,Netherlands,17.1,13.4,25.6
Annual,Percentage,From 15 to 64 years,Females,Poland,25.3,17.2,23.5
Annual,Percentage,From 15 to 64 years,Females,Portugal,18.8,15.4,17.9
Annual,Percentage,From 15 to 64 years,Females,Romania,15.6,22.8,16.7
Annual,Percentage,From 15 to 64 years,Females,Sweden,17.1,21.7,13.0
Annual,Percentage,From 15 to 64 years,Females,Slovenia,27.0,26.8,27.9
Annual,Percentage,From 15 to 64 years,Females,Slovakia,13.7,11.7,7.0
Annual,Percentage,From 15 to 64 years,Females,United Kingdom,6.2,11.9,12.9
Annual,Percentage,From 15 to 64 years,Males,Austria,9.3,12.7,10.5
Annual,Percentage,From 15 to 64 years,Males,Belgium,9.3,17.8,16.1
Annual,Percentage,From 15 to 64 years,Males,Bulgaria,20.4,31.4,14.0
Annual,Percentage,From 15 to 64 years,Males,Cyprus,14.5,21.5,14.4
Annual,Percentage,From 15 to 64 years,Males,Czechia,32.2,31.5,15.1
Annual,Percentage,From 15 to 64 years,Males,Germany,12.4,10.3,9.6
Annual,Percentage,From 15 to 64 years,Males,Denmark,7.3,11.4,9.6
Annual,Percentage,From 15 to 64 years,Males,Estonia,19.5,36.1,22.6
Annual,Percentage,From 15 to 64 years,Males,Greece,21.7,18.9,18.7
Annual,Percentage,From 15 to 64 years,Males,Spain,14.1,24.1,25.5
Annual,Percentage,From 15 to 64 years,Males,European Union - 27 countries (from 2020),15.0,17.0,16.6
Annual,Percentage,From 15 to 64 years,Males,European Union - 28 countries (2013-2020),14.0,16.6,15.9
Annual,Percentage,From 15 to 64 years,Males,Finland,13.6,12.8,15.6
Annual,Percentage,From 15 to 64 years,Males,France,8.1,12.4,13.5
Annual,Percentage,From 15 to 64 years,Males,Croatia,20.0,29.9,19.6
Annual,Percentage,From 15 to 64 years,Males,Hungary,21.6,24.6,15.8
Annual,Percentage,From 15 to 64 years,Males,Ireland,9.9,26.3,17.1
Annual,Percentage,From 15 to 64 years,Males,Italy,7.9,12.6,20.0
Annual,Percentage,From 15 to 64 years,Males,Lithuania,22.4,39.9,12.9
Annual,Percentage,From 15 to 64 years,Males,Luxembourg,5.4,8.9,10.6
Annual,Percentage,From 15 to 64 years,Males,Latvia,20.3,37.5,22.3
Annual,Percentage,From 15 to 64 years,Males,Malta,14.4,20.8,11.7
Annual,Percentage,From 15 to 64 years,Males,Netherlands,18.4,14.7,24.8
Annual,Percentage,From 15 to 64 years,Males,Poland,28.1,18.6,24.5
Annual,Percentage,From 15 to 64 years,Males,Portugal,20.2,20.8,20.3
Annual,Percentage,From 15 to 64 years,Males,Romania,22.4,25.8,16.1
Annual,Percentage,From 15 to 64 years,Males,Sweden,23.4,23.5,16.8
Annual,Percentage,From 15 to 64 years,Males,Slovenia,27.7,27.4,27.1
Annual,Percentage,From 15 to 64 years,Males,Slovakia,16.3,15.3,8.9
Annual,Percentage,From 15 to 64 years,Males,United Kingdom,7.3,13.9,12.3
Annual,Percentage,From 15 to 64 years,Total,Austria,9.1,10.7,10.4
Annual,Percentage,From 15 to 64 years,Total,Belgium,9.1,16.2,15.3
Annual,Percentage,From 15 to 64 years,Total,Bulgaria,23.1,29.5,11.7
Annual,Percentage,From 15 to 64 years,Total,Cyprus,14.5,19.1,14.1
Annual,Percentage,From 15 to 64 years,Total,Czechia,31.8,34.0,16.7
Annual,Percentage,From 15 to 64 years,Total,Germany,12.7,11.4,9.3
Annual,Percentage,From 15 to 64 years,Total,Denmark,7.1,9.8,11.0
Annual,Percentage,From 15 to 64 years,Total,Estonia,19.1,35.5,19.0
Annual,Percentage,From 15 to 64 years,Total,Greece,21.4,19.5,20.7
Annual,Percentage,From 15 to 64 years,Total,Spain,14.7,24.6,26.0
Annual,Percentage,From 15 to 64 years,Total,European Union - 27 countries (from 2020),14.9,17.0,16.6
Annual,Percentage,From 15 to 64 years,Total,European Union - 28 countries (2013-2020),13.8,16.5,16.0
Annual,Percentage,From 15 to 64 years,Total,Finland,13.2,15.7,15.4
Annual,Percentage,From 15 to 64 years,Total,France,8.0,11.9,13.6
Annual,Percentage,From 15 to 64 years,Total,Croatia,19.1,27.0,18.6
Annual,Percentage,From 15 to 64 years,Total,Hungary,22.3,24.2,16.7
Annual,Percentage,From 15 to 64 years,Total,Ireland,9.7,25.3,15.6
Annual,Percentage,From 15 to 64 years,Total,Italy,9.2,13.9,21.0
Annual,Percentage,From 15 to 64 years,Total,Lithuania,23.2,40.7,13.6
Annual,Percentage,From 15 to 64 years,Total,Luxembourg,5.6,9.4,11.1
Annual,Percentage,From 15 to 64 years,Total,Latvia,19.0,31.6,19.9
Annual,Percentage,From 15 to 64 years,Total,Malta,15.2,18.3,9.4
Annual,Percentage,From 15 to 64 years,Total,Netherlands,17.8,14.1,25.2
Annual,Percentage,From 15 to 64 years,Total,Poland,26.8,17.9,24.0
Annual,Percentage,From 15 to 64 years,Total,Portugal,19.5,18.3,19.1
Annual,Percentage,From 15 to 64 years,Total,Romania,19.3,24.5,16.3
Annual,Percentage,From 15 to 64 years,Total,Sweden,20.4,22.6,14.9
Annual,Percentage,From 15 to 64 years,Total,Slovenia,27.4,27.1,27.5
Annual,Percentage,From 15 to 64 years,Total,Slovakia,15.2,13.7,8.0
Annual,Percentage,From 15 to 64 years,Total,United Kingdom,6.8,13.0,12.6
Annual,Percentage,From 25 to 64 years,Females,Austria,9.1,7.8,9.0
Annual,Percentage,From 25 to 64 years,Females,Belgium,9.0,13.9,14.6
Annual,Percentage,From 25 to 64 years,Females,Bulgaria,26.5,27.4,9.8
Annual,Percentage,From 25 to 64 years,Females,Cyprus,12.7,16.6,13.9
Annual,Percentage,From 25 to 64 years,Females,Czechia,31.4,37.3,19.0
Annual,Percentage,From 25 to 64 years,Females,Germany,12.8,13.5,8.9
Annual,Percentage,From 25 to 64 years,Females,Denmark,7.5,7.5,11.6
Annual,Percentage,From 25 to 64 years,Females,Estonia,16.8,32.1,14.4
Annual,Percentage,From 25 to 64 years,Females,Greece,20.6,20.4,23.1
Annual,Percentage,From 25 to 64 years,Females,Spain,14.8,26.7,25.9
Annual,Percentage,From 25 to 64 years,Females,European Union - 27 countries (from 2020),14.7,17.4,16.6
Annual,Percentage,From 25 to 64 years,Females,European Union - 28 countries (2013-2020),13.8,16.7,15.9
Annual,Percentage,From 25 to 64 years,Females,Finland,12.6,18.8,16.2
Annual,Percentage,From 25 to 64 years,Females,France,7.7,11.1,12.1
Annual,Percentage,From 25 to 64 years,Females,Croatia,17.0,21.8,18.4
Annual,Percentage,From 25 to 64 years,Females,Hungary,25.1,23.7,17.8
Annual,Percentage,From 25 to 64 years,Females,Ireland,6.9,22.5,12.0
Annual,Percentage,From 25 to 64 years,Females,Italy,11.2,16.3,22.7
Annual,Percentage,From 25 to 64 years,Females,Lithuania,23.4,42.3,11.9
Annual,Percentage,From 25 to 64 years,Females,Luxembourg,6.3,8.9,10.6
Annual,Percentage,From 25 to 64 years,Females,Latvia,16.6,29.2,18.1
Annual,Percentage,From 25 to 64 years,Females,Malta,11.7,13.2,5.8
Annual,Percentage,From 25 to 64 years,Females,Netherlands,16.6,14.7,24.9
Annual,Percentage,From 25 to 64 years,Females,Poland,25.5,15.6,23.8
Annual,Percentage,From 25 to 64 years,Females,Portugal,18.8,15.1,19.2
Annual,Percentage,From 25 to 64 years,Females,Romania,15.0,23.6,18.1
Annual,Percentage,From 25 to 64 years,Females,Sweden,14.9,20.6,12.2
Annual,Percentage,From 25 to 64 years,Females,Slovenia,27.6,27.2,28.6
Annual,Percentage,From 25 to 64 years,Females,Slovakia,13.5,11.8,7.1
Annual,Percentage,From 25 to 64 years,Females,United Kingdom,7.9,12.0,12.0
Annual,Percentage,From 25 to 64 years,Males,Austria,9.6,11.7,10.1
Annual,Percentage,From 25 to 64 years,Males,Belgium,8.4,18.4,16.3
Annual,Percentage,From 25 to 64 years,Males,Bulgaria,18.3,30.9,15.2
Annual,Percentage,From 25 to 64 years,Males,Cyprus,10.6,22.4,14.2
Annual,Percentage,From 25 to 64 years,Males,Czechia,28.9,32.2,14.1
Annual,Percentage,From 25 to 64 years,Males,Germany,14.1,9.2,10.0
Annual,Percentage,From 25 to 64 years,Males,Denmark,6.3,12.1,9.6
Annual,Percentage,From 25 to 64 years,Males,Estonia,19.1,39.1,20.5
Annual,Percentage,From 25 to 64 years,Males,Greece,22.6,20.7,20.3
Annual,Percentage,From 25 to 64 years,Males,Spain,10.8,24.6,25.1
Annual,Percentage,From 25 to 64 years,Males,European Union - 27 countries (from 2020),14.4,16.9,16.7
Annual,Percentage,From 25 to 64 years,Males,European Union - 28 countries (2013-2020),13.4,16.5,16.2
Annual,Percentage,From 25 to 64 years,Males,Finland,11.4,13.0,16.5
Annual,Percentage,From 25 to 64 years,Males,France,7.8,11.3,13.7
Annual,Percentage,From 25 to 64 years,Males,Croatia,20.8,32.1,18.3
Annual,Percentage,From 25 to 64 years,Males,Hungary,23.1,24.8,16.6
Annual,Percentage,From 25 to 64 years,Males,Ireland,10.5,26.2,16.6
Annual,Percentage,From 25 to 64 years,Males,Italy,6.9,13.5,20.5
Annual,Percentage,From 25 to 64 years,Males,Lithuania,19.5,39.0,11.8
Annual,Percentage,From 25 to 64 years,Males,Luxembourg,5.0,8.3,9.7
Annual,Percentage,From 25 to 64 years,Males,Latvia,18.7,36.2,21.7
Annual,Percentage,From 25 to 64 years,Males,Malta,15.8,20.8,8.2
Annual,Percentage,From 25 to 64 years,Males,Netherlands,16.9,16.6,22.1
Annual,Percentage,From 25 to 64 years,Males,Poland,26.8,18.1,25.9
Annual,Percentage,From 25 to 64 years,Males,Portugal,19.8,19.9,18.3
Annual,Percentage,From 25 to 64 years,Males,Romania,22.6,26.1,17.3
Annual,Percentage,From 25 to 64 years,Males,Sweden,21.8,19.4,16.8
Annual,Percentage,From 25 to 64 years,Males,Slovenia,24.8,29.7,27.5
Annual,Percentage,From 25 to 64 years,Males,Slovakia,14.9,14.0,6.1
Annual,Percentage,From 25 to 64 years,Males,United Kingdom,6.4,14.0,13.0
Annual,Percentage,From 25 to 64 years,Total,Austria,9.4,9.9,9.5
Annual,Percentage,From 25 to 64 years,Total,Belgium,8.7,16.3,15.5
Annual,Percentage,From 25 to 64 years,Total,Bulgaria,22.4,29.3,12.5
Annual,Percentage,From 25 to 64 years,Total,Cyprus,11.6,19.7,14.0
Annual,Percentage,From 25 to 64 years,Total,Czechia,30.0,34.5,16.4
Annual,Percentage,From 25 to 64 years,Total,Germany,13.5,11.2,9.5
Annual,Percentage,From 25 to 64 years,Total,Denmark,6.9,9.9,10.6
Annual,Percentage,From 25 to 64 years,Total,Estonia,17.9,35.5,17.4
Annual,Percentage,From 25 to 64 years,Total,Greece,21.8,20.6,21.6
Annual,Percentage,From 25 to 64 years,Total,Spain,12.4,25.5,25.5
Annual,Percentage,From 25 to 64 years,Total,European Union - 27 countries (from 2020),14.6,17.1,16.6
Annual,Percentage,From 25 to 64 years,Total,European Union - 28 countries (2013-2020),13.6,16.6,16.1
Annual,Percentage,From 25 to 64 years,Total,Finland,12.0,15.9,16.3
Annual,Percentage,From 25 to 64 years,Total,France,7.8,11.2,12.9
Annual,Percentage,From 25 to 64 years,Total,Croatia,19.1,27.1,18.4
Annual,Percentage,From 25 to 64 years,Total,Hungary,24.0,24.3,17.3
Annual,Percentage,From 25 to 64 years,Total,Ireland,8.9,24.5,14.3
Annual,Percentage,From 25 to 64 years,Total,Italy,8.7,14.6,21.5
Annual,Percentage,From 25 to 64 years,Total,Lithuania,21.5,40.7,11.8
Annual,Percentage,From 25 to 64 years,Total,Luxembourg,5.5,8.5,10.2
Annual,Percentage,From 25 to 64 years,Total,Latvia,17.7,32.6,19.8
Annual,Percentage,From 25 to 64 years,Total,Malta,14.7,18.3,7.1
Annual,Percentage,From 25 to 64 years,Total,Netherlands,16.8,15.7,23.4
Annual,Percentage,From 25 to 64 years,Total,Poland,26.2,16.9,24.8
Annual,Percentage,From 25 to 64 years,Total,Portugal,19.3,17.6,18.8
Annual,Percentage,From 25 to 64 years,Total,Romania,19.1,25.0,17.6
Annual,Percentage,From 25 to 64 years,Total,Sweden,18.6,20.0,14.6
Annual,Percentage,From 25 to 64 years,Total,Slovenia,26.2,28.5,28.0
Annual,Percentage,From 25 to 64 years,Total,Slovakia,14.3,13.0,6.6
Annual,Percentage,From 25 to 64 years,Total,United Kingdom,7.1,13.1,12.5
Annual,Percentage,From 55 to 64 years,Females,Austria,1.8,4.7,12.3
Annual,Percentage,From 55 to 64 years,Females,Belgium,12.6,9.3,7.3
Annual,Percentage,From 55 to 64 years,Females,Bulgaria,20.5,21.1,8.3
Annual,Percentage,From 55 to 64 years,Females,Cyprus,20.0 u,9.6,9.6
Annual,Percentage,From 55 to 64 years,Females,Czechia,28.5,36.2,20.3
Annual,Percentage,From 55 to 64 years,Females,Germany,7.3,14.5,7.7
Annual,Percentage,From 55 to 64 years,Females,Denmark,4.5,9.2,9.9
Annual,Percentage,From 55 to 64 years,Females,Estonia,34.4,38.8,21.7
Annual,Percentage,From 55 to 64 years,Females,Greece,11.4 u,10.4,23.1
Annual,Percentage,From 55 to 64 years,Females,Spain,12.0,11.1,21.9
Annual,Percentage,From 55 to 64 years,Females,European Union - 27 countries (from 2020),9.2,12.3,13.0
Annual,Percentage,From 55 to 64 years,Females,European Union - 28 countries (2013-2020),7.7,11.5,13.5
Annual,Percentage,From 55 to 64 years,Females,Finland,9.6,12.3,10.0
Annual,Percentage,From 55 to 64 years,Females,France,5.9,3.9,11.4
Annual,Percentage,From 55 to 64 years,Females,Croatia,23.3,28.8,13.6
Annual,Percentage,From 55 to 64 years,Females,Hungary,8.4,19.4,17.2
Annual,Percentage,From 55 to 64 years,Females,Ireland,12.4,25.9,8.2
Annual,Percentage,From 55 to 64 years,Females,Italy,0.9,8.8,13.9
Annual,Percentage,From 55 to 64 years,Females,Lithuania,17.8,34.6,19.5
Annual,Percentage,From 55 to 64 years,Females,Luxembourg,3.1 u,4.7,6.8
Annual,Percentage,From 55 to 64 years,Females,Latvia,22.0,21.6,19.0
Annual,Percentage,From 55 to 64 years,Females,Malta,18.8 u,4.0,7.1
Annual,Percentage,From 55 to 64 years,Females,Netherlands,12.7,8.6,21.5
Annual,Percentage,From 55 to 64 years,Females,Poland,15.1,16.1,19.7
Annual,Percentage,From 55 to 64 years,Females,Portugal,9.1,8.8,14.8
Annual,Percentage,From 55 to 64 years,Females,Romania,0.0,7.2,7.6
Annual,Percentage,From 55 to 64 years,Females,Sweden,16.4,11.6,12.3
Annual,Percentage,From 55 to 64 years,Females,Slovenia,5.0 u,11.3,16.8
Annual,Percentage,From 55 to 64 years,Females,Slovakia,15.9,18.1,4.2
Annual,Percentage,From 55 to 64 years,Females,United Kingdom,1.1,6.9,17.2
Annual,Percentage,From 55 to 64 years,Males,Austria,2.7,15.1,10.9
Annual,Percentage,From 55 to 64 years,Males,Belgium,2.6,11.6,13.6
Annual,Percentage,From 55 to 64 years,Males,Bulgaria,29.6,34.1,10.3
Annual,Percentage,From 55 to 64 years,Males,Cyprus,19.9,20.6,20.1
Annual,Percentage,From 55 to 64 years,Males,Czechia,39.6,29.4,16.5
Annual,Percentage,From 55 to 64 years,Males,Germany,8.4,10.8,11.0
Annual,Percentage,From 55 to 64 years,Males,Denmark,6.3,2.7,7.1
Annual,Percentage,From 55 to 64 years,Males,Estonia,28.3,31.7,34.2
Annual,Percentage,From 55 to 64 years,Males,Greece,12.1,6.3,10.6
Annual,Percentage,From 55 to 64 years,Males,Spain,8.8,21.2,21.9
Annual,Percentage,From 55 to 64 years,Males,European Union - 27 countries (from 2020),11.0,12.7,14.4
Annual,Percentage,From 55 to 64 years,Males,European Union - 28 countries (2013-2020),10.6,12.9,13.9
Annual,Percentage,From 55 to 64 years,Males,Finland,14.1,9.4,11.2
Annual,Percentage,From 55 to 64 years,Males,France,0.0,5.9,7.6
Annual,Percentage,From 55 to 64 years,Males,Croatia,8.2,16.6,21.2
Annual,Percentage,From 55 to 64 years,Males,Hungary,12.6,15.6,8.9
Annual,Percentage,From 55 to 64 years,Males,Ireland,6.3,15.4,20.8
Annual,Percentage,From 55 to 64 years,Males,Italy,4.4,5.1,18.7
Annual,Percentage,From 55 to 64 years,Males,Lithuania,36.2,38.1,16.3
Annual,Percentage,From 55 to 64 years,Males,Luxembourg,1.7 u,10.2,5.8
Annual,Percentage,From 55 to 64 years,Males,Latvia,31.8,42.1,28.9
Annual,Percentage,From 55 to 64 years,Males,Malta,13.3,15.4,17.3
Annual,Percentage,From 55 to 64 years,Males,Netherlands,21.9,6.4,23.7
Annual,Percentage,From 55 to 64 years,Males,Poland,15.9,18.0,19.5
Annual,Percentage,From 55 to 64 years,Males,Portugal,11.1,18.5,15.5
Annual,Percentage,From 55 to 64 years,Males,Romania,15.4,10.8,7.9
Annual,Percentage,From 55 to 64 years,Males,Sweden,20.1,22.5,12.1
Annual,Percentage,From 55 to 64 years,Males,Slovenia,23.2 u,17.4,21.6
Annual,Percentage,From 55 to 64 years,Males,Slovakia,26.4,13.8,14.6
Annual,Percentage,From 55 to 64 years,Males,United Kingdom,8.7,14.0,10.9
Annual,Percentage,From 55 to 64 years,Total,Austria,2.4,11.1,11.5
Annual,Percentage,From 55 to 64 years,Total,Belgium,5.7,10.8,10.6
Annual,Percentage,From 55 to 64 years,Total,Bulgaria,25.5,28.2,9.3
Annual,Percentage,From 55 to 64 years,Total,Cyprus,20.0,16.4,16.5
Annual,Percentage,From 55 to 64 years,Total,Czechia,35.5,32.0,18.4
Annual,Percentage,From 55 to 64 years,Total,Germany,7.9,12.4,9.4
Annual,Percentage,From 55 to 64 years,Total,Denmark,5.5,5.5,8.3
Annual,Percentage,From 55 to 64 years,Total,Estonia,30.8,35.8,27.0
Annual,Percentage,From 55 to 64 years,Total,Greece,11.9,7.6,15.4
Annual,Percentage,From 55 to 64 years,Total,Spain,9.9,17.5,21.9
Annual,Percentage,From 55 to 64 years,Total,European Union - 27 countries (from 2020),10.2,12.6,13.7
Annual,Percentage,From 55 to 64 years,Total,European Union - 28 countries (2013-2020),9.4,12.3,13.7
Annual,Percentage,From 55 to 64 years,Total,Finland,12.1,10.9,10.6
Annual,Percentage,From 55 to 64 years,Total,France,2.6,4.9,9.5
Annual,Percentage,From 55 to 64 years,Total,Croatia,14.8,21.1,18.1
Annual,Percentage,From 55 to 64 years,Total,Hungary,10.7,17.3,12.4
