Time frequency,Expenditure and investment,Unit of measure,Geopolitical entity (reporting)\Time,1992.0,1993.0,1994.0,1995.0,1996.0,1997.0,1998.0,1999.0,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,Investment,Million euro,Austria,:,:,:,:,:,:,:,:,:,:,:,:,:,3.467 n,2.858 n,227.0,:,270.0,120.0,149.0,74.0,186.0,59.0,:,62.0,:,143 e,143 e,:,:,:,:
Annual,Investment,Million euro,Bulgaria,106918.0,299615.0,336775.0,:,:,:,:,:,:,:,:,:,:,:,:,:,: @C,: @C,: @C,: @C,: @C,:,:,:,:,:,:,:,:,:,:,:
Annual,Investment,Million euro,Switzerland,:,:,:,:,:,:,:,:,0.0,0.0,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
Annual,Investment,Million euro,Czechia,:,12.0,2521.0,1308.0,1989.0,374.0,171.9,425.0,399.2,739.2,661.1,587.0,506.3,164.3,709.7,801.1,433.0,210.0,231.0,135.0,149.0,7.39,10.532,5.682,2.312,4.634,8.695,19.439,5.443,2.886,9.566,13.789
Annual,Investment,Million euro,Germany,:,320.0,320.0,320.0,320.0,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,210.0,215.0,:,211.0,216.0,225.0,232.0,236.0,239.0,248.0,:
Annual,Investment,Million euro,Denmark,:,:,:,:,:,:,106.0,0.0,38.0,158.0,10.0,:,:,:,0.0,0.0,100.0,0.0,:,:,:,69.322,0.0,0.0,0.0,0.0,:,:,:,:,:,:
Annual,Investment,Million euro,Spain,:,:,:,:,:,35.0,77.0,643.0,1380.0,2252.0,:,:,:,:,:,:,:,:,:,652 d,:,:,:,:,:,:,:,:,:,:,:,:
Annual,Investment,Million euro,Croatia,:,:,:,51.0,: m,84.0,22.0,24.0,27.0,8.0,35.0,51.0,68.0,79.0,93.0,198.0,226.0,436.0,188.0,288.0,308.0,33.779,:,:,:,:,:,:,:,:,:,:
Annual,Investment,Million euro,Italy,37.0,67.0,:,24850.0,22500.0,11730.0,18799.0,17693.0,82278.0,37428.0,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
Annual,Investment,Million euro,Lithuania,:,:,:,4.5,3.3,145.1,455.9,5.4,2.1,2.4,1.3,2.6,2.8,5.9,2.3,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.0
Annual,Investment,Million euro,Latvia,:,:,:,2.0,3.0,4.0,3.0,0.0,0.0,0.7,2.5,1.4,3.8,1.6,0.26,0.11,0.0,0.0,: @C,: @C,0.52,1.653,2.45,1.52,0.79,1.22,1.0,1.17,1.51,0.97,0.13,0.0
Annual,Investment,Million euro,Malta,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,: m,:,:,:
Annual,Investment,Million euro,Norway,:,6266.0,8131.0,5599.0,5792.0,7960.0,8008.0,4690.0,680.0,:,917.0,:,:,:,:,:,:,338.0,397 d,166 d,113 d,14.475,184.095,148.387,81.588,91.24,568.794,641.045,128.325,724.765,145.507,222.411
Annual,Investment,Million euro,Poland,400161.0,682104.0,:,:,:,:,:,:,:,:,:,:,: m,: m,:,:,:,:,:,:,:,: m,: m,: m,: m,: m,: m,: m,:,:,:,:
Annual,Investment,Million euro,Portugal,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,0.0,0.131,0.116,0.557,8.19,0.53,0.082,0.042,0.085,0.342,0.23
Annual,Investment,Million euro,Türkiye,9800.0,17800.0,0.0,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
Annual,Investment,Million euro,Kosovo*,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,: m,:,:,:,:,:
Annual,Maintenance,Million euro,Austria,:,:,:,:,:,:,:,:,:,:,:,:,:,53.063 n,44.483 n,69.0,:,63.0,70.0,73.0,78.0,75.0,30.0,:,29.0,:,25 e,21 e,:,:,:,:
Annual,Maintenance,Million euro,Switzerland,:,:,:,:,:,:,:,:,3.0,2.0,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
Annual,Maintenance,Million euro,Czechia,:,29.0,15.0,44.0,75.0,53.0,31.5,89.0,47.3,38.3,29.9,37.6,34.3,40.1,39.9,42.5,41.0,51.0,54.0,52.0,65.0,3.041,2.578,2.603,1.683,1.064,1.482,1.675,2.192,3.549,1.954,1.833
Annual,Maintenance,Million euro,Denmark,:,:,:,:,:,:,271.0,256.0,282.0,308.0,340.0,:,:,:,318.0,351.0,380.0,336.0,:,:,:,34.058,24.816,0.0,42.846,59.689,:,:,:,:,:,:
Annual,Maintenance,Million euro,Greece,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,1.0,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
Annual,Maintenance,Million euro,Spain,:,:,:,:,:,536.0,1138.0,1573.0,2440.0,2631.0,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
Annual,Maintenance,Million euro,Croatia,:,:,:,1.0,5.0,2.0,3.0,8.0,15.0,4.0,5.0,10.0,12.0,13.0,10.0,13.0,16.0,16.0,19.0,20.0,19.0,2.639,:,:,:,:,:,:,:,:,:,:
Annual,Maintenance,Million euro,Italy,176.0,173.0,:,12670.0,14170.0,12130.0,10570.0,26808.0,38091.0,13812.0,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
Annual,Maintenance,Million euro,Lithuania,1.3,3.1,8.2,16.9,26.5,28.4,47.0,39.0,2.3,19.0,14.9,13.7,55.5,109.0,9.4,10.4,8.6,3.8,6.4,2.03,4.0,5.0,1.0,1.3,5.5,1.5,1.2,1.1,1.4,1.2,1.3,0.95
Annual,Maintenance,Million euro,Latvia,:,:,:,8.0,11.0,17.0,16.0,19.0,19.5,18.9,16.6,12.7,1.4,1.9,1.46,1.49,1.46,1.06,: @C,: @C,0.09,0.321,:,:,:,:,:,8.48,8.93,0.5,0.27,0.11
Annual,Maintenance,Million euro,North Macedonia,:,:,:,:,:,:,:,:,:,:,:,:,:,8.0,4.0,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
Annual,Maintenance,Million euro,Malta,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,: m,:,:,:
Annual,Maintenance,Million euro,Norway,409.0,427.0,480.0,487.0,200.0,207.0,379.0,3.0,:,:,158.0,:,:,:,:,:,:,5.0,11 d,4 d,8 d,1.025,1.436,0.894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Annual,Maintenance,Million euro,Poland,:,:,:,:,:,:,:,:,:,:,:,:,: m,: m,:,:,:,:,:,:,:,: m,: m,: m,: m,: m,: m,: m,:,:,:,:
Annual,Maintenance,Million euro,Portugal,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,0.236,0.281,0.239,0.291,0.33,0.27,0.205,0.264,0.266,0.465,0.482
Annual,Maintenance,Million euro,Türkiye,16100.0,2900.0,10200.0,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
Annual,Maintenance,Million euro,Kosovo*,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,: m,:,:,:,:,:
Annual,Total,Million euro,Austria,:,:,:,:,:,:,:,:,:,:,:,:,:,56.53 n,47.341 n,296.0,:,333.0,190.0,222.0,152.0,261.0,89.0,:,184.0,:,205 e,210 e,:,:,:,:
Annual,Total,Million euro,Bulgaria,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,: @C,: @C,: @C,: @C,: @C,:,:,:,:,:,:,:,:,:,:,:
Annual,Total,Million euro,Switzerland,:,:,:,:,:,:,:,:,3.0,2.0,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
Annual,Total,Million euro,Czechia,:,41.0,2536.0,1352.0,2064.0,427.0,203.4,514.0,446.5,777.5,691.0,624.6,540.6,204.4,749.6,842.6,474.0,261.0,284.0,188.0,214.0,10.431,13.11,8.285,3.995,5.66,10.177,21.114,7.673,6.435,11.52,15.581
Annual,Total,Million euro,Denmark,:,:,:,:,:,:,377.0,256.0,320.0,466.0,350.0,:,:,:,318.0,351.0,480.0,336.0,:,:,:,103.38,24.816,0.0,42.846,59.689,:,:,:,:,:,:
Annual,Total,Million euro,Greece,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,1.0,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
Annual,Total,Million euro,Spain,:,4281.0,2440.0,1227.0,671.0,571.0,1215.0,2216.0,3820.0,4883.0,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
Annual,Total,Million euro,Croatia,:,:,:,52.0,5.0,86.0,25.0,32.0,42.0,12.0,40.0,61.0,80.0,92.0,103.0,211.0,242.0,452.0,207.0,308.0,327.0,36.418,:,:,:,:,:,:,:,:,:,:
Annual,Total,Million euro,Italy,213.0,240.0,:,37520.0,36670.0,23860.0,29369.0,44501.0,120369.0,51240.0,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
Annual,Total,Million euro,Lithuania,:,:,:,21.4,29.8,173.5,503.0,44.0,4.6,21.4,16.2,16.0,58.3,114.8,11.7,13.9,8.6,3.8,6.4,2.03,4.0,5.0,1.0,1.3,5.5,1.5,1.2,1.1,1.4,1.6,1.5,0.95
