Time frequency,Unit of measure,Metropolitan regions\Time,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0
Annual,Per million inhabitants,Wien,:,:,132.61,75.47,115.61,:,:,72.01,:,:,:,118.6,:,:
Annual,Per million inhabitants,Graz,42.98,110.24,66.88,64.54,100.51,122.27,104.44,95.35,147.11,258.61,196.67,260.94,89.6,202.28
Annual,Per million inhabitants,Linz,140.88,285.76,152.71,414.11,183.47,229.73,332.96,150.25,257.54,198.32,249.98,218.22,241.96,177.54
Annual,Per million inhabitants,Salzburg,125.76,86.28,153.69,193.79,289.45,514.41,623.29,730.57,774.66,855.15,703.81,268.39,508.87,242.18
Annual,Per million inhabitants,Innsbruck,282.1,169.6,237.3,285.61,269.3,246.86,313.14,378.32,154.65,181.26,502.73,350.03,277.59,222.79
Annual,Per million inhabitants,Non-metropolitan regions in Austria,:,:,:,:,:,:,355.11,:,355.45,:,:,:,:,:
Annual,Per million inhabitants,Bruxelles / Brussel,46.37,107.19,129.13,116.75,124.04,129.18,138.43,230.3,:,196.22,103.86,86.17,71.76,39.48
Annual,Per million inhabitants,Antwerpen,141.39,355.59,493.22,244.06,234.1,116.55,99.22,98.44,56.72,62.93,125.03,137.56,118.44,91.7
Annual,Per million inhabitants,Gent,:,:,:,:,107.93,:,213.85,80.44,:,95.08,99.55,:,:,92.95
Annual,Per million inhabitants,Charleroi,4.75,19.02,4.75,11.85,14.2,:,9.43,14.11,9.34,11.63,4.64,44.14,13.92,18.53
Annual,Per million inhabitants,Liège,:,:,81.86,18.09,40.44,:,:,:,:,:,37.21,:,:,:
Annual,Per million inhabitants,Sofia,:,:,:,:,:,:,:,:,:,:,85.33,:,159.96,:
Annual,Per million inhabitants,Plovdiv,:,:,:,:,12.97,41.99,20.35,23.33,73.17,207.08,172.35,134.18,76.97,101.0
Annual,Per million inhabitants,Varna,:,:,:,:,4.25,:,8.47,23.21,4.21,12.65,673.83,1259.29,823.13,128.98
