Time frequency,Unit of measure,Age class,Sex,Geopolitical entity (reporting)\Time,2005.0,2010.0,2015.0
Annual,Percentage,From 15 to 24 years,Males,Sweden,15.6 u,20.0 u,10.6
Annual,Percentage,From 15 to 24 years,Males,Slovenia,8.2,8.1,12.4
Annual,Percentage,From 15 to 24 years,Males,Slovakia,7.3 u,7.0 u,4.7 u
Annual,Percentage,From 15 to 24 years,Males,United Kingdom,1.0,12.1,3.7
Annual,Percentage,From 15 to 24 years,Total,Austria,8.1,8.6,21.9
Annual,Percentage,From 15 to 24 years,Total,Belgium,4.8,14.1,14.9
Annual,Percentage,From 15 to 24 years,Total,Bulgaria,4.8,9.9,6.2
Annual,Percentage,From 15 to 24 years,Total,Cyprus,21.0,7.8,10.9
Annual,Percentage,From 15 to 24 years,Total,Czechia,19.2,11.1,5.8
Annual,Percentage,From 15 to 24 years,Total,Germany,10.3,15.6,17.6
Annual,Percentage,From 15 to 24 years,Total,Denmark,10.0,7.6,6.4
Annual,Percentage,From 15 to 24 years,Total,Estonia,6.0,7.8,9.1
Annual,Percentage,From 15 to 24 years,Total,Greece,15.1,12.3,12.4
Annual,Percentage,From 15 to 24 years,Total,Spain,2.9,4.2,5.5
Annual,Percentage,From 15 to 24 years,Total,European Union - 27 countries (from 2020),7.4,11.1,12.1
Annual,Percentage,From 15 to 24 years,Total,European Union - 28 countries (2013-2020),7.4,10.8,11.4
Annual,Percentage,From 15 to 24 years,Total,Finland,7.6,11.3,14.1
Annual,Percentage,From 15 to 24 years,Total,France,5.7,13.5,18.5
Annual,Percentage,From 15 to 24 years,Total,Croatia,3.0,16.0,0.0
Annual,Percentage,From 15 to 24 years,Total,Hungary,5.0,6.8,10.0
Annual,Percentage,From 15 to 24 years,Total,Ireland,20.4,8.8,9.4
Annual,Percentage,From 15 to 24 years,Total,Italy,4.4,10.2,4.0
Annual,Percentage,From 15 to 24 years,Total,Lithuania,15.5,5.1,7.4
Annual,Percentage,From 15 to 24 years,Total,Luxembourg,19.0 u,8.9,22.5
Annual,Percentage,From 15 to 24 years,Total,Latvia,2.5,1.3,15.8
Annual,Percentage,From 15 to 24 years,Total,Malta,7.3,8.7,5.5
Annual,Percentage,From 15 to 24 years,Total,Netherlands,8.9,9.2,8.4
Annual,Percentage,From 15 to 24 years,Total,Poland,8.2,4.7,3.7
Annual,Percentage,From 15 to 24 years,Total,Portugal,1.6,4.3,0.0
Annual,Percentage,From 15 to 24 years,Total,Romania,7.8,11.8,8.7
Annual,Percentage,From 15 to 24 years,Total,Sweden,12.1,20.0,19.4
Annual,Percentage,From 15 to 24 years,Total,Slovenia,10.1,8.4,6.9
Annual,Percentage,From 15 to 24 years,Total,Slovakia,9.1,11.0,4.3
Annual,Percentage,From 15 to 24 years,Total,United Kingdom,7.1,9.6,8.6
Annual,Percentage,From 15 to 64 years,Females,Austria,4.6,6.8,13.0
Annual,Percentage,From 15 to 64 years,Females,Belgium,6.5,10.4,9.8
Annual,Percentage,From 15 to 64 years,Females,Bulgaria,2.7,2.6,2.1
Annual,Percentage,From 15 to 64 years,Females,Cyprus,4.7,3.9,8.8
Annual,Percentage,From 15 to 64 years,Females,Czechia,9.4,9.6,5.8
Annual,Percentage,From 15 to 64 years,Females,Germany,5.4,8.8,6.2
Annual,Percentage,From 15 to 64 years,Females,Denmark,7.1,7.0,6.5
Annual,Percentage,From 15 to 64 years,Females,Estonia,8.1,6.9,9.1
Annual,Percentage,From 15 to 64 years,Females,Greece,8.1,10.0,9.8
Annual,Percentage,From 15 to 64 years,Females,Spain,3.4,4.8,5.1
Annual,Percentage,From 15 to 64 years,Females,European Union - 27 countries (from 2020),5.3,7.2,7.6
Annual,Percentage,From 15 to 64 years,Females,European Union - 28 countries (2013-2020),5.5,7.0,7.6
Annual,Percentage,From 15 to 64 years,Females,Finland,7.0,12.7,11.1
Annual,Percentage,From 15 to 64 years,Females,France,5.2,10.7,12.1
Annual,Percentage,From 15 to 64 years,Females,Croatia,7.3,8.4,3.9
Annual,Percentage,From 15 to 64 years,Females,Hungary,4.7,5.9,3.9
Annual,Percentage,From 15 to 64 years,Females,Ireland,6.3,5.8,6.7
Annual,Percentage,From 15 to 64 years,Females,Italy,3.9,4.6,7.6
Annual,Percentage,From 15 to 64 years,Females,Lithuania,4.8,3.2,5.6
Annual,Percentage,From 15 to 64 years,Females,Luxembourg,8.5,8.9,16.2
Annual,Percentage,From 15 to 64 years,Females,Latvia,4.6,5.7,7.8
Annual,Percentage,From 15 to 64 years,Females,Malta,6.4,7.5,5.2
Annual,Percentage,From 15 to 64 years,Females,Netherlands,8.6,7.9,13.3
Annual,Percentage,From 15 to 64 years,Females,Poland,3.8,3.0,2.6
Annual,Percentage,From 15 to 64 years,Females,Portugal,4.0,3.2,4.4
Annual,Percentage,From 15 to 64 years,Females,Romania,5.4,5.7,7.5
Annual,Percentage,From 15 to 64 years,Females,Sweden,9.0,10.0,13.4
Annual,Percentage,From 15 to 64 years,Females,Slovenia,6.5,6.2,9.8
Annual,Percentage,From 15 to 64 years,Females,Slovakia,6.1,6.8,8.0
Annual,Percentage,From 15 to 64 years,Females,United Kingdom,6.7,5.9,7.8
Annual,Percentage,From 15 to 64 years,Males,Austria,7.5,7.7,11.8
Annual,Percentage,From 15 to 64 years,Males,Belgium,5.7,11.8,9.5
Annual,Percentage,From 15 to 64 years,Males,Bulgaria,3.0,6.4,2.6
Annual,Percentage,From 15 to 64 years,Males,Cyprus,4.3,7.4,8.7
Annual,Percentage,From 15 to 64 years,Males,Czechia,8.6,5.4,4.8
Annual,Percentage,From 15 to 64 years,Males,Germany,3.9,6.8,6.0
Annual,Percentage,From 15 to 64 years,Males,Denmark,4.5,3.2,4.5
Annual,Percentage,From 15 to 64 years,Males,Estonia,6.2,3.2,10.9
Annual,Percentage,From 15 to 64 years,Males,Greece,8.1,7.3,5.8
Annual,Percentage,From 15 to 64 years,Males,Spain,1.4,4.3,4.8
Annual,Percentage,From 15 to 64 years,Males,European Union - 27 countries (from 2020),4.4,5.7,6.8
Annual,Percentage,From 15 to 64 years,Males,European Union - 28 countries (2013-2020),4.3,5.6,6.7
Annual,Percentage,From 15 to 64 years,Males,Finland,5.3,6.1,7.5
Annual,Percentage,From 15 to 64 years,Males,France,5.2,10.6,10.4
Annual,Percentage,From 15 to 64 years,Males,Croatia,3.8,4.3,2.9
Annual,Percentage,From 15 to 64 years,Males,Hungary,4.0,2.9,7.3
Annual,Percentage,From 15 to 64 years,Males,Ireland,7.3,5.1,7.2
Annual,Percentage,From 15 to 64 years,Males,Italy,3.6,2.7,6.5
Annual,Percentage,From 15 to 64 years,Males,Lithuania,7.0,3.4,1.9
Annual,Percentage,From 15 to 64 years,Males,Luxembourg,8.9,12.5,11.3
Annual,Percentage,From 15 to 64 years,Males,Latvia,3.9,3.3,7.1
Annual,Percentage,From 15 to 64 years,Males,Malta,5.1,4.3,4.3
Annual,Percentage,From 15 to 64 years,Males,Netherlands,8.6,4.6,11.7
Annual,Percentage,From 15 to 64 years,Males,Poland,2.6,2.6,2.6
Annual,Percentage,From 15 to 64 years,Males,Portugal,5.7,4.8,2.3
Annual,Percentage,From 15 to 64 years,Males,Romania,4.4,4.2,9.2
Annual,Percentage,From 15 to 64 years,Males,Sweden,4.2,6.7,9.2
Annual,Percentage,From 15 to 64 years,Males,Slovenia,6.3,7.4,5.1
Annual,Percentage,From 15 to 64 years,Males,Slovakia,4.3,3.7,4.8
Annual,Percentage,From 15 to 64 years,Males,United Kingdom,4.1,4.8,6.2
Annual,Percentage,From 15 to 64 years,Total,Austria,6.2,7.3,12.4
Annual,Percentage,From 15 to 64 years,Total,Belgium,6.1,11.1,9.6
Annual,Percentage,From 15 to 64 years,Total,Bulgaria,2.9,4.6,2.3
Annual,Percentage,From 15 to 64 years,Total,Cyprus,4.4,5.8,8.8
Annual,Percentage,From 15 to 64 years,Total,Czechia,8.9,7.2,5.3
Annual,Percentage,From 15 to 64 years,Total,Germany,4.5,7.7,6.1
Annual,Percentage,From 15 to 64 years,Total,Denmark,5.7,5.0,5.4
Annual,Percentage,From 15 to 64 years,Total,Estonia,7.1,5.1,10.0
Annual,Percentage,From 15 to 64 years,Total,Greece,8.1,8.3,7.5
Annual,Percentage,From 15 to 64 years,Total,Spain,2.2,4.5,4.9
Annual,Percentage,From 15 to 64 years,Total,European Union - 27 countries (from 2020),4.8,6.4,7.2
Annual,Percentage,From 15 to 64 years,Total,European Union - 28 countries (2013-2020),4.8,6.2,7.2
Annual,Percentage,From 15 to 64 years,Total,Finland,6.1,9.3,9.3
Annual,Percentage,From 15 to 64 years,Total,France,5.2,10.6,11.2
Annual,Percentage,From 15 to 64 years,Total,Croatia,5.4,6.2,3.4
Annual,Percentage,From 15 to 64 years,Total,Hungary,4.3,4.3,5.6
Annual,Percentage,From 15 to 64 years,Total,Ireland,6.9,5.4,7.0
Annual,Percentage,From 15 to 64 years,Total,Italy,3.7,3.5,7.0
Annual,Percentage,From 15 to 64 years,Total,Lithuania,5.9,3.3,3.9
Annual,Percentage,From 15 to 64 years,Total,Luxembourg,8.7,10.9,13.7
Annual,Percentage,From 15 to 64 years,Total,Latvia,4.2,4.6,7.5
Annual,Percentage,From 15 to 64 years,Total,Malta,5.5,5.4,4.6
Annual,Percentage,From 15 to 64 years,Total,Netherlands,8.6,6.1,12.5
Annual,Percentage,From 15 to 64 years,Total,Poland,3.1,2.8,2.6
Annual,Percentage,From 15 to 64 years,Total,Portugal,4.9,4.1,3.4
Annual,Percentage,From 15 to 64 years,Total,Romania,4.9,4.8,8.4
Annual,Percentage,From 15 to 64 years,Total,Sweden,6.5,8.3,11.2
Annual,Percentage,From 15 to 64 years,Total,Slovenia,6.4,6.8,7.4
Annual,Percentage,From 15 to 64 years,Total,Slovakia,5.1,5.0,6.4
Annual,Percentage,From 15 to 64 years,Total,United Kingdom,5.3,5.3,6.9
Annual,Percentage,From 25 to 64 years,Females,Austria,4.1,5.5,13.3
Annual,Percentage,From 25 to 64 years,Females,Belgium,6.6,9.4,9.2
Annual,Percentage,From 25 to 64 years,Females,Bulgaria,1.8,2.7,1.9
Annual,Percentage,From 25 to 64 years,Females,Cyprus,3.7,5.0,9.2
Annual,Percentage,From 25 to 64 years,Females,Czechia,8.1,8.4,5.8
Annual,Percentage,From 25 to 64 years,Females,Germany,3.2,6.5,4.3
Annual,Percentage,From 25 to 64 years,Females,Denmark,6.1,5.9,7.3
Annual,Percentage,From 25 to 64 years,Females,Estonia,8.1,6.5,9.5
Annual,Percentage,From 25 to 64 years,Females,Greece,7.6,10.3,9.9
Annual,Percentage,From 25 to 64 years,Females,Spain,3.7,4.9,5.3
Annual,Percentage,From 25 to 64 years,Females,European Union - 27 countries (from 2020),4.6,6.4,7.0
Annual,Percentage,From 25 to 64 years,Females,European Union - 28 countries (2013-2020),4.8,6.3,7.0
Annual,Percentage,From 25 to 64 years,Females,Finland,6.5,12.7,9.6
Annual,Percentage,From 25 to 64 years,Females,France,5.0,10.2,11.1
Annual,Percentage,From 25 to 64 years,Females,Croatia,8.1,6.8,4.4
Annual,Percentage,From 25 to 64 years,Females,Hungary,4.8,5.8,3.0
Annual,Percentage,From 25 to 64 years,Females,Ireland,5.1,5.3,7.4
Annual,Percentage,From 25 to 64 years,Females,Italy,3.8,4.0,7.6
Annual,Percentage,From 25 to 64 years,Females,Lithuania,3.5,2.9,2.2
Annual,Percentage,From 25 to 64 years,Females,Luxembourg,8.7,8.8,16.1
Annual,Percentage,From 25 to 64 years,Females,Latvia,4.7,5.8,6.2
Annual,Percentage,From 25 to 64 years,Females,Malta,6.2,5.1,4.7
Annual,Percentage,From 25 to 64 years,Females,Netherlands,9.6,7.3,15.2
Annual,Percentage,From 25 to 64 years,Females,Poland,3.0,2.9,2.0
Annual,Percentage,From 25 to 64 years,Females,Portugal,4.3,3.9,5.0
Annual,Percentage,From 25 to 64 years,Females,Romania,4.5,5.3,7.2
Annual,Percentage,From 25 to 64 years,Females,Sweden,8.4,9.3,11.9
Annual,Percentage,From 25 to 64 years,Females,Slovenia,4.4,5.2,10.4
Annual,Percentage,From 25 to 64 years,Females,Slovakia,5.4,6.2,7.5
Annual,Percentage,From 25 to 64 years,Females,United Kingdom,5.7,5.7,7.3
Annual,Percentage,From 25 to 64 years,Males,Austria,7.4,7.0,9.4
Annual,Percentage,From 25 to 64 years,Males,Belgium,5.0,12.2,8.6
Annual,Percentage,From 25 to 64 years,Males,Bulgaria,3.2,5.0,2.5
Annual,Percentage,From 25 to 64 years,Males,Cyprus,1.8,7.6,9.6
Annual,Percentage,From 25 to 64 years,Males,Czechia,4.9,4.7,5.0
Annual,Percentage,From 25 to 64 years,Males,Germany,2.8,5.3,3.9
Annual,Percentage,From 25 to 64 years,Males,Denmark,3.8,3.2,3.4
Annual,Percentage,From 25 to 64 years,Males,Estonia,7.3,2.4,11.6
Annual,Percentage,From 25 to 64 years,Males,Greece,8.2,7.7,5.0
Annual,Percentage,From 25 to 64 years,Males,Spain,1.1,4.5,4.7
Annual,Percentage,From 25 to 64 years,Males,European Union - 27 countries (from 2020),3.7,5.1,6.0
Annual,Percentage,From 25 to 64 years,Males,European Union - 28 countries (2013-2020),3.8,4.9,6.1
Annual,Percentage,From 25 to 64 years,Males,Finland,4.0,6.4,7.1
Annual,Percentage,From 25 to 64 years,Males,France,4.7,9.7,9.0
Annual,Percentage,From 25 to 64 years,Males,Croatia,3.3,3.1,2.8
Annual,Percentage,From 25 to 64 years,Males,Hungary,4.4,2.6,5.4
Annual,Percentage,From 25 to 64 years,Males,Ireland,4.1,5.7,5.8
Annual,Percentage,From 25 to 64 years,Males,Italy,3.3,1.8,7.2
Annual,Percentage,From 25 to 64 years,Males,Lithuania,4.4,2.5,1.6
Annual,Percentage,From 25 to 64 years,Males,Luxembourg,7.0,12.4,10.9
Annual,Percentage,From 25 to 64 years,Males,Latvia,4.4,4.2,6.1
Annual,Percentage,From 25 to 64 years,Males,Malta,5.1,4.8,3.5
Annual,Percentage,From 25 to 64 years,Males,Netherlands,7.5,4.1,11.1
Annual,Percentage,From 25 to 64 years,Males,Poland,1.9,2.3,1.4
Annual,Percentage,From 25 to 64 years,Males,Portugal,5.3,3.8,3.2
Annual,Percentage,From 25 to 64 years,Males,Romania,3.9,3.6,8.7
Annual,Percentage,From 25 to 64 years,Males,Sweden,2.5,6.1,9.1
Annual,Percentage,From 25 to 64 years,Males,Slovenia,6.0,6.6,4.5
Annual,Percentage,From 25 to 64 years,Males,Slovakia,3.1,3.2,3.3
Annual,Percentage,From 25 to 64 years,Males,United Kingdom,4.7,4.0,6.7
Annual,Percentage,From 25 to 64 years,Total,Austria,5.9,6.3,11.5
Annual,Percentage,From 25 to 64 years,Total,Belgium,5.7,10.9,8.9
Annual,Percentage,From 25 to 64 years,Total,Bulgaria,2.5,3.9,2.2
Annual,Percentage,From 25 to 64 years,Total,Cyprus,2.7,6.4,9.4
Annual,Percentage,From 25 to 64 years,Total,Czechia,6.3,6.3,5.4
Annual,Percentage,From 25 to 64 years,Total,Germany,3.0,5.9,4.1
Annual,Percentage,From 25 to 64 years,Total,Denmark,4.9,4.5,5.2
Annual,Percentage,From 25 to 64 years,Total,Estonia,7.7,4.5,10.5
Annual,Percentage,From 25 to 64 years,Total,Greece,8.0,8.8,7.1
Annual,Percentage,From 25 to 64 years,Total,Spain,2.2,4.7,5.0
Annual,Percentage,From 25 to 64 years,Total,European Union - 27 countries (from 2020),4.1,5.6,6.5
Annual,Percentage,From 25 to 64 years,Total,European Union - 28 countries (2013-2020),4.2,5.5,6.5
Annual,Percentage,From 25 to 64 years,Total,Finland,5.2,9.4,8.3
Annual,Percentage,From 25 to 64 years,Total,France,4.8,9.9,10.1
Annual,Percentage,From 25 to 64 years,Total,Croatia,5.5,4.8,3.6
Annual,Percentage,From 25 to 64 years,Total,Hungary,4.6,4.1,4.1
Annual,Percentage,From 25 to 64 years,Total,Ireland,4.5,5.5,6.6
Annual,Percentage,From 25 to 64 years,Total,Italy,3.5,2.7,7.4
Annual,Percentage,From 25 to 64 years,Total,Lithuania,3.9,2.7,1.9
Annual,Percentage,From 25 to 64 years,Total,Luxembourg,7.7,10.8,13.5
Annual,Percentage,From 25 to 64 years,Total,Latvia,4.6,5.0,6.1
Annual,Percentage,From 25 to 64 years,Total,Malta,5.4,4.9,4.0
Annual,Percentage,From 25 to 64 years,Total,Netherlands,8.5,5.6,13.1
Annual,Percentage,From 25 to 64 years,Total,Poland,2.4,2.6,1.7
Annual,Percentage,From 25 to 64 years,Total,Portugal,4.8,3.8,4.2
Annual,Percentage,From 25 to 64 years,Total,Romania,4.2,4.4,8.0
Annual,Percentage,From 25 to 64 years,Total,Sweden,5.3,7.6,10.4
Annual,Percentage,From 25 to 64 years,Total,Slovenia,5.2,5.9,7.4
Annual,Percentage,From 25 to 64 years,Total,Slovakia,4.2,4.6,5.4
Annual,Percentage,From 25 to 64 years,Total,United Kingdom,5.2,4.8,7.0
Annual,Percentage,From 55 to 64 years,Females,Austria,1.8,14.5,6.7
Annual,Percentage,From 55 to 64 years,Females,Belgium,11.2,13.2,13.1
Annual,Percentage,From 55 to 64 years,Females,Bulgaria,5.6,3.2,1.4
Annual,Percentage,From 55 to 64 years,Females,Cyprus,3.2 u,0.7,5.0
Annual,Percentage,From 55 to 64 years,Females,Czechia,11.4,12.1,5.6
Annual,Percentage,From 55 to 64 years,Females,Germany,9.8,14.0,6.0
Annual,Percentage,From 55 to 64 years,Females,Denmark,3.9,6.9,4.8
Annual,Percentage,From 55 to 64 years,Females,Estonia,3.4,7.8,9.0
Annual,Percentage,From 55 to 64 years,Females,Greece,6.4 u,4.4,6.1
Annual,Percentage,From 55 to 64 years,Females,Spain,1.0,3.9,2.7
Annual,Percentage,From 55 to 64 years,Females,European Union - 27 countries (from 2020),7.0,9.3,8.2
Annual,Percentage,From 55 to 64 years,Females,European Union - 28 countries (2013-2020),6.5,8.8,7.8
Annual,Percentage,From 55 to 64 years,Females,Finland,9.0,11.0,13.9
Annual,Percentage,From 55 to 64 years,Females,France,11.2,12.5,13.9
Annual,Percentage,From 55 to 64 years,Females,Croatia,2.7,12.0,2.2
Annual,Percentage,From 55 to 64 years,Females,Hungary,2.4,6.7,6.2
Annual,Percentage,From 55 to 64 years,Females,Ireland,0.0,3.1,5.2
Annual,Percentage,From 55 to 64 years,Females,Italy,4.0,9.1,9.1
Annual,Percentage,From 55 to 64 years,Females,Lithuania,11.2,5.4,12.0
Annual,Percentage,From 55 to 64 years,Females,Luxembourg,7.2 u,12.2,9.8
Annual,Percentage,From 55 to 64 years,Females,Latvia,2.6,6.8,9.1
Annual,Percentage,From 55 to 64 years,Females,Malta,15.7 u,0.0,6.5
Annual,Percentage,From 55 to 64 years,Females,Netherlands,4.6,9.3,14.0
Annual,Percentage,From 55 to 64 years,Females,Poland,2.7,3.7,5.2
Annual,Percentage,From 55 to 64 years,Females,Portugal,4.7,0.0,3.1
Annual,Percentage,From 55 to 64 years,Females,Romania,5.4,3.6,8.4
Annual,Percentage,From 55 to 64 years,Females,Sweden,10.6,7.1,12.2
Annual,Percentage,From 55 to 64 years,Females,Slovenia,33.9 u,13.4,9.9
Annual,Percentage,From 55 to 64 years,Females,Slovakia,6.5,3.1,12.6
Annual,Percentage,From 55 to 64 years,Females,United Kingdom,4.5,5.4,4.9
Annual,Percentage,From 55 to 64 years,Males,Austria,8.8,13.1,13.0
Annual,Percentage,From 55 to 64 years,Males,Belgium,11.1,9.7,10.1
Annual,Percentage,From 55 to 64 years,Males,Bulgaria,3.1,8.2,2.2
Annual,Percentage,From 55 to 64 years,Males,Cyprus,2.8,2.8,3.5
Annual,Percentage,From 55 to 64 years,Males,Czechia,20.9,8.6,3.9
Annual,Percentage,From 55 to 64 years,Males,Germany,6.9,9.0,9.9
Annual,Percentage,From 55 to 64 years,Males,Denmark,8.3,2.7,6.2
Annual,Percentage,From 55 to 64 years,Males,Estonia,5.1,5.1,7.3
Annual,Percentage,From 55 to 64 years,Males,Greece,2.4,3.5,9.5
Annual,Percentage,From 55 to 64 years,Males,Spain,0.9,3.0,5.5
Annual,Percentage,From 55 to 64 years,Males,European Union - 27 countries (from 2020),6.5,6.3,8.5
Annual,Percentage,From 55 to 64 years,Males,European Union - 28 countries (2013-2020),6.1,5.7,8.1
Annual,Percentage,From 55 to 64 years,Males,Finland,9.4,4.6,8.5
Annual,Percentage,From 55 to 64 years,Males,France,6.3,13.8,12.9
Annual,Percentage,From 55 to 64 years,Males,Croatia,9.4,3.8,4.9
Annual,Percentage,From 55 to 64 years,Males,Hungary,1.2,3.5,13.4
Annual,Percentage,From 55 to 64 years,Males,Ireland,4.4,1.0,8.9
Annual,Percentage,From 55 to 64 years,Males,Italy,4.6,3.2,3.0
Annual,Percentage,From 55 to 64 years,Males,Lithuania,12.0,7.6,4.2
Annual,Percentage,From 55 to 64 years,Males,Luxembourg,17.0 u,14.8,9.6
Annual,Percentage,From 55 to 64 years,Males,Latvia,4.7,0.9,9.4
Annual,Percentage,From 55 to 64 years,Males,Malta,0.0,3.9,6.8
Annual,Percentage,From 55 to 64 years,Males,Netherlands,11.6,2.5,12.8
Annual,Percentage,From 55 to 64 years,Males,Poland,4.8,2.0,8.0
Annual,Percentage,From 55 to 64 years,Males,Portugal,12.0,9.4,0.0
Annual,Percentage,From 55 to 64 years,Males,Romania,6.1,2.1,12.3
Annual,Percentage,From 55 to 64 years,Males,Sweden,8.4,1.8,8.9
Annual,Percentage,From 55 to 64 years,Males,Slovenia,6.2 u,11.6,5.2
Annual,Percentage,From 55 to 64 years,Males,Slovakia,10.5,4.4,12.3
Annual,Percentage,From 55 to 64 years,Males,United Kingdom,3.5,2.4,5.7
Annual,Percentage,From 55 to 64 years,Total,Austria,6.6,13.6,10.1
Annual,Percentage,From 55 to 64 years,Total,Belgium,11.1,11.0,11.5
Annual,Percentage,From 55 to 64 years,Total,Bulgaria,4.1,5.9,1.8
Annual,Percentage,From 55 to 64 years,Total,Cyprus,2.9,2.0,4.0
Annual,Percentage,From 55 to 64 years,Total,Czechia,17.2,10.0,4.8
Annual,Percentage,From 55 to 64 years,Total,Germany,8.3,11.2,8.1
Annual,Percentage,From 55 to 64 years,Total,Denmark,6.4,4.6,5.5
Annual,Percentage,From 55 to 64 years,Total,Estonia,4.4,6.7,8.3
Annual,Percentage,From 55 to 64 years,Total,Greece,3.4,3.8,8.2
Annual,Percentage,From 55 to 64 years,Total,Spain,0.9,3.4,4.3
Annual,Percentage,From 55 to 64 years,Total,European Union - 27 countries (from 2020),6.7,7.5,8.4
Annual,Percentage,From 55 to 64 years,Total,European Union - 28 countries (2013-2020),6.3,7.0,8.0
Annual,Percentage,From 55 to 64 years,Total,Finland,9.2,7.9,11.4
Annual,Percentage,From 55 to 64 years,Total,France,8.5,13.2,13.4
Annual,Percentage,From 55 to 64 years,Total,Croatia,6.4,7.1,3.7
Annual,Percentage,From 55 to 64 years,Total,Hungary,1.7,4.9,10.3
