Time frequency,Unit of measure,Rail network Segment (2015),Train category\Time,2015.0
Annual,Number,Feldkirch - Buchs (Sg),Goods trains,2500.0
Annual,Number,Feldkirch - Buchs (Sg),Other trains,1000.0
Annual,Number,Feldkirch - Buchs (Sg),Passenger trains,5580.0
Annual,Number,Buchs (Sg) - Feldkirch,Goods trains,2500.0
Annual,Number,Buchs (Sg) - Feldkirch,Other trains,1000.0
Annual,Number,Buchs (Sg) - Feldkirch,Passenger trains,5580.0
