Time frequency,Unit of measure,Rail network segment (2010),Train category\Time,2010.0
Annual,Number,Helsinki - Pasila,Goods trains,0.0
Annual,Number,Helsinki - Pasila,Passenger trains,167150.0
Annual,Number,Pasila - Huopalahti,Goods trains,0.0
Annual,Number,Pasila - Huopalahti,Passenger trains,84620.0
Annual,Number,Huopalahti - Leppävaara,Goods trains,0.0
Annual,Number,Huopalahti - Leppävaara,Passenger trains,51714.0
Annual,Number,Leppävaara - Espoo,Goods trains,0.0
Annual,Number,Leppävaara - Espoo,Passenger trains,31463.0
Annual,Number,Espoo - Kirkkonummi,Goods trains,0.0
Annual,Number,Espoo - Kirkkonummi,Passenger trains,21932.0
Annual,Number,Kirkkonummi - Karjaa,Goods trains,0.0
Annual,Number,Kirkkonummi - Karjaa,Passenger trains,7706.0
Annual,Number,Karjaa - Turku,Goods trains,69.0
Annual,Number,Karjaa - Turku,Passenger trains,6168.0
Annual,Number,Karjaa - Hanko,Goods trains,918.0
Annual,Number,Karjaa - Hanko,Passenger trains,2541.0
Annual,Number,Karjaa - Hyvinkää,Goods trains,1113.0
Annual,Number,Karjaa - Hyvinkää,Passenger trains,0.0
Annual,Number,Pasila - Tikkurila,Goods trains,484.0
Annual,Number,Pasila - Tikkurila,Passenger trains,83047.0
Annual,Number,Tikkurila - Kerava,Goods trains,484.0
Annual,Number,Tikkurila - Kerava,Passenger trains,67341.0
Annual,Number,Kerava - Hyvinkää,Goods trains,1474.0
Annual,Number,Kerava - Hyvinkää,Passenger trains,27976.0
Annual,Number,Hyvinkää - Riihimäki,Goods trains,2790.0
Annual,Number,Hyvinkää - Riihimäki,Passenger trains,27926.0
Annual,Number,Riihimäki - Toijala,Goods trains,4073.0
Annual,Number,Riihimäki - Toijala,Passenger trains,12557.0
Annual,Number,Toijala - Tampere,Goods trains,5627.0
Annual,Number,Toijala - Tampere,Passenger trains,15476.0
Annual,Number,Tampere - Lielahti,Goods trains,6210.0
Annual,Number,Tampere - Lielahti,Passenger trains,6962.0
Annual,Number,Lielahti - Parkano,Goods trains,2558.0
Annual,Number,Lielahti - Parkano,Passenger trains,4921.0
Annual,Number,Parkano - Seinäjoki,Goods trains,2387.0
Annual,Number,Parkano - Seinäjoki,Passenger trains,4918.0
Annual,Number,Seinäjoki - Kokkola,Goods trains,2220.0
Annual,Number,Seinäjoki - Kokkola,Passenger trains,4243.0
Annual,Number,Kokkola - Ylivieska,Goods trains,4310.0
Annual,Number,Kokkola - Ylivieska,Passenger trains,4275.0
Annual,Number,Ylivieska - Tuomioja,Goods trains,3341.0
Annual,Number,Ylivieska - Tuomioja,Passenger trains,4250.0
Annual,Number,Tuomioja - Oulu,Goods trains,2975.0
Annual,Number,Tuomioja - Oulu,Passenger trains,4129.0
Annual,Number,Oulu - Kemi,Goods trains,1307.0
Annual,Number,Oulu - Kemi,Passenger trains,2484.0
Annual,Number,Kemi - Laurila,Goods trains,1645.0
Annual,Number,Kemi - Laurila,Passenger trains,2484.0
Annual,Number,Laurila - Rovaniemi,Goods trains,1049.0
Annual,Number,Laurila - Rovaniemi,Passenger trains,2225.0
Annual,Number,Turku - Toijala,Goods trains,1038.0
Annual,Number,Turku - Toijala,Passenger trains,3270.0
Annual,Number,Lielahti - Kokemäki,Goods trains,3418.0
Annual,Number,Lielahti - Kokemäki,Passenger trains,2506.0
Annual,Number,Kokemäki - Pori,Goods trains,1336.0
Annual,Number,Kokemäki - Pori,Passenger trains,2506.0
Annual,Number,Kokemäki - Rauma,Goods trains,2687.0
Annual,Number,Kokemäki - Rauma,Passenger trains,0.0
Annual,Number,Tuomioja - Raahe,Goods trains,713.0
Annual,Number,Tuomioja - Raahe,Passenger trains,0.0
Annual,Number,Laurila - Tornio,Goods trains,595.0
Annual,Number,Laurila - Tornio,Passenger trains,259.0
Annual,Number,Riihimäki - Lahti,Goods trains,2996.0
Annual,Number,Riihimäki - Lahti,Passenger trains,6427.0
Annual,Number,Lahti - Kouvola,Goods trains,4180.0
Annual,Number,Lahti - Kouvola,Passenger trains,7284.0
Annual,Number,Kouvola - Luumäki,Goods trains,6506.0
Annual,Number,Kouvola - Luumäki,Passenger trains,3640.0
Annual,Number,Luumäki - Lappeenranta,Goods trains,4488.0
Annual,Number,Luumäki - Lappeenranta,Passenger trains,2508.0
Annual,Number,Lappeenranta - Imatra,Goods trains,4053.0
Annual,Number,Lappeenranta - Imatra,Passenger trains,2441.0
Annual,Number,Imatra - Parikkala,Goods trains,2255.0
Annual,Number,Imatra - Parikkala,Passenger trains,2099.0
Annual,Number,Parikkala - Säkäniemi,Goods trains,1830.0
Annual,Number,Parikkala - Säkäniemi,Passenger trains,2150.0
Annual,Number,Säkäniemi - Niirala,Goods trains,832.0
Annual,Number,Säkäniemi - Niirala,Passenger trains,0.0
Annual,Number,Säkäniemi - Joensuu,Goods trains,2858.0
Annual,Number,Säkäniemi - Joensuu,Passenger trains,2144.0
Annual,Number,Kouvola - Mikkeli,Goods trains,2525.0
Annual,Number,Kouvola - Mikkeli,Passenger trains,2795.0
Annual,Number,Mikkeli - Pieksämäki,Goods trains,2356.0
Annual,Number,Mikkeli - Pieksämäki,Passenger trains,2745.0
Annual,Number,Pieksämäki - Kuopio,Goods trains,2165.0
Annual,Number,Pieksämäki - Kuopio,Passenger trains,3658.0
Annual,Number,Kuopio - Siilinjärvi,Goods trains,1737.0
Annual,Number,Kuopio - Siilinjärvi,Passenger trains,2089.0
Annual,Number,Siilinjärvi - Iisalmi,Goods trains,2115.0
Annual,Number,Siilinjärvi - Iisalmi,Passenger trains,2089.0
Annual,Number,Iisalmi - Kontiomäki,Goods trains,926.0
Annual,Number,Iisalmi - Kontiomäki,Passenger trains,1967.0
Annual,Number,Juurikorpi - Kouvola,Goods trains,4560.0
Annual,Number,Juurikorpi - Kouvola,Passenger trains,2080.0
Annual,Number,Kotka - Juurikorpi,Goods trains,2787.0
Annual,Number,Kotka - Juurikorpi,Passenger trains,2080.0
Annual,Number,Juurikorpi - Hamina,Goods trains,1516.0
Annual,Number,Juurikorpi - Hamina,Passenger trains,0.0
Annual,Number,Luumäki - Vainikkala,Goods trains,2159.0
Annual,Number,Luumäki - Vainikkala,Passenger trains,1132.0
Annual,Number,Viinijärvi - Joensuu,Goods trains,867.0
Annual,Number,Viinijärvi - Joensuu,Passenger trains,1402.0
Annual,Number,Siilinjärvi - Viinijärvi,Goods trains,285.0
Annual,Number,Siilinjärvi - Viinijärvi,Passenger trains,0.0
Annual,Number,Kontiomäki - Vartius,Goods trains,901.0
Annual,Number,Kontiomäki - Vartius,Passenger trains,0.0
Annual,Number,Iisalmi - Haapajärvi,Goods trains,1495.0
Annual,Number,Iisalmi - Haapajärvi,Passenger trains,669.0
Annual,Number,Haapajärvi - Ylivieska,Goods trains,1772.0
Annual,Number,Haapajärvi - Ylivieska,Passenger trains,669.0
Annual,Number,Tampere - Orivesi,Goods trains,3329.0
Annual,Number,Tampere - Orivesi,Passenger trains,4879.0
Annual,Number,Orivesi - Jämsänkoski,Goods trains,2483.0
Annual,Number,Orivesi - Jämsänkoski,Passenger trains,3843.0
Annual,Number,Jämsänkoski - Jyväskylä,Goods trains,1558.0
Annual,Number,Jämsänkoski - Jyväskylä,Passenger trains,3846.0
Annual,Number,Jyväskylä - Pieksämäki,Goods trains,1249.0
Annual,Number,Jyväskylä - Pieksämäki,Passenger trains,2703.0
Annual,Number,Kerava - Sköldvik,Goods trains,835.0
Annual,Number,Kerava - Sköldvik,Passenger trains,0.0
Annual,Number,Kontiomäki - Oulu,Goods trains,1720.0
Annual,Number,Kontiomäki - Oulu,Passenger trains,1717.0
Annual,Number,Imatrankoski - Imatra,Goods trains,1371.0
Annual,Number,Imatrankoski - Imatra,Passenger trains,0.0
Annual,Number,Kerava - Lahti,Goods trains,682.0
Annual,Number,Kerava - Lahti,Passenger trains,12816.0
Annual,Number,Kerava - Vuosaari,Goods trains,894.0
Annual,Number,Kerava - Vuosaari,Passenger trains,0.0
Annual,Number,Pasila - Helsinki,Goods trains,0.0
Annual,Number,Pasila - Helsinki,Passenger trains,169004.0
Annual,Number,Huopalahti - Pasila,Goods trains,1.0
Annual,Number,Huopalahti - Pasila,Passenger trains,84639.0
Annual,Number,Leppävaara - Huopalahti,Goods trains,1.0
Annual,Number,Leppävaara - Huopalahti,Passenger trains,51733.0
Annual,Number,Espoo - Leppävaara,Goods trains,1.0
Annual,Number,Espoo - Leppävaara,Passenger trains,31482.0
Annual,Number,Kirkkonummi - Espoo,Goods trains,1.0
Annual,Number,Kirkkonummi - Espoo,Passenger trains,21931.0
Annual,Number,Karjaa - Kirkkonummi,Goods trains,1.0
Annual,Number,Karjaa - Kirkkonummi,Passenger trains,7726.0
Annual,Number,Turku - Karjaa,Goods trains,75.0
Annual,Number,Turku - Karjaa,Passenger trains,6190.0
Annual,Number,Hanko - Karjaa,Goods trains,795.0
Annual,Number,Hanko - Karjaa,Passenger trains,2516.0
Annual,Number,Hyvinkää - Karjaa,Goods trains,1246.0
Annual,Number,Hyvinkää - Karjaa,Passenger trains,0.0
Annual,Number,Tikkurila - Pasila,Goods trains,338.0
Annual,Number,Tikkurila - Pasila,Passenger trains,84574.0
Annual,Number,Kerava - Tikkurila,Goods trains,338.0
Annual,Number,Kerava - Tikkurila,Passenger trains,68868.0
Annual,Number,Hyvinkää - Kerava,Goods trains,1485.0
Annual,Number,Hyvinkää - Kerava,Passenger trains,28747.0
Annual,Number,Riihimäki - Hyvinkää,Goods trains,2944.0
Annual,Number,Riihimäki - Hyvinkää,Passenger trains,28691.0
Annual,Number,Toijala - Riihimäki,Goods trains,4230.0
Annual,Number,Toijala - Riihimäki,Passenger trains,13322.0
Annual,Number,Tampere - Toijala,Goods trains,5923.0
Annual,Number,Tampere - Toijala,Passenger trains,15933.0
Annual,Number,Lielahti - Tampere,Goods trains,5537.0
Annual,Number,Lielahti - Tampere,Passenger trains,7496.0
Annual,Number,Parkano - Lielahti,Goods trains,2815.0
Annual,Number,Parkano - Lielahti,Passenger trains,5459.0
Annual,Number,Seinäjoki - Parkano,Goods trains,2614.0
Annual,Number,Seinäjoki - Parkano,Passenger trains,5455.0
Annual,Number,Kokkola - Seinäjoki,Goods trains,2246.0
Annual,Number,Kokkola - Seinäjoki,Passenger trains,4447.0
Annual,Number,Ylivieska - Kokkola,Goods trains,4446.0
Annual,Number,Ylivieska - Kokkola,Passenger trains,4184.0
Annual,Number,Tuomioja - Ylivieska,Goods trains,3107.0
Annual,Number,Tuomioja - Ylivieska,Passenger trains,4167.0
Annual,Number,Oulu - Tuomioja,Goods trains,2522.0
Annual,Number,Oulu - Tuomioja,Passenger trains,4050.0
Annual,Number,Kemi - Oulu,Goods trains,1170.0
Annual,Number,Kemi - Oulu,Passenger trains,2483.0
Annual,Number,Laurila - Kemi,Goods trains,1660.0
Annual,Number,Laurila - Kemi,Passenger trains,2483.0
Annual,Number,Rovaniemi - Laurila,Goods trains,1054.0
Annual,Number,Rovaniemi - Laurila,Passenger trains,2223.0
Annual,Number,Toijala - Turku,Goods trains,1035.0
Annual,Number,Toijala - Turku,Passenger trains,2962.0
Annual,Number,Kokemäki - Lielahti,Goods trains,2477.0
Annual,Number,Kokemäki - Lielahti,Passenger trains,2506.0
Annual,Number,Pori - Kokemäki,Goods trains,1250.0
Annual,Number,Pori - Kokemäki,Passenger trains,2506.0
Annual,Number,Rauma - Kokemäki,Goods trains,1881.0
Annual,Number,Rauma - Kokemäki,Passenger trains,0.0
Annual,Number,Raahe - Tuomioja,Goods trains,935.0
Annual,Number,Raahe - Tuomioja,Passenger trains,0.0
Annual,Number,Tornio - Laurila,Goods trains,605.0
Annual,Number,Tornio - Laurila,Passenger trains,259.0
Annual,Number,Lahti - Riihimäki,Goods trains,3097.0
Annual,Number,Lahti - Riihimäki,Passenger trains,6432.0
Annual,Number,Kouvola - Lahti,Goods trains,4130.0
Annual,Number,Kouvola - Lahti,Passenger trains,8050.0
Annual,Number,Luumäki - Kouvola,Goods trains,6969.0
Annual,Number,Luumäki - Kouvola,Passenger trains,3580.0
Annual,Number,Lappeenranta - Luumäki,Goods trains,4505.0
Annual,Number,Lappeenranta - Luumäki,Passenger trains,2450.0
Annual,Number,Imatra - Lappeenranta,Goods trains,4181.0
Annual,Number,Imatra - Lappeenranta,Passenger trains,2380.0
Annual,Number,Parikkala - Imatra,Goods trains,2342.0
Annual,Number,Parikkala - Imatra,Passenger trains,2043.0
Annual,Number,Säkäniemi - Parikkala,Goods trains,1875.0
Annual,Number,Säkäniemi - Parikkala,Passenger trains,2085.0
Annual,Number,Niirala - Säkäniemi,Goods trains,924.0
Annual,Number,Niirala - Säkäniemi,Passenger trains,0.0
Annual,Number,Joensuu - Säkäniemi,Goods trains,2783.0
Annual,Number,Joensuu - Säkäniemi,Passenger trains,2083.0
Annual,Number,Mikkeli - Kouvola,Goods trains,2520.0
Annual,Number,Mikkeli - Kouvola,Passenger trains,3110.0
Annual,Number,Pieksämäki - Mikkeli,Goods trains,2335.0
Annual,Number,Pieksämäki - Mikkeli,Passenger trains,3056.0
Annual,Number,Kuopio - Pieksämäki,Goods trains,2313.0
Annual,Number,Kuopio - Pieksämäki,Passenger trains,3649.0
Annual,Number,Siilinjärvi - Kuopio,Goods trains,2002.0
Annual,Number,Siilinjärvi - Kuopio,Passenger trains,2080.0
Annual,Number,Iisalmi - Siilinjärvi,Goods trains,2227.0
Annual,Number,Iisalmi - Siilinjärvi,Passenger trains,2080.0
Annual,Number,Kontiomäki - Iisalmi,Goods trains,1089.0
Annual,Number,Kontiomäki - Iisalmi,Passenger trains,1961.0
Annual,Number,Kouvola - Juurikorpi,Goods trains,5845.0
Annual,Number,Kouvola - Juurikorpi,Passenger trains,2080.0
Annual,Number,Juurikorpi - Kotka,Goods trains,3381.0
Annual,Number,Juurikorpi - Kotka,Passenger trains,2080.0
Annual,Number,Hamina - Juurikorpi,Goods trains,1218.0
Annual,Number,Hamina - Juurikorpi,Passenger trains,0.0
Annual,Number,Vainikkala - Luumäki,Goods trains,2601.0
Annual,Number,Vainikkala - Luumäki,Passenger trains,1130.0
Annual,Number,Joensuu - Viinijärvi,Goods trains,956.0
Annual,Number,Joensuu - Viinijärvi,Passenger trains,1404.0
Annual,Number,Viinijärvi - Siilinjärvi,Goods trains,275.0
