category,n_terms,within_similarity,category_separation,relative_separation,nearest_neighbor_consistency
N,649,0.0035597923541125643,0.0033035549975956946,0.7011410755435253,0.4345146379044684
A,20000,0.0032802328721779914,0.002964982281775575,0.8011300478327519,0.9463
U,558,0.02552762543932684,0.025102667364425426,0.9497837570852059,0.8064516129032258
